date,gain,generosity,gift,gold,guide,isPartial
2007-06-24,5,0,17,52,98,False
2007-06-25,5,0,19,43,72,False
2007-06-26,6,0,19,40,71,False
2007-06-27,6,0,19,36,72,False
2007-06-28,6,0,20,36,71,False
2007-06-29,5,0,19,35,72,False
2007-06-30,5,0,18,38,83,False
2007-07-01,4,0,18,41,93,False
2007-07-02,5,0,20,36,73,False
2007-07-03,4,0,17,34,73,False
2007-07-04,5,0,14,38,83,False
2007-07-05,6,0,20,35,70,False
2007-07-06,5,0,18,37,77,False
2007-07-07,5,0,18,39,82,False
2007-07-08,5,0,15,41,91,False
2007-07-09,6,0,18,37,75,False
2007-07-10,6,0,19,40,75,False
2007-07-11,6,0,18,39,72,False
2007-07-12,6,0,22,37,73,False
2007-07-13,5,0,19,39,72,False
2007-07-14,5,0,19,40,83,False
2007-07-15,5,0,18,44,92,False
2007-07-16,6,0,19,38,77,False
2007-07-17,6,0,20,40,70,False
2007-07-18,7,0,20,40,69,False
2007-07-19,6,0,20,37,73,False
2007-07-20,5,0,20,40,72,False
2007-07-21,6,0,19,40,80,False
2007-07-22,6,0,18,43,88,False
2007-07-23,5,0,20,41,72,False
2007-07-24,5,0,20,40,70,False
2007-07-25,6,0,19,38,76,False
2007-07-26,5,0,21,36,69,False
2007-07-27,6,0,19,39,71,False
2007-07-28,5,0,18,42,87,False
2007-07-29,4,0,15,40,91,False
2007-07-30,5,0,18,39,73,False
2007-07-31,6,0,23,38,71,False
2007-08-01,6,0,19,38,70,False
2007-08-02,5,0,21,39,70,False
2007-08-03,5,0,19,38,70,False
2007-08-04,6,0,17,44,81,False
2007-08-05,6,0,19,43,91,False
2007-08-06,5,0,19,38,74,False
2007-08-07,7,0,21,39,71,False
2007-08-08,4,0,20,38,75,False
2007-08-09,6,0,20,37,71,False
2007-08-10,4,0,22,39,70,False
2007-08-11,5,0,19,42,85,False
2007-08-12,6,0,18,41,92,False
2007-08-13,7,0,18,39,75,False
2007-08-14,6,0,21,36,71,False
2007-08-15,6,0,19,36,68,False
2007-08-16,5,0,21,38,71,False
2007-08-17,6,0,20,39,76,False
2007-08-18,4,0,15,42,86,False
2007-08-19,4,0,15,39,92,False
2007-08-20,5,0,21,36,72,False
2007-08-21,5,0,20,38,71,False
2007-08-22,4,0,20,39,68,False
2007-08-23,6,0,20,37,73,False
2007-08-24,5,0,20,40,67,False
2007-08-25,6,0,20,42,84,False
2007-08-26,5,0,17,40,93,False
2007-08-27,6,0,18,35,71,False
2007-08-28,5,0,19,38,71,False
2007-08-29,6,0,17,35,71,False
2007-08-30,5,0,19,36,69,False
2007-08-31,5,0,19,36,70,False
2007-09-01,5,0,17,39,84,False
2007-09-02,6,0,16,42,84,False
2007-09-03,5,0,16,40,87,False
2007-09-04,5,0,17,37,74,False
2007-09-05,5,0,18,36,66,False
2007-09-06,4,0,21,36,71,False
2007-09-07,5,0,19,38,65,False
2007-09-08,4,0,19,39,84,False
2007-09-09,5,0,18,40,93,False
2007-09-10,6,0,18,35,72,False
2007-09-11,6,0,20,37,68,False
2007-09-12,7,0,20,36,65,False
2007-09-13,5,0,20,37,67,False
2007-09-14,6,0,20,38,67,False
2007-09-15,5,0,20,41,85,False
2007-09-16,5,0,20,39,92,False
2007-09-17,5,0,20,37,71,False
2007-09-18,5,0,20,40,68,False
2007-09-19,5,0,20,40,70,False
2007-09-20,5,0,18,43,71,False
2007-09-21,6,0,19,42,67,False
2007-09-22,5,0,20,42,87,False
2007-09-23,6,0,17,42,89,False
2007-09-24,4,0,20,40,77,False
2007-09-25,5,0,21,40,75,False
2007-09-26,6,0,22,37,72,False
2007-09-27,4,0,19,42,74,False
2007-09-28,6,0,19,39,70,False
2007-09-29,5,0,18,37,83,False
2007-09-30,5,0,20,39,94,False
2007-10-01,6,0,21,39,73,False
2007-10-02,6,0,22,39,74,False
2007-10-03,6,0,21,37,75,False
2007-10-04,5,0,20,37,74,False
2007-10-05,5,0,21,40,71,False
2007-10-06,5,0,20,41,88,False
2007-10-07,5,0,20,44,89,False
2007-10-08,5,0,21,40,73,False
2007-10-09,6,0,20,38,71,False
2007-10-10,6,1,22,37,68,False
2007-10-11,6,0,21,40,70,False
2007-10-12,5,0,21,38,70,False
2007-10-13,5,0,17,44,87,False
