date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2006-10-13,0,2,80,53,11,False
2006-10-14,0,1,44,53,5,False
2006-10-15,1,1,50,61,8,False
2006-10-16,0,2,89,57,3,False
2006-10-17,0,2,65,55,3,False
2006-10-18,0,0,80,53,4,False
2006-10-19,0,1,78,57,5,False
2006-10-20,0,0,74,47,6,False
2006-10-21,0,0,50,55,4,False
2006-10-22,0,1,42,71,14,False
2006-10-23,0,1,83,48,4,False
2006-10-24,0,2,91,54,4,False
2006-10-25,0,1,86,55,8,False
2006-10-26,0,1,80,64,7,False
2006-10-27,0,1,74,45,6,False
2006-10-28,0,0,61,48,5,False
2006-10-29,0,0,42,53,4,False
2006-10-30,1,0,74,59,6,False
2006-10-31,0,3,75,60,4,False
2006-11-01,0,1,80,47,8,False
2006-11-02,1,1,66,62,4,False
2006-11-03,0,1,70,60,5,False
2006-11-04,0,2,44,49,10,False
2006-11-05,1,0,43,77,3,False
2006-11-06,0,2,54,63,4,False
2006-11-07,0,2,73,51,6,False
2006-11-08,0,3,68,45,6,False
2006-11-09,1,1,70,56,5,False
2006-11-10,0,0,68,65,7,False
2006-11-11,0,0,40,44,6,False
2006-11-12,0,0,45,59,7,False
2006-11-13,0,1,74,57,4,False
2006-11-14,1,3,78,56,6,False
2006-11-15,0,1,65,59,3,False
2006-11-16,0,3,64,57,1,False
2006-11-17,0,2,71,48,1,False
2006-11-18,0,1,38,43,7,False
2006-11-19,0,1,51,46,6,False
2006-11-20,0,2,100,50,4,False
2006-11-21,0,1,74,46,6,False
2006-11-22,0,2,62,40,6,False
2006-11-23,1,0,33,36,4,False
2006-11-24,0,1,43,30,4,False
2006-11-25,0,1,53,53,8,False
2006-11-26,0,4,35,60,6,False
2006-11-27,0,3,76,55,8,False
2006-11-28,0,1,74,55,3,False
2006-11-29,0,2,75,57,4,False
2006-11-30,0,1,68,61,5,False
2006-12-01,1,0,68,51,11,False
2006-12-02,0,1,41,48,8,False
2006-12-03,0,1,44,76,8,False
2006-12-04,0,3,81,50,7,False
2006-12-05,0,1,86,63,4,False
2006-12-06,0,1,82,52,7,False
2006-12-07,0,1,80,37,4,False
2006-12-08,1,2,55,36,8,False
2006-12-09,0,1,52,32,6,False
2006-12-10,1,0,40,71,4,False
2006-12-11,0,2,64,57,5,False
2006-12-12,0,3,87,49,5,False
2006-12-13,1,0,83,52,2,False
2006-12-14,1,1,72,45,4,False
2006-12-15,0,2,59,48,5,False
2006-12-16,1,2,50,48,8,False
2006-12-17,0,0,31,51,12,False
2006-12-18,0,1,72,53,4,False
2006-12-19,0,0,72,42,7,False
2006-12-20,0,2,68,45,5,False
2006-12-21,0,1,63,55,4,False
2006-12-22,0,1,62,41,6,False
2006-12-23,0,0,41,41,4,False
2006-12-24,0,4,19,89,5,False
2006-12-25,2,0,35,49,3,False
2006-12-26,0,0,50,32,12,False
2006-12-27,0,0,72,45,9,False
2006-12-28,0,0,65,38,5,False
2006-12-29,0,2,45,48,8,False
2006-12-30,1,2,47,37,6,False
2006-12-31,0,2,21,54,9,False
2007-01-01,0,1,37,53,7,False
2007-01-02,0,1,69,39,7,False
2007-01-03,0,1,72,44,5,False
2007-01-04,1,0,67,59,8,False
2007-01-05,0,3,59,60,4,False
2007-01-06,0,2,51,51,4,False
2007-01-07,0,1,50,69,7,False
2007-01-08,1,2,69,48,3,False
2007-01-09,0,2,85,44,3,False
2007-01-10,1,0,75,63,4,False
2007-01-11,0,1,79,51,8,False
2007-01-12,0,0,68,44,6,False
2007-01-13,0,2,46,59,4,False
2007-01-14,0,3,48,77,8,False
2007-01-15,0,1,71,50,6,False
2007-01-16,0,4,76,47,7,False
2007-01-17,0,2,77,61,5,False
2007-01-18,0,1,78,48,2,False
2007-01-19,0,1,80,49,3,False
2007-01-20,0,0,62,66,8,False
2007-01-21,0,0,54,78,7,False
2007-01-22,1,1,95,52,9,False
2007-01-23,0,5,86,53,4,False
2007-01-24,0,1,68,62,7,False
2007-01-25,0,3,92,51,5,False
2007-01-26,0,1,72,51,4,False
2007-01-27,1,0,42,60,8,False
2007-01-28,0,2,52,66,5,False
2007-01-29,2,3,98,58,8,False
2007-01-30,0,1,93,54,5,False
2007-01-31,1,2,96,59,7,False
2007-02-01,0,1,82,52,3,False
2007-02-02,0,1,90,46,3,False
2007-02-03,0,0,53,48,2,False
2007-02-04,1,1,47,60,5,False
2007-02-05,0,2,82,47,6,False
2007-02-06,1,3,82,45,6,False
2007-02-07,1,0,85,64,5,False
2007-02-08,0,2,81,55,4,False
2007-02-09,1,3,85,45,5,False
2007-02-10,1,1,40,53,4,False
2007-02-11,0,2,38,66,3,False
2007-02-12,0,1,86,37,5,False
2007-02-13,0,1,94,46,6,False
2007-02-14,1,0,70,48,6,False
2007-02-15,1,3,63,37,7,False
2007-02-16,1,1,83,58,3,False
2007-02-17,0,1,52,41,6,False
2007-02-18,0,2,49,51,8,False
2007-02-19,0,1,60,52,6,False
2007-02-20,0,2,77,50,5,False
2007-02-21,0,2,72,47,5,False
2007-02-22,1,1,86,38,6,False
2007-02-23,0,1,85,57,4,False
2007-02-24,1,2,45,50,5,False
2007-02-25,0,0,53,52,6,False
2007-02-26,0,4,94,57,4,False
2007-02-27,0,2,60,56,3,False
2007-02-28,0,1,82,42,4,False
2007-03-01,1,1,80,51,6,False
2007-03-02,0,2,64,49,3,False
2007-03-03,0,1,53,38,6,False
2007-03-04,0,1,62,64,5,False
2007-03-05,0,2,79,53,3,False
2007-03-06,0,3,88,66,8,False
2007-03-07,0,1,73,53,6,False
2007-03-08,0,2,77,57,4,False
2007-03-09,0,2,67,57,4,False
2007-03-10,0,1,45,50,3,False
2007-03-11,0,0,51,57,6,False
2007-03-12,0,2,89,61,3,False
2007-03-13,0,4,79,50,1,False
2007-03-14,0,1,80,47,4,False
2007-03-15,0,1,64,47,5,False
2007-03-16,0,1,66,48,5,False
2007-03-17,0,0,46,54,4,False
2007-03-18,0,2,62,58,6,False
2007-03-19,0,1,94,39,3,False
2007-03-20,0,2,94,55,4,False
2007-03-21,1,3,87,48,10,False
2007-03-22,0,1,74,46,5,False
2007-03-23,0,2,73,54,7,False
2007-03-24,2,0,50,52,5,False
2007-03-25,0,2,45,61,2,False
2007-03-26,0,4,77,49,5,False
2007-03-27,0,3,74,64,4,False
2007-03-28,0,3,72,44,3,False
2007-03-29,0,1,90,50,4,False
2007-03-30,0,1,69,50,3,False
2007-03-31,0,0,51,44,2,False
2007-04-01,0,1,59,61,6,False
2007-04-02,1,2,83,65,5,False
2007-04-03,0,3,93,60,3,False
2007-04-04,0,2,92,47,5,False
2007-04-05,0,2,86,55,7,False
2007-04-06,0,1,63,55,7,False
2007-04-07,0,2,44,53,10,False
2007-04-08,0,0,44,90,10,False
2007-04-09,0,0,86,55,4,False
2007-04-10,0,2,88,48,4,False
2007-04-11,0,2,85,55,7,False
2007-04-12,0,0,80,41,6,False
2007-04-13,1,2,80,40,6,False
2007-04-14,0,0,55,47,8,False
2007-04-15,0,1,60,46,7,False
