date,partnership,patron,patronage,precious,priceless,isPartial
2004-12-12,48,26,6,58,26,False
2004-12-13,47,25,4,32,40,False
2004-12-14,47,20,2,27,25,False
2004-12-15,41,27,2,29,27,False
2004-12-16,58,20,2,42,44,False
2004-12-17,61,4,2,41,35,False
2004-12-18,17,21,3,35,38,False
2004-12-19,4,21,0,42,25,False
2004-12-20,59,30,2,40,38,False
2004-12-21,32,29,0,36,19,False
2004-12-22,34,18,0,34,27,False
2004-12-23,31,18,0,29,42,False
2004-12-24,7,7,0,26,4,False
2004-12-25,21,31,0,52,62,False
2004-12-26,8,13,0,34,30,False
2004-12-27,56,8,5,46,41,False
2004-12-28,30,12,2,44,25,False
2004-12-29,30,16,0,23,39,False
2004-12-30,38,10,2,43,41,False
2004-12-31,6,19,0,25,62,False
2005-01-01,11,0,0,33,39,False
2005-01-02,16,6,0,26,38,False
2005-01-03,35,13,0,25,25,False
2005-01-04,36,13,0,35,26,False
2005-01-05,39,11,0,43,24,False
2005-01-06,50,20,0,24,19,False
2005-01-07,42,15,0,33,29,False
2005-01-08,27,15,0,41,15,False
2005-01-09,21,18,3,48,27,False
2005-01-10,49,11,4,35,26,False
2005-01-11,60,18,4,32,25,False
2005-01-12,43,25,0,32,11,False
2005-01-13,52,14,0,20,32,False
2005-01-14,44,15,2,44,34,False
2005-01-15,30,21,0,45,27,False
2005-01-16,24,15,0,37,15,False
2005-01-17,29,10,0,29,27,False
2005-01-18,50,30,2,35,16,False
2005-01-19,47,16,2,25,29,False
2005-01-20,38,24,2,36,18,False
2005-01-21,33,19,0,35,37,False
2005-01-22,31,20,0,40,40,False
2005-01-23,25,11,0,28,22,False
2005-01-24,64,18,2,23,23,False
2005-01-25,60,21,0,24,40,False
2005-01-26,35,18,0,23,28,False
2005-01-27,44,16,0,44,27,False
2005-01-28,37,13,0,22,28,False
2005-01-29,46,14,0,37,26,False
2005-01-30,11,39,0,47,20,False
2005-01-31,63,9,0,28,12,False
2005-02-01,44,19,0,32,32,False
2005-02-02,46,14,0,35,26,False
2005-02-03,53,16,0,25,16,False
2005-02-04,43,26,0,22,24,False
2005-02-05,20,3,0,32,35,False
2005-02-06,21,29,0,47,29,False
2005-02-07,55,19,0,19,30,False
2005-02-08,67,13,3,33,27,False
2005-02-09,46,19,0,29,24,False
2005-02-10,33,12,3,48,16,False
2005-02-11,40,7,0,29,29,False
2005-02-12,20,17,0,43,52,False
2005-02-13,34,26,0,37,20,False
2005-02-14,48,22,3,26,22,False
2005-02-15,57,9,0,31,10,False
2005-02-16,35,19,2,38,19,False
2005-02-17,60,12,0,39,26,False
2005-02-18,52,13,0,22,20,False
2005-02-19,14,23,0,34,28,False
2005-02-20,20,17,3,43,32,False
2005-02-21,52,19,0,27,13,False
2005-02-22,45,17,2,25,20,False
2005-02-23,48,12,0,42,27,False
2005-02-24,39,8,0,23,25,False
2005-02-25,47,29,0,25,40,False
2005-02-26,46,8,0,30,15,False
2005-02-27,25,21,0,21,33,False
2005-02-28,59,15,0,28,25,False
2005-03-01,71,12,0,25,33,False
2005-03-02,37,10,3,29,15,False
2005-03-03,62,14,4,28,20,False
2005-03-04,43,13,0,43,26,False
2005-03-05,34,20,0,29,26,False
2005-03-06,34,26,0,43,46,False
2005-03-07,48,20,5,24,31,False
2005-03-08,44,11,0,24,26,False
2005-03-09,51,17,0,19,19,False
2005-03-10,46,22,3,22,36,False
2005-03-11,36,13,0,29,29,False
2005-03-12,39,6,3,36,28,False
2005-03-13,22,6,0,25,17,False
2005-03-14,56,22,0,39,19,False
2005-03-15,56,15,0,23,20,False
2005-03-16,49,25,0,29,25,False
2005-03-17,41,22,0,19,19,False
2005-03-18,45,26,2,34,24,False
2005-03-19,31,25,0,31,22,False
2005-03-20,38,12,0,43,29,False
2005-03-21,57,17,0,38,19,False
2005-03-22,53,17,3,33,25,False
2005-03-23,44,10,2,25,30,False
2005-03-24,60,18,0,38,25,False
2005-03-25,53,26,2,28,26,False
2005-03-26,36,9,0,39,18,False
2005-03-27,31,25,0,35,23,False
2005-03-28,54,27,1,29,31,False
2005-03-29,43,9,2,32,26,False
2005-03-30,38,17,0,37,26,False
2005-03-31,36,21,0,30,32,False
2005-04-01,63,9,2,24,26,False
2005-04-02,23,17,0,25,34,False
2005-04-03,36,22,0,47,33,False
2005-04-04,35,56,0,28,14,False
2005-04-05,0,0,0,0,0,True
2005-04-06,73,18,0,32,23,False
2005-04-07,53,19,2,17,29,False
2005-04-08,35,18,0,24,26,False
2005-04-09,27,3,0,33,21,False
2005-04-10,33,12,0,27,21,False
2005-04-11,56,15,0,21,33,False
2005-04-12,48,24,2,35,22,False
2005-04-13,32,26,0,26,18,False
2005-04-14,51,19,0,24,17,False
2005-04-15,54,16,0,18,25,False
2005-04-16,30,6,0,27,21,False
2005-04-17,48,30,0,24,33,False
2005-04-18,58,8,0,25,28,False
2005-04-19,54,24,0,23,21,False
2005-04-20,50,15,0,23,30,False
2005-04-21,59,23,0,42,23,False
2005-04-22,54,20,0,27,27,False
2005-04-23,31,8,3,28,34,False
2005-04-24,40,13,3,27,13,False
2005-04-25,65,27,2,24,21,False
2005-04-26,52,25,0,24,30,False
2005-04-27,48,21,0,31,24,False
2005-04-28,50,16,0,34,18,False
2005-04-29,45,14,0,22,22,False
2005-04-30,29,8,0,29,21,False
2005-05-01,32,16,0,24,16,False
2005-05-02,61,14,0,38,20,False
2005-05-03,50,11,3,31,31,False
2005-05-04,35,21,2,32,35,False
2005-05-05,45,24,2,100,26,False
2005-05-06,49,7,2,61,29,False
2005-05-07,15,18,0,42,39,False
2005-05-08,14,20,0,38,38,False
2005-05-09,53,10,0,45,22,False
2005-05-10,50,12,2,39,28,False
2005-05-11,46,11,0,35,27,False
2005-05-12,57,28,2,28,29,False
2005-05-13,53,7,2,30,21,False
2005-05-14,26,73,0,26,23,False
2005-05-15,25,25,0,22,31,False
2005-05-16,50,18,0,22,24,False
2005-05-17,52,13,0,30,24,False
2005-05-18,47,6,0,26,27,False
2005-05-19,46,11,0,39,28,False
2005-05-20,52,16,0,32,16,False
2005-05-21,23,20,0,29,17,False
2005-05-22,26,20,0,34,34,False
2005-05-23,55,10,0,31,24,False
2005-05-24,48,19,0,30,16,False
2005-05-25,47,13,2,31,19,False
2005-05-26,54,12,0,39,22,False
2005-05-27,51,23,0,24,28,False
2005-05-28,15,9,0,21,31,False
2005-05-29,10,10,0,42,32,False
2005-05-30,27,5,0,32,16,False
2005-05-31,55,13,2,16,23,False
2005-06-01,50,18,2,37,14,False
2005-06-02,41,10,2,28,28,False
2005-06-03,65,11,0,33,25,False
2005-06-04,20,17,0,28,36,False
2005-06-05,23,14,0,29,35,False
2005-06-06,53,15,2,25,35,False
2005-06-07,60,6,0,29,29,False
