date,advantage,affluence,affluent,afloat,allowance,isPartial
2015-02-16,75,0,2,0,10,False
2015-02-17,78,1,3,1,15,False
2015-02-18,81,0,2,1,13,False
2015-02-19,81,1,3,1,15,False
2015-02-20,82,0,2,1,13,False
2015-02-21,48,0,1,0,10,False
2015-02-22,47,1,2,1,12,False
2015-02-23,78,0,2,0,14,False
2015-02-24,78,1,2,0,12,False
2015-02-25,81,1,2,1,13,False
2015-02-26,81,1,2,0,15,False
2015-02-27,77,1,3,0,14,False
2015-02-28,51,0,2,1,12,False
2015-03-01,54,0,1,1,11,False
2015-03-02,84,1,2,0,15,False
2015-03-03,86,0,2,0,16,False
2015-03-04,80,1,2,0,13,False
2015-03-05,73,1,3,0,12,False
2015-03-06,77,0,2,1,13,False
2015-03-07,53,0,1,0,12,False
2015-03-08,57,0,2,1,13,False
2015-03-09,79,0,3,1,14,False
2015-03-10,85,1,2,1,14,False
2015-03-11,72,1,3,1,17,False
2015-03-12,85,1,3,0,15,False
2015-03-13,83,1,2,1,12,False
2015-03-14,53,0,1,1,15,False
2015-03-15,52,1,2,0,10,False
2015-03-16,88,1,2,0,14,False
2015-03-17,94,1,2,1,15,False
2015-03-18,84,1,2,0,16,False
2015-03-19,81,1,2,0,15,False
2015-03-20,73,1,2,1,12,False
2015-03-21,42,0,1,1,12,False
2015-03-22,46,0,1,0,9,False
2015-03-23,86,0,2,0,14,False
2015-03-24,81,1,3,2,16,False
2015-03-25,73,4,2,0,11,False
2015-03-26,85,1,3,1,15,False
2015-03-27,78,0,1,0,14,False
2015-03-28,53,0,1,0,10,False
2015-03-29,52,0,1,1,13,False
2015-03-30,80,1,2,1,15,False
2015-03-31,83,1,3,0,17,False
2015-04-01,81,1,3,1,15,False
2015-04-02,78,0,2,0,14,False
2015-04-03,71,0,1,0,11,False
2015-04-04,48,0,2,1,11,False
2015-04-05,41,0,2,0,8,False
2015-04-06,75,1,2,1,14,False
2015-04-07,80,1,2,1,13,False
2015-04-08,87,1,2,1,14,False
2015-04-09,85,1,1,1,14,False
2015-04-10,81,1,3,1,13,False
2015-04-11,50,0,2,0,11,False
2015-04-12,53,1,1,0,13,False
2015-04-13,85,1,2,0,14,False
2015-04-14,94,1,2,1,16,False
2015-04-15,84,1,4,0,13,False
2015-04-16,78,1,2,0,12,False
2015-04-17,75,1,2,0,10,False
2015-04-18,45,0,3,1,10,False
2015-04-19,48,0,2,1,10,False
2015-04-20,81,0,3,0,13,False
2015-04-21,86,1,2,1,15,False
2015-04-22,91,1,2,0,15,False
2015-04-23,81,1,3,1,13,False
2015-04-24,72,0,3,0,9,False
2015-04-25,53,1,1,0,11,False
2015-04-26,47,0,2,1,8,False
2015-04-27,84,1,3,0,14,False
2015-04-28,80,1,2,1,13,False
2015-04-29,84,1,2,1,12,False
2015-04-30,91,1,2,0,12,False
2015-05-01,76,0,3,0,14,False
2015-05-02,50,1,2,1,8,False
2015-05-03,53,1,1,0,7,False
2015-05-04,92,1,2,1,13,False
2015-05-05,75,1,3,1,11,False
2015-05-06,85,1,2,0,13,False
2015-05-07,86,1,2,1,13,False
2015-05-08,74,0,3,1,12,False
