date,radical,ruin,segregation,shortage,steal,isPartial
2013-12-14,28,25,14,14,63,False
2013-12-15,44,21,15,23,79,False
2013-12-16,56,29,27,18,64,False
2013-12-17,47,30,25,23,65,False
2013-12-18,54,26,24,24,64,False
2013-12-19,48,21,21,20,70,False
2013-12-20,34,29,13,19,58,False
2013-12-21,25,26,7,15,70,False
2013-12-22,17,30,2,14,56,False
2013-12-23,20,24,6,15,60,False
2013-12-24,23,28,3,17,64,False
2013-12-25,13,30,5,16,67,False
2013-12-26,19,33,5,14,61,False
2013-12-27,27,24,3,15,76,False
2013-12-28,24,28,4,17,80,False
2013-12-29,27,29,3,18,69,False
2013-12-30,20,29,4,16,60,False
2013-12-31,24,28,6,15,55,False
2014-01-01,27,27,3,15,66,False
2014-01-02,32,26,7,18,69,False
2014-01-03,33,25,8,20,51,False
2014-01-04,31,36,5,17,65,False
2014-01-05,35,40,5,14,73,False
2014-01-06,39,27,10,20,69,False
2014-01-07,42,32,14,28,53,False
2014-01-08,58,25,20,84,62,False
2014-01-09,57,24,27,65,60,False
2014-01-10,49,24,21,36,65,False
2014-01-11,26,34,9,36,66,False
2014-01-12,51,34,12,34,68,False
2014-01-13,56,25,24,36,59,False
2014-01-14,61,27,26,33,61,False
2014-01-15,58,31,29,27,66,False
2014-01-16,55,27,28,27,56,False
2014-01-17,47,31,31,28,57,False
2014-01-18,27,27,5,24,58,False
2014-01-19,37,30,14,31,76,False
2014-01-20,53,26,20,26,66,False
2014-01-21,52,29,40,47,60,False
2014-01-22,58,30,30,48,59,False
2014-01-23,59,22,24,52,55,False
2014-01-24,54,22,26,64,53,False
2014-01-25,42,31,8,47,74,False
2014-01-26,40,27,13,56,80,False
2014-01-27,51,22,22,64,58,False
2014-01-28,57,25,25,56,61,False
2014-01-29,59,22,21,39,61,False
2014-01-30,60,22,22,42,56,False
2014-01-31,54,32,22,39,58,False
2014-02-01,36,25,12,36,68,False
2014-02-02,35,24,15,32,79,False
2014-02-03,47,24,22,29,60,False
2014-02-04,63,25,30,43,60,False
2014-02-05,56,26,24,44,52,False
2014-02-06,59,25,34,43,58,False
2014-02-07,48,23,17,32,55,False
2014-02-08,22,28,12,27,100,False
2014-02-09,37,27,21,34,91,False
2014-02-10,57,26,30,29,63,False
2014-02-11,69,30,30,37,63,False
2014-02-12,64,19,27,38,57,False
2014-02-13,60,27,30,36,58,False
2014-02-14,42,32,50,27,56,False
2014-02-15,31,31,18,22,71,False
2014-02-16,35,30,26,22,69,False
2014-02-17,50,29,22,35,70,False
2014-02-18,59,27,40,38,66,False
2014-02-19,64,27,36,40,71,False
2014-02-20,59,26,36,39,64,False
2014-02-21,60,28,25,26,61,False
2014-02-22,37,35,18,19,67,False
2014-02-23,47,21,25,18,73,False
2014-02-24,66,28,33,25,52,False
2014-02-25,80,28,44,32,56,False
2014-02-26,66,28,42,30,70,False
2014-02-27,71,23,39,23,55,False
2014-02-28,59,26,26,25,68,False
2014-03-01,42,27,12,20,72,False
2014-03-02,48,36,22,21,75,False
2014-03-03,56,27,27,32,61,False
2014-03-04,66,30,28,26,59,False
2014-03-05,70,25,28,26,57,False
2014-03-06,56,24,28,30,63,False
2014-03-07,55,25,29,30,71,False
2014-03-08,35,23,6,22,64,False
2014-03-09,41,29,12,20,58,False
2014-03-10,57,23,31,23,50,False
2014-03-11,65,28,27,27,64,False
2014-03-12,65,26,32,25,60,False
2014-03-13,56,26,26,21,58,False
2014-03-14,47,31,20,23,73,False
2014-03-15,31,41,10,24,70,False
2014-03-16,33,32,17,26,78,False
2014-03-17,52,31,23,25,64,False
2014-03-18,67,25,24,26,69,False
2014-03-19,59,28,27,26,65,False
2014-03-20,63,27,25,20,58,False
2014-03-21,48,30,29,24,61,False
2014-03-22,36,33,14,21,61,False
2014-03-23,37,36,13,20,69,False
2014-03-24,55,29,24,23,58,False
2014-03-25,69,26,30,24,60,False
2014-03-26,53,29,33,32,62,False
2014-03-27,52,34,34,25,59,False
2014-03-28,45,31,28,25,71,False
2014-03-29,26,31,10,21,70,False
2014-03-30,41,33,13,21,66,False
2014-03-31,50,24,27,25,60,False
2014-04-01,45,29,27,27,50,False
2014-04-02,61,36,34,24,61,False
2014-04-03,62,28,34,28,68,False
2014-04-04,49,23,26,28,60,False
2014-04-05,31,33,7,19,72,False
2014-04-06,39,29,11,29,65,False
2014-04-07,61,28,31,26,62,False
2014-04-08,64,31,23,30,60,False
2014-04-09,64,30,28,28,64,False
2014-04-10,68,32,34,30,60,False
2014-04-11,56,26,28,24,63,False
2014-04-12,32,32,13,19,69,False
2014-04-13,40,33,16,25,70,False
2014-04-14,46,20,24,22,52,False
2014-04-15,58,28,20,27,54,False
2014-04-16,54,27,28,27,73,False
2014-04-17,53,36,26,26,75,False
2014-04-18,42,32,19,26,74,False
2014-04-19,38,38,11,24,84,False
2014-04-20,43,33,14,27,85,False
2014-04-21,55,37,24,27,66,False
2014-04-22,61,37,34,26,62,False
2014-04-23,65,33,32,34,65,False
2014-04-24,66,32,31,25,65,False
2014-04-25,49,41,27,30,64,False
2014-04-26,25,55,13,27,73,False
2014-04-27,47,57,21,25,64,False
2014-04-28,62,39,34,24,65,False
2014-04-29,63,39,41,26,66,False
2014-04-30,65,42,40,26,54,False
2014-05-01,68,43,32,28,57,False
2014-05-02,45,42,31,24,68,False
2014-05-03,33,51,12,23,63,False
2014-05-04,42,48,17,36,65,False
2014-05-05,59,39,32,39,68,False
2014-05-06,59,38,33,31,66,False
2014-05-07,66,38,38,23,66,False
2014-05-08,64,38,36,23,58,False
2014-05-09,53,37,30,20,67,False
2014-05-10,27,44,7,25,84,False
2014-05-11,38,38,18,22,87,False
2014-05-12,51,34,26,26,61,False
2014-05-13,56,34,33,26,61,False
2014-05-14,68,30,29,28,65,False
2014-05-15,56,33,30,30,65,False
2014-05-16,52,34,25,22,61,False
2014-05-17,30,36,10,18,77,False
2014-05-18,40,39,18,26,80,False
2014-05-19,59,25,31,17,56,False
2014-05-20,58,27,27,18,70,False
2014-05-21,60,31,31,18,59,False
2014-05-22,50,33,27,28,48,False
2014-05-23,50,33,25,22,67,False
2014-05-24,26,32,8,21,66,False
2014-05-25,31,39,9,22,75,False
2014-05-26,40,38,10,16,76,False
2014-05-27,46,32,30,16,60,False
2014-05-28,52,30,21,26,63,False
2014-05-29,60,32,24,24,72,False
2014-05-30,40,31,21,19,62,False
2014-05-31,26,40,7,18,73,False
2014-06-01,37,39,11,21,81,False
2014-06-02,41,27,14,19,57,False
2014-06-03,62,32,20,18,59,False
2014-06-04,46,28,21,22,63,False
2014-06-05,38,30,16,23,59,False
2014-06-06,37,34,17,16,69,False
2014-06-07,33,32,11,11,65,False
2014-06-08,41,39,7,16,67,False
2014-06-09,47,24,16,20,54,False
2014-06-10,35,27,16,19,62,False
2014-06-11,35,34,15,14,61,False
2014-06-12,36,35,13,24,62,False
2014-06-13,30,29,5,16,60,False
2014-06-14,26,32,6,14,71,False
2014-06-15,37,31,5,12,88,False
2014-06-16,40,32,8,15,63,False
2014-06-17,35,31,7,20,67,False
2014-06-18,38,24,11,20,69,False
2014-06-19,34,35,13,17,70,False
2014-06-20,34,29,8,24,60,False
2014-06-21,28,29,5,14,75,False
2014-06-22,31,28,5,11,80,False
