date,luxury,meritorious,nobility,nobleman,partner,isPartial
2014-06-07,83,0,2,0,45,False
2014-06-08,92,1,0,1,41,False
2014-06-09,80,1,2,0,57,False
2014-06-10,82,1,2,0,54,False
2014-06-11,88,1,1,0,53,False
2014-06-12,87,2,1,1,58,False
2014-06-13,75,0,0,0,59,False
2014-06-14,84,0,1,0,49,False
2014-06-15,87,1,1,0,44,False
2014-06-16,76,1,1,0,56,False
2014-06-17,79,1,3,0,64,False
2014-06-18,83,1,2,0,57,False
2014-06-19,82,1,1,0,60,False
2014-06-20,75,1,1,0,54,False
2014-06-21,95,1,1,0,45,False
2014-06-22,85,0,1,0,48,False
2014-06-23,82,1,1,0,58,False
2014-06-24,81,2,2,0,59,False
2014-06-25,88,1,1,0,60,False
2014-06-26,89,0,1,0,56,False
2014-06-27,86,1,1,0,56,False
2014-06-28,84,0,2,0,50,False
2014-06-29,88,1,1,0,40,False
2014-06-30,79,1,2,0,57,False
2014-07-01,88,0,1,0,51,False
2014-07-02,82,1,3,0,52,False
2014-07-03,82,2,1,0,55,False
2014-07-04,83,0,1,0,44,False
2014-07-05,86,1,2,0,45,False
2014-07-06,89,2,1,0,40,False
2014-07-07,93,1,3,0,57,False
2014-07-08,91,0,1,0,58,False
2014-07-09,91,1,1,1,58,False
2014-07-10,88,2,1,0,61,False
2014-07-11,81,1,1,0,62,False
2014-07-12,89,0,1,1,43,False
2014-07-13,88,1,2,0,45,False
2014-07-14,88,1,1,0,52,False
2014-07-15,86,1,1,0,59,False
2014-07-16,85,0,0,0,65,False
2014-07-17,81,0,1,1,63,False
2014-07-18,82,1,2,0,54,False
2014-07-19,100,0,2,1,50,False
2014-07-20,98,1,1,1,48,False
2014-07-21,92,0,1,0,57,False
2014-07-22,96,1,1,0,63,False
2014-07-23,93,1,1,0,61,False
2014-07-24,82,1,2,0,54,False
2014-07-25,84,1,2,0,58,False
2014-07-26,95,1,1,1,43,False
2014-07-27,96,1,1,0,45,False
2014-07-28,82,0,2,0,62,False
2014-07-29,90,1,1,0,57,False
2014-07-30,88,2,1,1,60,False
2014-07-31,71,1,1,0,55,False
2014-08-01,86,1,1,0,54,False
2014-08-02,83,0,1,1,44,False
2014-08-03,94,1,1,0,41,False
2014-08-04,83,0,1,0,55,False
2014-08-05,86,1,2,1,62,False
2014-08-06,87,1,2,0,60,False
2014-08-07,87,2,1,0,58,False
2014-08-08,79,1,1,0,50,False
2014-08-09,90,0,1,0,46,False
2014-08-10,90,3,2,0,43,False
2014-08-11,80,1,1,0,61,False
2014-08-12,83,1,1,0,56,False
2014-08-13,85,2,3,1,60,False
2014-08-14,87,1,2,0,60,False
2014-08-15,72,1,1,0,58,False
2014-08-16,82,0,1,0,41,False
2014-08-17,88,0,2,1,43,False
2014-08-18,86,2,1,0,57,False
2014-08-19,89,1,1,0,55,False
2014-08-20,82,1,1,0,58,False
2014-08-21,87,1,1,0,63,False
2014-08-22,79,1,1,0,60,False
2014-08-23,83,1,1,1,48,False
2014-08-24,81,0,1,2,47,False
2014-08-25,81,2,3,0,56,False
2014-08-26,74,1,1,1,64,False
2014-08-27,78,1,3,0,58,False
2014-08-28,75,1,1,0,54,False
2014-08-29,79,1,2,0,46,False
2014-08-30,91,1,2,1,40,False
2014-08-31,88,0,1,1,47,False
2014-09-01,89,1,2,1,42,False
2014-09-02,75,1,2,0,64,False
2014-09-03,73,2,2,1,55,False
2014-09-04,79,1,2,0,62,False
2014-09-05,75,2,2,0,60,False
2014-09-06,78,1,1,0,45,False
2014-09-07,78,1,3,0,53,False
2014-09-08,77,1,2,1,55,False
2014-09-09,75,1,2,0,57,False
2014-09-10,77,1,2,1,62,False
2014-09-11,71,1,1,0,60,False
2014-09-12,76,1,4,0,58,False
2014-09-13,71,2,1,0,52,False
2014-09-14,81,1,3,0,47,False
2014-09-15,81,1,2,0,55,False
2014-09-16,73,1,2,0,62,False
2014-09-17,72,1,2,1,65,False
2014-09-18,77,2,2,1,65,False
2014-09-19,71,2,2,0,55,False
2014-09-20,79,0,2,0,52,False
2014-09-21,82,1,2,1,48,False
2014-09-22,78,1,2,1,55,False
2014-09-23,68,1,3,0,61,False
2014-09-24,75,2,3,0,58,False
2014-09-25,74,1,2,0,62,False
2014-09-26,75,0,2,0,59,False
2014-09-27,77,1,2,0,49,False
2014-09-28,78,0,2,0,50,False
2014-09-29,84,1,4,1,59,False
2014-09-30,74,2,2,0,65,False
2014-10-01,70,1,1,0,60,False
2014-10-02,71,2,2,1,56,False
2014-10-03,67,2,2,1,55,False
2014-10-04,76,1,2,1,43,False
2014-10-05,85,0,2,0,43,False
2014-10-06,76,2,3,1,60,False
2014-10-07,72,2,3,1,66,False
2014-10-08,69,1,4,1,72,False
2014-10-09,71,1,3,0,56,False
2014-10-10,72,1,2,1,59,False
2014-10-11,81,0,1,0,48,False
2014-10-12,80,0,3,0,48,False
2014-10-13,86,1,3,1,58,False
2014-10-14,74,1,2,0,60,False
2014-10-15,63,1,3,1,57,False
2014-10-16,69,1,1,0,61,False
2014-10-17,67,1,2,0,55,False
2014-10-18,80,0,0,0,42,False
2014-10-19,77,0,3,0,51,False
2014-10-20,71,1,3,1,61,False
2014-10-21,73,1,3,1,69,False
2014-10-22,70,1,3,0,55,False
2014-10-23,71,1,3,0,60,False
2014-10-24,76,1,2,1,49,False
2014-10-25,77,0,1,0,53,False
2014-10-26,71,0,3,1,44,False
2014-10-27,70,2,2,1,67,False
2014-10-28,73,1,2,1,68,False
2014-10-29,74,1,3,0,65,False
2014-10-30,63,1,3,1,61,False
2014-10-31,61,1,3,0,55,False
2014-11-01,74,0,3,1,50,False
2014-11-02,81,0,2,0,50,False
2014-11-03,72,1,2,1,58,False
2014-11-04,69,1,2,0,57,False
2014-11-05,66,1,3,0,57,False
2014-11-06,65,1,2,0,66,False
2014-11-07,69,2,3,0,56,False
2014-11-08,85,0,2,0,51,False
2014-11-09,77,0,2,0,48,False
2014-11-10,81,1,4,1,53,False
2014-11-11,74,2,3,0,58,False
2014-11-12,71,1,3,0,64,False
2014-11-13,70,1,2,1,63,False
2014-11-14,72,1,2,1,56,False
2014-11-15,78,0,2,0,54,False
2014-11-16,75,1,2,0,50,False
2014-11-17,68,2,2,0,62,False
2014-11-18,74,1,1,1,66,False
2014-11-19,70,1,2,1,57,False
