date,inexpensive,inherit,invaluable,legal,lucrative,isPartial
2015-02-16,6,1,1,47,0,False
2015-02-17,5,1,1,50,1,False
2015-02-18,5,1,1,53,1,False
2015-02-19,6,3,0,52,0,False
2015-02-20,6,1,1,54,1,False
2015-02-21,5,2,0,41,1,False
2015-02-22,6,1,0,40,0,False
2015-02-23,6,1,1,54,1,False
2015-02-24,5,1,1,60,1,False
2015-02-25,6,1,1,58,1,False
2015-02-26,5,1,1,62,0,False
2015-02-27,5,1,1,60,1,False
2015-02-28,6,1,1,44,0,False
2015-03-01,6,1,0,49,1,False
2015-03-02,5,1,0,58,1,False
2015-03-03,5,2,1,60,1,False
2015-03-04,6,1,1,60,1,False
2015-03-05,5,1,1,53,1,False
2015-03-06,6,1,1,56,1,False
2015-03-07,5,1,1,44,1,False
2015-03-08,6,1,1,44,0,False
2015-03-09,7,1,1,61,0,False
2015-03-10,5,1,1,62,1,False
2015-03-11,5,1,1,60,1,False
2015-03-12,6,1,1,59,1,False
2015-03-13,6,1,1,52,0,False
2015-03-14,5,1,1,41,0,False
2015-03-15,6,1,0,42,0,False
2015-03-16,5,1,1,54,0,False
2015-03-17,7,1,1,56,1,False
2015-03-18,5,1,1,56,1,False
2015-03-19,5,1,1,55,1,False
2015-03-20,6,1,1,54,1,False
2015-03-21,6,1,0,39,0,False
2015-03-22,7,1,0,47,0,False
2015-03-23,6,2,1,55,1,False
2015-03-24,6,2,1,57,1,False
2015-03-25,6,1,0,50,0,False
2015-03-26,6,1,1,58,1,False
2015-03-27,6,1,1,52,1,False
2015-03-28,6,1,1,41,1,False
2015-03-29,7,1,1,41,1,False
2015-03-30,6,2,1,55,1,False
2015-03-31,7,1,1,57,1,False
2015-04-01,5,1,1,55,1,False
2015-04-02,5,1,1,53,0,False
2015-04-03,5,1,1,50,0,False
2015-04-04,5,1,0,41,1,False
2015-04-05,4,1,0,40,0,False
2015-04-06,6,1,0,55,1,False
2015-04-07,6,1,1,58,1,False
2015-04-08,6,1,1,56,0,False
2015-04-09,6,1,1,54,1,False
2015-04-10,7,1,1,50,0,False
2015-04-11,7,1,0,42,0,False
2015-04-12,6,1,0,39,1,False
2015-04-13,5,1,1,56,0,False
2015-04-14,5,1,1,57,1,False
2015-04-15,6,2,1,58,1,False
2015-04-16,5,1,1,59,0,False
2015-04-17,6,1,1,53,0,False
2015-04-18,6,0,1,45,1,False
2015-04-19,7,1,0,46,1,False
2015-04-20,7,2,1,61,1,False
2015-04-21,7,1,1,63,1,False
2015-04-22,7,1,1,59,1,False
2015-04-23,6,1,1,59,1,False
2015-04-24,6,1,1,55,1,False
2015-04-25,5,1,1,41,1,False
2015-04-26,6,2,1,45,0,False
2015-04-27,7,1,1,56,1,False
2015-04-28,6,1,1,61,0,False
2015-04-29,6,1,1,57,1,False
2015-04-30,5,2,1,56,1,False
2015-05-01,5,1,1,54,1,False
2015-05-02,5,0,1,39,1,False
2015-05-03,5,1,0,45,1,False
2015-05-04,6,1,1,55,1,False
2015-05-05,6,1,1,55,1,False
2015-05-06,6,1,1,56,0,False
2015-05-07,6,1,1,63,0,False
2015-05-08,5,1,1,54,1,False
2015-05-09,6,1,0,42,0,False
2015-05-10,5,1,1,44,0,False
2015-05-11,6,1,1,54,0,False
2015-05-12,6,1,1,57,0,False
2015-05-13,6,1,1,58,1,False
2015-05-14,6,1,1,52,1,False
2015-05-15,5,1,1,53,0,False
2015-05-16,7,1,0,40,1,False
2015-05-17,6,1,0,43,1,False
2015-05-18,6,1,1,55,0,False
2015-05-19,6,1,1,58,1,False
2015-05-20,6,1,1,55,1,False
2015-05-21,6,2,1,57,1,False
2015-05-22,5,1,1,54,0,False
2015-05-23,5,1,0,43,1,False
2015-05-24,6,1,0,39,1,False
2015-05-25,6,1,0,40,0,False
2015-05-26,6,1,1,59,0,False
2015-05-27,6,1,1,58,1,False
2015-05-28,5,1,1,53,0,False
2015-05-29,4,1,1,54,0,False
2015-05-30,7,0,1,44,1,False
2015-05-31,7,1,0,44,0,False
2015-06-01,5,1,1,55,1,False
2015-06-02,7,1,1,62,0,False
2015-06-03,7,1,1,60,1,False
2015-06-04,5,1,1,57,1,False
2015-06-05,6,1,1,52,0,False
2015-06-06,5,1,1,43,0,False
2015-06-07,5,1,1,44,0,False
2015-06-08,7,1,0,54,1,False
2015-06-09,7,1,1,56,0,False
2015-06-10,6,1,1,56,1,False
2015-06-11,5,1,1,55,0,False
2015-06-12,6,1,1,53,0,False
2015-06-13,5,1,1,46,1,False
2015-06-14,6,1,1,45,1,False
2015-06-15,7,1,1,56,1,False
