date,backward,backwardness,broke,cheap,colony,isPartial
2013-01-15,0,0,8,90,5,False
2013-01-16,0,0,5,90,5,False
2013-01-17,0,0,5,88,5,False
2013-01-18,0,0,6,87,5,False
2013-01-19,0,0,6,92,5,False
2013-01-20,0,0,6,95,4,False
2013-01-21,1,0,7,93,4,False
2013-01-22,0,0,7,86,4,False
2013-01-23,0,0,7,92,5,False
2013-01-24,0,0,6,86,5,False
2013-01-25,0,0,5,85,5,False
2013-01-26,0,0,6,90,5,False
2013-01-27,0,0,6,94,4,False
2013-01-28,1,0,6,88,6,False
2013-01-29,1,0,8,88,5,False
2013-01-30,1,0,6,83,5,False
2013-01-31,1,0,6,84,5,False
2013-02-01,0,0,5,84,5,False
2013-02-02,0,0,6,93,4,False
2013-02-03,1,0,7,89,4,False
2013-02-04,0,0,14,83,5,False
2013-02-05,1,0,9,89,5,False
2013-02-06,1,0,7,87,5,False
2013-02-07,0,0,6,84,5,False
2013-02-08,0,0,7,86,5,False
2013-02-09,1,0,6,95,4,False
2013-02-10,0,0,7,100,5,False
2013-02-11,0,0,8,89,5,False
2013-02-12,0,0,9,90,5,False
2013-02-13,1,0,6,89,5,False
2013-02-14,0,0,6,79,5,False
2013-02-15,1,0,5,85,5,False
2013-02-16,1,0,6,94,4,False
2013-02-17,1,0,5,96,5,False
2013-02-18,1,0,6,95,4,False
2013-02-19,1,0,9,89,5,False
2013-02-20,0,0,6,90,5,False
2013-02-21,0,0,5,88,5,False
2013-02-22,1,0,5,84,5,False
2013-02-23,1,0,5,95,4,False
2013-02-24,1,0,5,95,4,False
2013-02-25,1,0,5,88,4,False
2013-02-26,1,0,7,90,5,False
2013-02-27,1,0,5,91,5,False
2013-02-28,0,0,6,89,5,False
2013-03-01,1,0,5,87,5,False
2013-03-02,0,0,6,90,4,False
2013-03-03,0,0,5,96,4,False
2013-03-04,1,0,6,88,4,False
2013-03-05,1,0,6,92,5,False
2013-03-06,0,0,5,91,5,False
2013-03-07,1,0,6,86,5,False
2013-03-08,0,0,6,86,5,False
2013-03-09,0,0,6,93,4,False
2013-03-10,1,0,6,98,5,False
2013-03-11,0,0,5,95,5,False
2013-03-12,1,0,6,94,4,False
2013-03-13,1,0,5,94,5,False
