date,backward,backwardness,broke,cheap,colony,isPartial
2016-07-08,0,0,6,84,5,False
2016-07-09,0,0,6,91,5,False
2016-07-10,1,0,6,90,4,False
2016-07-11,0,0,7,88,4,False
2016-07-12,0,0,6,90,4,False
2016-07-13,0,0,5,89,4,False
2016-07-14,0,0,5,84,4,False
2016-07-15,0,0,6,89,5,False
2016-07-16,0,0,6,95,5,False
2016-07-17,1,0,6,95,4,False
2016-07-18,0,0,5,89,5,False
2016-07-19,0,0,6,91,4,False
2016-07-20,1,0,6,94,4,False
2016-07-21,0,0,6,92,5,False
2016-07-22,0,0,6,86,5,False
2016-07-23,0,0,6,94,5,False
2016-07-24,0,0,6,96,5,False
2016-07-25,0,0,5,89,5,False
2016-07-26,0,0,6,90,4,False
2016-07-27,0,0,6,90,4,False
2016-07-28,0,0,6,89,4,False
2016-07-29,0,0,6,90,5,False
2016-07-30,0,0,6,92,5,False
2016-07-31,0,0,7,100,5,False
2016-08-01,0,0,5,92,5,False
2016-08-02,0,0,6,94,5,False
2016-08-03,0,0,5,88,5,False
2016-08-04,0,0,5,91,4,False
2016-08-05,1,0,6,86,5,False
2016-08-06,1,0,6,84,5,False
2016-08-07,1,0,11,88,4,False
2016-08-08,0,0,11,79,5,False
2016-08-09,1,0,9,83,4,False
2016-08-10,0,0,7,81,5,False
2016-08-11,0,0,7,82,5,False
2016-08-12,1,0,7,78,5,False
2016-08-13,0,0,7,85,4,False
2016-08-14,1,0,7,80,5,False
2016-08-15,1,0,6,79,4,False
2016-08-16,0,0,6,81,5,False
2016-08-17,1,0,5,79,5,False
2016-08-18,0,0,5,78,5,False
2016-08-19,0,0,5,77,5,False
2016-08-20,0,0,6,83,5,False
2016-08-21,0,0,6,84,5,False
2016-08-22,0,0,5,79,6,False
2016-08-23,0,0,6,81,6,False
2016-08-24,0,0,5,76,6,False
2016-08-25,0,0,6,78,6,False
2016-08-26,0,0,6,76,6,False
2016-08-27,0,0,8,85,5,False
2016-08-28,0,0,7,85,5,False
2016-08-29,1,0,5,77,7,False
2016-08-30,0,0,6,77,7,False
2016-08-31,0,0,5,74,7,False
2016-09-01,1,0,6,75,8,False
2016-09-02,0,0,5,77,7,False
2016-09-03,0,0,6,85,5,False
2016-09-04,0,0,5,88,5,False
2016-09-05,1,0,6,88,6,False
