date,radical,ruin,segregation,shortage,steal,isPartial
2005-10-20,11,1,4,5,14,False
2005-10-21,8,2,2,6,19,False
2005-10-22,9,4,4,3,20,False
2005-10-23,10,4,3,5,22,False
2005-10-24,6,1,6,6,13,False
2005-10-25,6,3,8,6,8,False
2005-10-26,10,4,5,5,9,False
2005-10-27,11,4,5,4,8,False
2005-10-28,12,4,5,5,10,False
2005-10-29,9,6,2,3,16,False
2005-10-30,10,2,5,2,12,False
2005-10-31,7,4,2,5,10,False
2005-11-01,10,1,4,5,16,False
2005-11-02,8,4,5,5,13,False
2005-11-03,9,4,8,6,17,False
2005-11-04,6,4,5,5,14,False
2005-11-05,10,4,2,6,17,False
2005-11-06,5,1,3,1,24,False
2005-11-07,8,2,6,5,15,False
2005-11-08,14,1,4,9,15,False
2005-11-09,13,6,10,11,13,False
2005-11-10,4,1,7,7,9,False
2005-11-11,7,1,2,7,14,False
2005-11-12,5,5,3,8,24,False
2005-11-13,12,1,1,8,16,False
2005-11-14,9,2,4,6,11,False
2005-11-15,9,2,5,6,14,False
2005-11-16,9,4,4,6,14,False
2005-11-17,11,4,5,7,9,False
2005-11-18,7,2,3,6,12,False
2005-11-19,8,5,2,13,13,False
2005-11-20,7,7,2,7,13,False
2005-11-21,9,3,4,9,11,False
2005-11-22,6,3,3,16,11,False
2005-11-23,6,5,3,9,14,False
2005-11-24,11,3,3,9,12,False
2005-11-25,7,2,3,10,14,False
2005-11-26,5,3,4,6,16,False
2005-11-27,7,3,5,4,11,False
2005-11-28,7,5,5,9,11,False
2005-11-29,10,3,4,4,16,False
2005-11-30,9,2,5,7,13,False
2005-12-01,9,1,3,7,12,False
2005-12-02,5,4,6,6,11,False
2005-12-03,4,4,3,4,12,False
2005-12-04,9,4,7,6,13,False
2005-12-05,6,2,9,5,17,False
2005-12-06,9,3,4,8,15,False
2005-12-07,6,5,5,4,11,False
2005-12-08,13,1,5,4,14,False
2005-12-09,11,1,5,6,12,False
2005-12-10,5,2,1,3,23,False
2005-12-11,5,3,3,2,18,False
2005-12-12,8,3,5,7,15,False
2005-12-13,10,3,5,3,10,False
2005-12-14,12,2,4,2,14,False
2005-12-15,12,3,4,5,9,False
2005-12-16,12,0,5,5,15,False
2005-12-17,7,4,2,1,54,False
2005-12-18,15,3,1,1,16,False
2005-12-19,6,1,4,2,11,False
2005-12-20,6,4,1,4,13,False
2005-12-21,6,2,2,3,15,False
2005-12-22,6,2,1,2,13,False
2005-12-23,7,3,1,1,14,False
2005-12-24,4,2,0,0,17,False
2005-12-25,4,3,0,1,15,False
2005-12-26,6,2,3,3,21,False
2005-12-27,4,4,1,6,21,False
2005-12-28,4,2,0,2,16,False
2005-12-29,9,2,1,2,9,False
2005-12-30,4,3,2,1,12,False
2005-12-31,6,4,0,3,19,False
2006-01-01,4,2,0,5,13,False
2006-01-02,8,1,3,4,20,False
2006-01-03,5,1,1,1,10,False
2006-01-04,9,2,1,2,10,False
2006-01-05,4,1,5,4,12,False
2006-01-06,6,1,5,6,14,False
2006-01-07,6,6,2,3,17,False
2006-01-08,3,2,4,5,21,False
2006-01-09,8,4,3,3,10,False
2006-01-10,5,2,6,4,11,False
2006-01-11,7,4,3,7,11,False
2006-01-12,6,3,5,4,14,False
2006-01-13,5,1,3,4,12,False
2006-01-14,7,4,3,1,7,False
2006-01-15,8,3,1,4,9,False
2006-01-16,5,4,4,2,9,False
2006-01-17,12,4,6,7,7,False
2006-01-18,12,2,6,2,8,False
2006-01-19,12,3,7,2,15,False
2006-01-20,9,4,4,3,14,False
2006-01-21,6,3,0,6,12,False
2006-01-22,10,6,3,3,17,False
2006-01-23,7,5,9,6,9,False
2006-01-24,10,2,6,6,10,False
2006-01-25,7,4,4,2,13,False
2006-01-26,7,2,5,5,17,False
2006-01-27,8,1,2,3,7,False
2006-01-28,8,3,2,5,17,False
2006-01-29,8,1,5,5,12,False
2006-01-30,5,3,3,4,12,False
2006-01-31,8,3,5,3,15,False
2006-02-01,6,4,3,4,12,False
2006-02-02,7,3,4,5,15,False
2006-02-03,5,2,2,5,7,False
2006-02-04,13,5,5,4,10,False
2006-02-05,9,4,2,4,20,False
2006-02-06,7,4,5,6,12,False
2006-02-07,9,4,4,5,9,False
2006-02-08,11,2,6,4,13,False
2006-02-09,11,4,5,5,8,False
2006-02-10,8,3,3,3,12,False
2006-02-11,10,6,2,3,22,False
2006-02-12,7,2,2,3,12,False
2006-02-13,9,4,5,6,11,False
2006-02-14,5,2,6,4,11,False
2006-02-15,12,1,5,8,7,False
2006-02-16,9,3,4,4,11,False
