Date,Value
12/27/05,48.794956
12/28/05,48.865757
12/29/05,48.684849
12/30/05,48.503929
1/3/06,49.219715
1/4/06,49.577591
1/5/06,49.546131
1/6/06,50.033806
1/9/06,50.218655
1/10/06,50.289452
1/11/06,50.431023
1/12/06,50.143925
1/13/06,50.198986
1/17/06,50.022003
1/18/06,49.868622
1/19/06,50.139984
1/20/06,49.259037
1/23/06,49.404552
1/24/06,49.554005
1/25/06,49.443871
1/26/06,49.864708
1/27/06,50.261906
1/30/06,50.313034
1/31/06,50.065269
2/1/06,50.25798
2/2/06,49.809635
2/3/06,49.565792
2/6/06,49.683792
2/7/06,49.200047
2/8/06,49.554005
2/9/06,49.459621
2/10/06,49.561874
2/13/06,49.337688
2/14/06,49.805683
2/15/06,49.994492
2/16/06,50.383842
2/17/06,50.324829
2/21/06,50.183258
2/22/06,50.576538
2/23/06,50.450691
2/24/06,50.52935
2/27/06,50.674858
2/28/06,50.175377
3/1/06,50.615871
3/2/06,50.580467
3/3/06,50.497879
3/6/06,50.128189
3/7/06,49.923683
3/8/06,50.065269
3/9/06,49.79784
3/10/06,50.187176
3/13/06,50.309105
3/14/06,50.828255
3/15/06,51.056351
3/16/06,51.166466
3/17/06,51.205799
3/20/06,51.097591
3/21/06,50.813293
3/22/06,51.121292
3/23/06,51.109444
3/24/06,51.17659
3/27/06,51.141041
3/28/06,50.840919
3/29/06,51.314789
3/30/06,51.17659
3/31/06,51.204216
4/3/06,51.148937
4/4/06,51.445091
4/5/06,51.634636
4/6/06,51.610943
4/7/06,51.058094
4/10/06,51.125244
4/11/06,50.663231
4/12/06,50.7659
4/13/06,50.754047
4/17/06,50.675091
4/18/06,51.547764
4/19/06,51.701775
4/20/06,51.77285
4/21/06,51.749153
4/24/06,51.599091
4/25/06,51.433235
4/26/06,51.445091
4/27/06,51.595154
4/28/06,51.693874
5/1/06,51.445091
5/2/06,51.749153
5/3/06,51.599091
5/4/06,51.839989
5/5/06,52.282238
5/8/06,52.329639
5/9/06,52.32568
5/10/06,52.254601
5/11/06,51.579353
5/12/06,50.888317
5/15/06,50.943596
5/16/06,50.781696
5/17/06,49.853722
5/18/06,49.620747
5/19/06,49.901108
5/22/06,49.604946
5/23/06,49.217968
5/24/06,49.387772
5/25/06,50.070919
5/26/06,50.355221
5/30/06,49.443054
5/31/06,50.027473
6/1/06,50.663231
6/2/06,50.761959
6/5/06,49.909004
6/6/06,49.683929
6/7/06,49.360134
6/8/06,49.312737
6/9/06,49.123196
6/12/06,48.479542
6/13/06,47.903015
6/14/06,48.207066
6/15/06,49.320625
6/16/06,49.063969
6/19/06,48.570362
6/20/06,48.582203
6/21/06,49.123196
6/22/06,48.854668
6/23/06,48.929714
6/26/06,49.169655
6/27/06,48.701675
6/28/06,49.046703
6/29/06,50.117504
6/30/06,50.093704
7/3/06,50.478397
7/5/06,50.065941
7/6/06,50.228546
7/7/06,49.812134
7/10/06,49.871609
7/11/06,50.054054
7/12/06,49.518642
7/13/06,48.780983
7/14/06,48.495434
7/17/06,48.412148
7/18/06,48.574749
7/19/06,49.375877
7/20/06,48.8722
7/21/06,48.483543
7/24/06,49.427422
7/25/06,49.593994
7/26/06,49.728828
7/27/06,49.601929
7/28/06,50.038189
7/31/06,50.034218
8/1/06,49.776447
8/2/06,50.089741
8/3/06,50.200787
8/4/06,50.176987
8/7/06,50.010422
8/8/06,49.780396
8/9/06,49.526566
8/10/06,49.716938
8/11/06,49.562271
8/14/06,49.653484
8/15/06,50.288044
8/16/06,50.779812
8/17/06,50.894833
8/18/06,51.097084
8/21/06,50.90276
8/22/06,50.918633
8/23/06,50.672741
8/24/06,50.668766
8/25/06,50.688599
8/28/06,50.982075
8/29/06,51.081234
8/30/06,51.192272
8/31/06,51.18433
9/1/06,51.481792
9/5/06,51.584892
9/6/06,51.033623
9/7/06,50.843269
9/8/06,50.946373
9/11/06,50.962238
9/12/06,51.541264
9/13/06,51.814915
9/14/06,51.703873
9/15/06,51.826809
9/18/06,51.866482
9/19/06,51.731644
9/20/06,52.040985
9/21/06,51.715786
9/22/06,51.584892
9/25/06,52.026512
9/26/06,52.388882
9/27/06,52.452599
9/28/06,52.504375
9/29/06,52.34111
10/2/06,52.193779
10/3/06,52.273422
10/4/06,52.826923
10/5/06,53.081787
10/6/06,52.978249
10/9/06,53.030022
10/10/06,53.149471
10/11/06,53.053913
10/12/06,53.58353
10/13/06,53.770691
10/16/06,53.91803
10/17/06,53.70697
10/18/06,53.782639
10/19/06,53.842392
10/20/06,53.826435
10/23/06,54.057404
10/24/06,54.188824
10/25/06,54.367996
10/26/06,54.65472
10/27/06,54.236599
10/30/06,54.2565
10/31/06,54.188824
11/1/06,53.750771
11/2/06,53.718922
11/3/06,53.710953
11/6/06,54.308266
11/7/06,54.495434
11/8/06,54.634808
11/9/06,54.336163
11/10/06,54.459595
11/13/06,54.583061
11/14/06,55.009132
11/15/06,55.216202
11/16/06,55.33567
11/17/06,55.307816
11/20/06,55.339649
11/21/06,55.482986
11/22/06,55.638321
11/24/06,55.475033
11/27/06,54.594982
11/28/06,54.802063
11/29/06,55.363541
11/30/06,55.451138
12/1/06,55.295845
12/4/06,55.837414
12/5/06,56.040501
12/6/06,56.008663
12/7/06,55.757774
12/8/06,55.85334
12/11/06,55.972816
12/12/06,55.885212
12/13/06,55.980774
12/14/06,56.406849
12/15/06,56.422775
12/18/06,56.19183
12/19/06,56.271469
12/20/06,56.24757
12/21/06,56.028553
12/22/06,55.713154
12/26/06,56.037346
12/27/06,56.421585
12/28/06,56.341537
12/29/06,56.117413
1/3/07,56.013348
1/4/07,56.125397
1/5/07,55.681149
1/8/07,55.885292
1/9/07,55.885292
1/10/07,56.009354
1/11/07,56.43359
1/12/07,56.805813
1/16/07,56.697773
1/17/07,56.737789
1/18/07,56.43359
1/19/07,56.653725
1/22/07,56.429596
1/23/07,56.589699
1/24/07,57.089977
