date,blackmail,bribe,bum,commoner,corrupt,isPartial
2008-11-13,4,3,35,1,53,False
2008-11-14,11,1,35,1,59,False
2008-11-15,6,0,45,2,37,False
2008-11-16,4,4,32,0,34,False
2008-11-17,4,5,25,0,53,False
2008-11-18,3,3,35,1,49,False
2008-11-19,6,6,36,0,58,False
2008-11-20,7,1,29,0,40,False
2008-11-21,6,6,48,1,45,False
2008-11-22,2,6,38,0,26,False
2008-11-23,4,0,38,0,44,False
2008-11-24,1,3,35,1,55,False
2008-11-25,4,4,33,0,48,False
2008-11-26,4,4,37,1,41,False
2008-11-27,2,0,32,0,41,False
2008-11-28,0,0,31,2,31,False
2008-11-29,2,2,37,0,39,False
2008-11-30,0,2,33,0,40,False
2008-12-01,1,1,33,0,33,False
2008-12-02,3,1,31,0,58,False
2008-12-03,1,9,22,1,63,False
2008-12-04,0,4,36,1,53,False
2008-12-05,0,1,31,1,50,False
2008-12-06,2,10,39,0,39,False
2008-12-07,10,2,41,0,51,False
2008-12-08,3,3,35,0,52,False
2008-12-09,6,1,35,0,63,False
2008-12-10,4,5,35,1,82,False
2008-12-11,4,3,25,0,100,False
2008-12-12,3,7,34,0,50,False
2008-12-13,8,10,47,0,69,False
2008-12-14,0,0,53,0,55,False
2008-12-15,7,4,43,0,60,False
2008-12-16,3,4,29,1,59,False
2008-12-17,0,7,33,0,54,False
2008-12-18,3,6,34,0,44,False
2008-12-19,6,3,55,0,41,False
2008-12-20,4,2,46,0,46,False
2008-12-21,7,2,31,0,40,False
2008-12-22,2,3,39,0,45,False
2008-12-23,8,3,50,0,48,False
2008-12-24,2,2,33,0,45,False
2008-12-25,6,3,42,0,39,False
2008-12-26,6,2,42,0,62,False
2008-12-27,2,2,56,0,36,False
2008-12-28,2,0,64,0,77,False
2008-12-29,3,3,42,0,66,False
2008-12-30,3,2,28,0,50,False
2008-12-31,0,3,31,0,36,False
2009-01-01,2,0,42,2,52,False
2009-01-02,0,0,34,0,50,False
2009-01-03,12,2,46,0,46,False
2009-01-04,8,4,36,4,58,False
2009-01-05,0,3,32,0,58,False
2009-01-06,5,5,32,0,51,False
2009-01-07,8,1,64,0,58,False
2009-01-08,3,3,51,0,46,False
2009-01-09,4,4,36,1,56,False
2009-01-10,8,4,41,2,33,False
2009-01-11,2,0,36,22,51,False
2009-01-12,3,4,52,4,46,False
2009-01-13,5,1,37,1,46,False
2009-01-14,5,5,46,1,42,False
2009-01-15,7,3,28,0,36,False
2009-01-16,7,7,40,1,35,False
2009-01-17,6,4,49,6,37,False
2009-01-18,2,6,47,0,32,False
2009-01-19,4,1,53,0,37,False
2009-01-20,3,7,35,0,50,False
2009-01-21,4,1,29,1,43,False
2009-01-22,4,0,46,0,40,False
2009-01-23,8,4,37,1,48,False
2009-01-24,2,0,24,2,39,False
2009-01-25,11,6,51,0,42,False
2009-01-26,3,4,39,3,47,False
2009-01-27,6,3,42,0,34,False
2009-01-28,6,4,33,1,49,False
2009-01-29,4,1,24,3,45,False
2009-01-30,1,4,49,0,38,False
2009-01-31,4,2,27,2,38,False
2009-02-01,12,6,47,0,37,False
2009-02-02,7,4,35,1,49,False
2009-02-03,1,1,42,0,48,False
2009-02-04,6,1,35,0,55,False
2009-02-05,10,4,43,0,47,False
2009-02-06,11,3,46,1,40,False
2009-02-07,6,8,60,0,56,False
2009-02-08,6,4,58,0,35,False
2009-02-09,5,1,40,1,39,False
2009-02-10,5,10,40,0,36,False
2009-02-11,10,10,35,1,44,False
2009-02-12,3,8,38,1,57,False
2009-02-13,4,6,28,1,35,False
2009-02-14,2,6,43,0,45,False
2009-02-15,6,6,35,2,47,False
2009-02-16,3,4,54,1,55,False
2009-02-17,6,0,40,3,59,False
2009-02-18,5,8,48,0,38,False
2009-02-19,4,3,47,1,37,False
2009-02-20,5,5,45,0,38,False
2009-02-21,2,10,65,0,44,False
2009-02-22,8,0,36,0,42,False
2009-02-23,0,3,42,0,49,False
2009-02-24,2,1,39,1,45,False
2009-02-25,6,3,39,0,59,False
2009-02-26,8,5,31,1,44,False
2009-02-27,5,3,35,1,39,False
2009-02-28,9,6,50,0,41,False
2009-03-01,6,2,52,4,52,False
2009-03-02,4,4,38,0,47,False
2009-03-03,5,10,39,1,46,False
2009-03-04,5,4,51,0,33,False
2009-03-05,4,5,37,0,40,False
2009-03-06,4,4,53,1,38,False
2009-03-07,6,0,54,0,31,False
2009-03-08,4,0,87,4,39,False
2009-03-09,10,5,43,1,55,False
2009-03-10,6,3,49,0,37,False
2009-03-11,5,3,57,0,39,False
2009-03-12,4,8,39,0,54,False
2009-03-13,3,4,38,3,49,False
2009-03-14,4,2,50,0,37,False
2009-03-15,8,8,47,2,33,False
2009-03-16,1,1,37,0,56,False
2009-03-17,4,0,53,3,70,False
2009-03-18,5,1,35,1,46,False
2009-03-19,1,4,42,1,45,False
2009-03-20,8,8,48,0,37,False
2009-03-21,4,6,45,2,43,False
2009-03-22,2,0,52,2,41,False
2009-03-23,4,6,37,0,29,False
2009-03-24,7,1,55,2,45,False
2009-03-25,4,3,53,0,39,False
2009-03-26,5,0,62,1,49,False
2009-03-27,5,4,60,0,41,False
2009-03-28,2,2,47,2,36,False
2009-03-29,13,0,56,0,28,False
2009-03-30,4,2,57,1,37,False
2009-03-31,4,1,42,0,45,False
2009-04-01,4,4,40,0,51,False
2009-04-02,8,1,41,0,53,False
2009-04-03,5,4,54,1,53,False
2009-04-04,8,4,43,0,41,False
2009-04-05,6,6,59,0,24,False
2009-04-06,8,0,56,1,41,False
