date,prosper,prosperity,isPartial
2006-02-01,23,40,False
2006-02-02,6,46,False
2006-02-03,6,43,False
2006-02-04,0,62,False
2006-02-05,0,18,False
2006-02-06,12,12,False
2006-02-07,34,28,False
2006-02-08,17,51,False
2006-02-09,17,35,False
2006-02-10,0,18,False
2006-02-11,17,26,False
2006-02-12,9,17,False
2006-02-13,51,34,False
2006-02-14,17,28,False
2006-02-15,24,59,False
2006-02-16,23,29,False
2006-02-17,43,50,False
2006-02-18,18,45,False
2006-02-19,9,9,False
2006-02-20,32,32,False
2006-02-21,45,28,False
2006-02-22,23,46,False
2006-02-23,6,46,False
2006-02-24,18,30,False
2006-02-25,28,18,False
2006-02-26,36,36,False
2006-02-27,39,50,False
2006-02-28,33,44,False
2006-03-01,28,50,False
2006-03-02,11,56,False
2006-03-03,30,41,False
2006-03-04,18,9,False
2006-03-05,18,9,False
2006-03-06,28,39,False
2006-03-07,16,27,False
2006-03-08,17,45,False
2006-03-09,51,40,False
2006-03-10,30,24,False
2006-03-11,0,36,False
2006-03-12,9,36,False
2006-03-13,11,23,False
2006-03-14,28,39,False
2006-03-15,17,23,False
2006-03-16,29,46,False
2006-03-17,12,43,False
2006-03-18,36,27,False
2006-03-19,71,18,False
2006-03-20,39,28,False
2006-03-21,38,49,False
2006-03-22,33,11,False
2006-03-23,39,45,False
2006-03-24,24,12,False
2006-03-25,0,17,False
2006-03-26,9,9,False
2006-03-27,33,22,False
2006-03-28,43,33,False
2006-03-29,38,55,False
2006-03-30,28,23,False
2006-03-31,12,12,False
2006-04-01,27,54,False
2006-04-02,9,36,False
2006-04-03,33,67,False
2006-04-04,43,11,False
2006-04-05,22,44,False
2006-04-06,17,17,False
2006-04-07,18,24,False
2006-04-08,35,53,False
2006-04-09,18,54,False
2006-04-10,11,33,False
2006-04-11,28,50,False
2006-04-12,11,51,False
2006-04-13,0,17,False
2006-04-14,20,53,False
2006-04-15,19,0,False
2006-04-16,19,49,False
2006-04-17,6,28,False
2006-04-18,11,38,False
2006-04-19,5,38,False
2006-04-20,17,28,False
2006-04-21,24,0,False
2006-04-22,9,52,False
2006-04-23,60,9,False
2006-04-24,69,32,False
2006-04-25,42,26,False
2006-04-26,27,32,False
2006-04-27,34,45,False
2006-04-28,12,18,False
2006-04-29,18,37,False
2006-04-30,0,44,False
2006-05-01,32,22,False
2006-05-02,26,47,False
2006-05-03,27,21,False
2006-05-04,16,55,False
2006-05-05,18,12,False
2006-05-06,28,37,False
2006-05-07,18,36,False
2006-05-08,32,53,False
2006-05-09,26,26,False
2006-05-10,22,22,False
2006-05-11,16,48,False
2006-05-12,30,12,False
2006-05-13,9,36,False
2006-05-14,9,18,False
2006-05-15,38,38,False
2006-05-16,27,43,False
2006-05-17,16,33,False
2006-05-18,22,28,False
2006-05-19,30,36,False
2006-05-20,19,56,False
2006-05-21,18,73,False
2006-05-22,27,33,False
2006-05-23,22,33,False
2006-05-24,17,45,False
2006-05-25,23,29,False
2006-05-26,31,68,False
2006-05-27,30,30,False
2006-05-28,11,32,False
2006-05-29,18,18,False
2006-05-30,17,34,False
2006-05-31,17,45,False
2006-06-01,23,17,False
2006-06-02,18,43,False
2006-06-03,9,27,False
2006-06-04,9,46,False
2006-06-05,33,39,False
2006-06-06,28,34,False
2006-06-07,28,39,False
2006-06-08,6,64,False
2006-06-09,12,24,False
2006-06-10,9,55,False
2006-06-11,0,9,False
2006-06-12,17,63,False
2006-06-13,11,45,False
2006-06-14,23,45,False
2006-06-15,18,71,False
2006-06-16,38,32,False
2006-06-17,0,48,False
2006-06-18,0,49,False
2006-06-19,17,57,False
2006-06-20,6,34,False
2006-06-21,18,47,False
2006-06-22,17,64,False
2006-06-23,25,43,False
2006-06-24,18,36,False
2006-06-25,18,36,False
2006-06-26,11,39,False
2006-06-27,17,33,False
2006-06-28,11,17,False
2006-06-29,41,23,False
2006-06-30,6,25,False
2006-07-01,9,9,False
2006-07-02,30,20,False
2006-07-03,56,70,False
2006-07-04,26,60,False
2006-07-05,18,67,False
2006-07-06,34,45,False
2006-07-07,36,24,False
2006-07-08,18,18,False
2006-07-09,9,54,False
2006-07-10,33,66,False
2006-07-11,27,38,False
2006-07-12,0,66,False
2006-07-13,6,51,False
2006-07-14,24,24,False
2006-07-15,17,26,False
2006-07-16,9,18,False
2006-07-17,11,44,False
2006-07-18,16,11,False
2006-07-19,22,39,False
2006-07-20,17,67,False
2006-07-21,35,47,False
2006-07-22,0,17,False
2006-07-23,18,35,False
2006-07-24,43,22,False
2006-07-25,22,22,False
2006-07-26,27,27,False
2006-07-27,16,33,False
2006-07-28,6,53,False
2006-07-29,26,35,False
2006-07-30,18,0,False
2006-07-31,16,33,False
2006-08-01,32,53,False
2006-08-02,21,48,False
2006-08-03,17,72,False
2006-08-04,12,24,False
2006-08-05,9,35,False
2006-08-06,18,18,False
2006-08-07,11,33,False
2006-08-08,16,42,False
2006-08-09,27,16,False
2006-08-10,5,32,False
2006-08-11,12,52,False
2006-08-12,17,43,False
2006-08-13,9,61,False
2006-08-14,22,33,False
2006-08-15,10,42,False
2006-08-16,22,43,False
2006-08-17,38,33,False
2006-08-18,23,69,False
2006-08-19,50,33,False
2006-08-20,17,34,False
2006-08-21,27,32,False
2006-08-22,15,10,False
2006-08-23,16,42,False
2006-08-24,32,48,False
2006-08-25,28,22,False
2006-08-26,16,16,False
2006-08-27,8,8,False
2006-08-28,21,31,False
2006-08-29,15,55,False
2006-08-30,5,41,False
2006-08-31,21,47,False
2006-09-01,23,39,False
2006-09-02,16,56,False
2006-09-03,17,26,False
2006-09-04,7,64,False
2006-09-05,35,40,False
2006-09-06,10,39,False
2006-09-07,35,30,False
2006-09-08,27,32,False
2006-09-09,16,47,False
2006-09-10,31,15,False
2006-09-11,15,15,False
2006-09-12,19,15,False
2006-09-13,24,34,False
2006-09-14,20,55,False
2006-09-15,27,53,False
2006-09-16,0,31,False
2006-09-17,16,8,False
2006-09-18,20,29,False
2006-09-19,33,33,False
2006-09-20,29,49,False
2006-09-21,20,40,False
2006-09-22,21,64,False
2006-09-23,8,46,False
2006-09-24,15,37,False
2006-09-25,24,39,False
2006-09-26,19,49,False
2006-09-27,10,53,False
2006-09-28,10,50,False
2006-09-29,11,42,False
2006-09-30,24,48,False
2006-10-01,0,15,False
2006-10-02,24,58,False
2006-10-03,19,38,False
2006-10-04,19,14,False
2006-10-05,5,39,False
2006-10-06,16,37,False
2006-10-07,31,47,False
2006-10-08,0,32,False
2006-10-09,30,25,False
2006-10-10,14,38,False
2006-10-11,19,100,False
2006-10-12,24,24,False
2006-10-13,46,21,False
2006-10-14,31,62,False
2006-10-15,45,45,False
2006-10-16,43,62,False
2006-10-17,56,32,False
2006-10-18,19,56,False
2006-10-19,10,43,False
2006-10-20,15,31,False
2006-10-21,31,38,False
2006-10-22,0,44,False
2006-10-23,19,19,False
2006-10-24,28,60,False
2006-10-25,14,28,False
2006-10-26,24,52,False
2006-10-27,45,35,False
2006-10-28,7,30,False
