date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2013-09-26,1,3,72,49,11,False
2013-09-27,1,2,65,51,12,False
2013-09-28,1,2,39,46,10,False
2013-09-29,0,2,45,69,8,False
2013-09-30,0,2,78,57,11,False
2013-10-01,1,4,72,56,9,False
2013-10-02,1,3,77,50,9,False
2013-10-03,0,3,79,52,8,False
2013-10-04,0,2,63,48,10,False
2013-10-05,0,2,37,38,9,False
2013-10-06,0,1,45,64,9,False
2013-10-07,0,2,65,51,10,False
2013-10-08,0,4,76,55,9,False
2013-10-09,0,2,69,47,11,False
2013-10-10,1,4,68,53,10,False
2013-10-11,0,2,58,41,9,False
2013-10-12,0,1,39,40,11,False
2013-10-13,1,1,38,66,10,False
2013-10-14,1,2,68,54,11,False
2013-10-15,0,1,70,55,11,False
2013-10-16,0,3,69,46,9,False
2013-10-17,1,4,72,51,11,False
2013-10-18,1,3,60,46,6,False
2013-10-19,0,0,34,36,11,False
2013-10-20,0,1,37,64,10,False
2013-10-21,1,3,73,57,7,False
2013-10-22,1,2,75,47,8,False
2013-10-23,1,3,72,55,9,False
2013-10-24,1,3,66,51,9,False
2013-10-25,1,2,63,45,10,False
2013-10-26,0,1,36,45,11,False
2013-10-27,0,2,36,73,11,False
2013-10-28,0,2,73,55,9,False
2013-10-29,1,1,76,55,10,False
2013-10-30,0,3,71,56,12,False
2013-10-31,1,3,69,53,9,False
2013-11-01,0,4,58,46,8,False
2013-11-02,0,1,38,42,10,False
2013-11-03,0,1,41,66,10,False
2013-11-04,1,3,70,56,10,False
2013-11-05,2,2,69,56,11,False
2013-11-06,0,2,73,59,6,False
2013-11-07,0,2,70,51,11,False
2013-11-08,1,1,56,50,11,False
2013-11-09,0,2,37,41,13,False
2013-11-10,1,1,32,67,13,False
2013-11-11,0,2,63,45,12,False
2013-11-12,0,2,74,49,10,False
2013-11-13,0,2,74,54,10,False
2013-11-14,1,3,75,54,12,False
2013-11-15,0,3,62,45,14,False
2013-11-16,0,1,41,40,13,False
2013-11-17,0,2,45,70,11,False
2013-11-18,0,3,65,54,10,False
2013-11-19,1,3,72,46,8,False
2013-11-20,1,2,71,47,10,False
2013-11-21,0,2,68,47,11,False
2013-11-22,1,2,61,41,9,False
2013-11-23,0,1,38,42,11,False
2013-11-24,0,1,34,59,15,False
2013-11-25,1,3,56,45,10,False
2013-11-26,1,2,63,44,11,False
2013-11-27,0,1,48,36,11,False
2013-11-28,0,1,26,31,12,False
2013-11-29,0,1,32,28,10,False
2013-11-30,0,1,36,34,12,False
2013-12-01,0,0,36,54,13,False
2013-12-02,1,2,68,50,17,False
2013-12-03,0,4,69,52,12,False
2013-12-04,0,4,72,56,8,False
2013-12-05,1,3,71,50,9,False
2013-12-06,1,1,66,45,9,False
2013-12-07,0,1,41,39,13,False
2013-12-08,1,2,47,65,11,False
