date,warfare,waste,bankrupt,bankruptcy,beggar,isPartial
2011-08-26,8,10,1,8,0,False
2011-08-27,9,9,1,4,0,False
2011-08-28,11,7,1,4,0,False
2011-08-29,8,12,0,10,0,False
2011-08-30,7,12,1,11,0,False
2011-08-31,9,13,1,12,0,False
2011-09-01,8,11,1,10,0,False
2011-09-02,13,11,1,9,0,False
2011-09-03,18,9,1,6,0,False
2011-09-04,19,9,1,5,0,False
2011-09-05,16,13,1,6,0,False
2011-09-06,12,14,1,10,0,False
2011-09-07,12,14,1,11,0,False
2011-09-08,11,13,1,11,0,False
2011-09-09,10,12,1,9,0,False
2011-09-10,12,8,1,5,0,False
2011-09-11,12,7,1,5,0,False
2011-09-12,10,12,1,10,0,False
2011-09-13,9,12,1,11,0,False
2011-09-14,10,12,1,9,0,False
2011-09-15,9,11,1,10,0,False
2011-09-16,9,11,1,9,1,False
2011-09-17,12,8,1,6,0,False
2011-09-18,11,7,1,5,0,False
2011-09-19,10,12,1,10,0,False
2011-09-20,11,11,1,12,0,False
2011-09-21,10,11,1,11,0,False
2011-09-22,9,11,1,10,0,False
2011-09-23,10,11,1,9,0,False
2011-09-24,11,8,1,6,0,False
2011-09-25,11,7,1,5,0,False
2011-09-26,10,13,1,11,0,False
2011-09-27,10,12,1,10,0,False
2011-09-28,9,12,1,10,0,False
2011-09-29,9,12,1,10,0,False
2011-09-30,10,11,1,9,0,False
2011-10-01,11,8,1,7,0,False
2011-10-02,11,7,1,6,0,False
2011-10-03,9,13,1,11,0,False
2011-10-04,10,10,1,11,0,False
2011-10-05,9,12,1,12,0,False
2011-10-06,8,12,1,10,0,False
2011-10-07,10,10,1,10,0,False
2011-10-08,13,8,1,6,0,False
2011-10-09,13,8,1,5,0,False
2011-10-10,10,13,1,9,0,False
2011-10-11,11,13,1,11,0,False
2011-10-12,10,12,1,12,0,False
2011-10-13,11,11,1,11,0,False
2011-10-14,10,11,1,10,0,False
2011-10-15,12,7,1,6,0,False
2011-10-16,13,7,1,5,0,False
2011-10-17,11,12,1,11,0,False
2011-10-18,11,12,1,10,0,False
2011-10-19,9,12,1,9,0,False
2011-10-20,12,11,1,10,0,False
2011-10-21,12,10,1,9,0,False
2011-10-22,15,7,1,6,0,False
2011-10-23,14,7,1,5,0,False
2011-10-24,14,12,1,10,0,False
2011-10-25,16,12,1,9,0,False
2011-10-26,15,12,1,9,0,False
2011-10-27,15,11,1,11,0,False
2011-10-28,14,10,1,10,0,False
2011-10-29,18,7,1,6,0,False
2011-10-30,19,7,0,6,0,False
2011-10-31,17,12,1,11,0,False
2011-11-01,18,13,1,11,0,False
2011-11-02,20,11,1,10,0,False
2011-11-03,22,11,1,10,0,False
2011-11-04,24,10,1,9,0,False
2011-11-05,31,8,1,6,0,False
2011-11-06,38,7,1,5,0,False
2011-11-07,58,12,1,9,0,False
2011-11-08,100,12,1,11,0,False
2011-11-09,70,13,1,9,0,False
2011-11-10,49,12,1,13,0,False
2011-11-11,47,12,1,8,0,False
2011-11-12,47,9,1,5,0,False
2011-11-13,43,7,1,6,0,False
2011-11-14,31,12,1,10,0,False
2011-11-15,26,12,1,10,0,False
2011-11-16,23,12,1,10,0,False
2011-11-17,21,11,1,11,0,False
2011-11-18,19,11,1,8,0,False
2011-11-19,27,9,0,6,0,False
2011-11-20,25,7,0,4,0,False
2011-11-21,19,13,1,9,0,False
2011-11-22,19,12,1,10,0,False
2011-11-23,19,12,1,7,0,False
2011-11-24,25,8,1,3,0,False
2011-11-25,30,13,1,5,0,False
2011-11-26,22,8,1,4,0,False
2011-11-27,19,7,1,5,0,False
2011-11-28,18,12,1,10,0,False
2011-11-29,16,13,2,20,0,False
2011-11-30,13,13,2,14,0,False
2011-12-01,13,12,1,12,0,False
2011-12-02,11,11,1,10,0,False
2011-12-03,16,7,1,6,0,False
2011-12-04,15,7,1,5,0,False
2011-12-05,12,12,1,10,0,False
2011-12-06,12,11,1,10,0,False
2011-12-07,11,11,1,11,0,False
2011-12-08,12,11,1,10,0,False
2011-12-09,12,11,1,8,0,False
2011-12-10,14,7,1,6,0,False
2011-12-11,16,7,1,5,0,False
2011-12-12,12,11,1,10,0,False
2011-12-13,13,11,1,10,0,False
2011-12-14,12,10,1,9,0,False
2011-12-15,10,11,1,10,0,False
2011-12-16,12,10,1,8,0,False
2011-12-17,14,7,1,5,0,False
2011-12-18,15,6,1,4,0,False
2011-12-19,11,10,1,9,0,False
2011-12-20,11,9,1,9,0,False
2011-12-21,10,10,1,8,0,False
2011-12-22,12,9,1,8,0,False
2011-12-23,12,9,1,6,0,False
2011-12-24,13,6,1,4,0,False
2011-12-25,15,7,1,4,0,False
2011-12-26,16,19,1,5,0,False
2011-12-27,14,16,0,8,0,False
2011-12-28,13,15,1,9,0,False
2011-12-29,12,15,1,9,0,False
2011-12-30,11,12,1,8,0,False
2011-12-31,12,9,1,5,0,False
2012-01-01,12,9,1,4,0,False
2012-01-02,12,17,1,6,0,False
2012-01-03,10,14,1,10,0,False
2012-01-04,10,13,1,10,0,False
2012-01-05,9,14,1,12,0,False
2012-01-06,9,12,1,10,0,False
2012-01-07,10,9,1,6,0,False
2012-01-08,10,7,1,5,0,False
2012-01-09,9,14,1,10,0,False
2012-01-10,9,12,1,12,0,False
2012-01-11,8,13,1,13,0,False
2012-01-12,8,11,2,13,0,False
2012-01-13,7,10,1,10,0,False
2012-01-14,9,8,1,7,0,False
2012-01-15,9,8,1,6,0,False
2012-01-16,9,15,1,8,0,False
2012-01-17,7,13,1,10,0,False
2012-01-18,7,14,1,10,0,False
2012-01-19,7,14,1,13,0,False
2012-01-20,7,14,1,12,0,False
2012-01-21,9,9,1,7,0,False
2012-01-22,9,7,1,5,0,False
2012-01-23,8,12,1,11,0,False
2012-01-24,9,12,1,12,0,False
2012-01-25,8,12,1,11,0,False
2012-01-26,8,11,1,10,0,False
2012-01-27,7,11,1,10,0,False
2012-01-28,10,8,1,7,0,False
2012-01-29,9,8,1,6,0,False
2012-01-30,8,14,1,10,0,False
2012-01-31,7,13,1,10,0,False
2012-02-01,7,13,1,10,0,False
2012-02-02,7,13,1,11,0,False
2012-02-03,7,13,1,9,0,False
2012-02-04,8,11,1,7,0,False
2012-02-05,9,10,1,5,0,False
2012-02-06,7,13,1,11,0,False
2012-02-07,6,12,1,11,0,False
2012-02-08,6,11,1,11,0,False
2012-02-09,7,12,1,11,0,False
2012-02-10,7,11,1,8,0,False
2012-02-11,9,7,1,6,0,False
2012-02-12,8,7,1,6,0,False
2012-02-13,6,12,1,9,0,False
2012-02-14,6,10,1,10,0,False
2012-02-15,6,11,1,10,0,False
2012-02-16,7,12,1,10,0,False
2012-02-17,7,10,1,10,0,False
2012-02-18,7,8,1,6,0,False
2012-02-19,8,8,1,5,0,False
2012-02-20,7,14,1,8,0,False
2012-02-21,8,11,1,10,0,False
2012-02-22,7,13,1,10,0,False
2012-02-23,7,12,1,9,0,False
2012-02-24,7,11,1,10,0,False
2012-02-25,8,8,1,6,0,False
2012-02-26,9,8,1,7,0,False
2012-02-27,6,13,1,10,0,False
2012-02-28,7,11,1,10,0,False
2012-02-29,7,12,1,9,0,False
2012-03-01,6,12,1,10,0,False
2012-03-02,6,11,1,8,0,False
2012-03-03,7,9,1,5,0,False
2012-03-04,7,7,1,5,0,False
2012-03-05,6,11,1,10,0,False
2012-03-06,7,12,1,11,0,False
2012-03-07,6,12,1,11,0,False
2012-03-08,6,14,1,9,0,False
2012-03-09,6,11,1,9,0,False
2012-03-10,6,8,1,6,0,False
2012-03-11,8,8,1,6,0,False
2012-03-12,6,13,1,10,0,False
2012-03-13,6,10,0,10,0,False
2012-03-14,6,12,1,8,0,False
2012-03-15,5,12,1,10,0,False
2012-03-16,5,11,1,8,0,False
2012-03-17,6,10,0,6,0,False
2012-03-18,7,8,1,4,0,False
2012-03-19,5,13,1,9,0,False
2012-03-20,6,14,1,11,0,False
2012-03-21,6,13,1,9,0,False
2012-03-22,5,13,1,9,0,False
2012-03-23,6,12,1,8,0,False
2012-03-24,8,8,1,6,0,False
2012-03-25,7,8,0,5,0,False
2012-03-26,5,14,1,10,0,False
2012-03-27,5,13,1,10,0,False
2012-03-28,5,12,1,10,0,False
2012-03-29,6,13,1,9,0,False
2012-03-30,6,11,1,8,0,False
