date,gain,generosity,gift,gold,guide,isPartial
2006-05-18,6,0,23,49,80,False
2006-05-19,6,0,23,48,77,False
2006-05-20,6,0,22,48,86,False
2006-05-21,5,0,17,42,91,False
2006-05-22,5,0,18,49,83,False
2006-05-23,5,0,20,44,80,False
2006-05-24,5,0,22,43,84,False
2006-05-25,4,0,17,43,74,False
2006-05-26,6,0,21,47,68,False
2006-05-27,6,0,22,52,88,False
2006-05-28,5,0,13,40,96,False
2006-05-29,6,0,17,48,92,False
2006-05-30,7,0,21,44,77,False
2006-05-31,6,0,20,47,78,False
2006-06-01,7,0,20,48,68,False
2006-06-02,7,0,23,44,66,False
2006-06-03,5,0,23,50,92,False
2006-06-04,6,0,20,57,96,False
2006-06-05,5,0,24,46,75,False
2006-06-06,5,0,23,47,74,False
2006-06-07,8,0,22,42,71,False
2006-06-08,5,0,21,50,77,False
2006-06-09,5,0,24,43,75,False
2006-06-10,6,0,22,44,90,False
2006-06-11,5,0,17,46,91,False
2006-06-12,5,0,22,46,75,False
2006-06-13,6,0,24,44,75,False
2006-06-14,5,0,26,47,75,False
2006-06-15,6,0,26,46,73,False
2006-06-16,6,0,24,52,75,False
2006-06-17,5,0,22,49,85,False
2006-06-18,7,0,21,48,87,False
2006-06-19,7,0,20,47,77,False
2006-06-20,4,0,20,47,75,False
2006-06-21,6,0,20,45,71,False
2006-06-22,6,0,21,44,68,False
2006-06-23,5,0,19,44,73,False
2006-06-24,4,0,17,50,92,False
2006-06-25,7,0,19,46,90,False
2006-06-26,6,0,18,45,77,False
2006-06-27,6,0,19,37,71,False
2006-06-28,6,0,20,40,74,False
2006-06-29,5,0,18,44,78,False
2006-06-30,4,0,18,44,75,False
2006-07-01,6,0,16,46,82,False
2006-07-02,4,0,16,50,97,False
2006-07-03,5,0,16,41,73,False
2006-07-04,6,0,17,44,86,False
2006-07-05,4,0,17,38,74,False
2006-07-06,6,0,19,41,72,False
2006-07-07,5,0,19,43,74,False
2006-07-08,5,0,20,50,87,False
2006-07-09,4,0,14,50,92,False
2006-07-10,5,0,19,38,71,False
2006-07-11,7,0,21,41,74,False
2006-07-12,5,0,19,42,80,False
2006-07-13,6,0,18,42,71,False
2006-07-14,5,0,19,46,73,False
2006-07-15,7,0,17,44,80,False
2006-07-16,6,0,17,48,88,False
2006-07-17,5,0,20,44,78,False
2006-07-18,5,0,23,47,76,False
2006-07-19,5,0,21,44,72,False
2006-07-20,6,0,21,42,73,False
2006-07-21,5,0,20,38,74,False
2006-07-22,6,0,17,43,85,False
2006-07-23,5,0,15,48,93,False
2006-07-24,5,0,20,41,77,False
2006-07-25,6,0,21,44,74,False
2006-07-26,5,0,18,43,76,False
2006-07-27,6,0,21,42,72,False
2006-07-28,4,0,21,40,67,False
2006-07-29,5,0,20,46,89,False
2006-07-30,5,0,18,47,87,False
2006-07-31,6,0,19,39,76,False
2006-08-01,7,0,21,46,70,False
2006-08-02,5,0,22,39,81,False
2006-08-03,6,0,20,39,73,False
2006-08-04,5,0,22,46,74,False
2006-08-05,6,0,19,45,90,False
2006-08-06,6,0,17,48,100,False
2006-08-07,5,0,20,41,79,False
2006-08-08,5,0,22,44,78,False
2006-08-09,6,0,23,45,76,False
2006-08-10,5,0,21,39,70,False
2006-08-11,5,0,23,44,74,False
2006-08-12,3,0,17,49,87,False
2006-08-13,5,0,19,50,92,False
2006-08-14,6,0,23,44,77,False
2006-08-15,5,0,19,34,78,False
2006-08-16,4,0,21,43,77,False
2006-08-17,5,0,21,40,74,False
2006-08-18,4,0,20,39,73,False
2006-08-19,5,0,17,44,81,False
2006-08-20,5,0,16,47,90,False
2006-08-21,5,0,19,46,78,False
2006-08-22,5,0,19,39,74,False
2006-08-23,5,0,19,39,73,False
2006-08-24,5,0,19,41,77,False
2006-08-25,5,0,22,42,71,False
2006-08-26,5,0,18,42,83,False
2006-08-27,5,0,19,45,97,False
2006-08-28,6,0,19,35,76,False
2006-08-29,6,0,21,37,74,False
2006-08-30,5,0,21,38,71,False
2006-08-31,5,0,18,40,71,False
2006-09-01,4,0,18,39,71,False
2006-09-02,5,0,18,45,94,False
2006-09-03,6,0,20,44,93,False
2006-09-04,5,0,18,45,85,False
2006-09-05,5,0,19,38,79,False
2006-09-06,5,0,21,40,75,False
2006-09-07,6,0,21,40,73,False
2006-09-08,6,0,21,40,73,False
2006-09-09,7,0,20,42,89,False
2006-09-10,6,0,18,40,94,False
2006-09-11,5,0,20,39,79,False
2006-09-12,5,0,20,40,76,False
2006-09-13,5,0,20,43,72,False
2006-09-14,4,0,21,47,71,False
2006-09-15,5,0,21,46,77,False
2006-09-16,4,0,19,48,91,False
2006-09-17,4,0,19,48,100,False
2006-09-18,5,0,21,44,79,False
2006-09-19,5,0,19,44,78,False
2006-09-20,5,0,22,43,81,False
2006-09-21,5,0,19,41,84,False
2006-09-22,6,0,22,44,79,False
2006-09-23,5,0,20,44,94,False
2006-09-24,5,0,19,50,98,False
2006-09-25,5,0,21,41,78,False
2006-09-26,5,0,22,44,80,False
2006-09-27,6,0,24,48,78,False
2006-09-28,6,0,21,46,75,False
2006-09-29,4,0,21,46,70,False
2006-09-30,6,0,21,46,90,False
2006-10-01,6,0,17,43,95,False
2006-10-02,5,0,22,41,77,False
2006-10-03,5,0,19,43,78,False
2006-10-04,6,0,24,45,79,False
2006-10-05,5,0,23,41,76,False
2006-10-06,6,0,19,42,67,False
2006-10-07,5,0,18,49,87,False
2006-10-08,6,0,20,43,92,False
2006-10-09,5,0,23,46,78,False
2006-10-10,6,0,21,38,80,False
2006-10-11,5,0,22,42,74,False
2006-10-12,5,0,22,47,72,False
2006-10-13,5,0,20,41,76,False
2006-10-14,6,0,19,39,83,False
2006-10-15,5,0,20,48,87,False
2006-10-16,6,0,22,41,71,False
2006-10-17,6,0,24,42,79,False
2006-10-18,6,0,20,42,79,False
2006-10-19,5,0,24,41,72,False
2006-10-20,5,0,21,41,72,False
2006-10-21,6,0,23,48,99,False
2006-10-22,5,0,19,44,89,False
2006-10-23,6,0,25,39,79,False
2006-10-24,6,0,25,38,74,False
2006-10-25,5,0,24,39,75,False
2006-10-26,6,0,22,41,75,False
2006-10-27,6,0,21,40,75,False
2006-10-28,6,0,23,42,92,False
