date,gain,generosity,gift,gold,guide,isPartial
2006-02-01,7,0,22,39,74,False
2006-02-02,8,0,23,42,77,False
2006-02-03,6,0,22,45,79,False
2006-02-04,5,0,20,46,81,False
2006-02-05,6,0,20,49,90,False
2006-02-06,5,0,21,39,75,False
2006-02-07,6,0,26,43,85,False
2006-02-08,7,0,26,46,72,False
2006-02-09,8,0,27,48,73,False
2006-02-10,5,0,23,46,70,False
2006-02-11,6,0,25,52,87,False
2006-02-12,6,0,28,52,96,False
2006-02-13,7,0,35,53,71,False
2006-02-14,7,0,29,51,72,False
2006-02-15,6,0,16,46,73,False
2006-02-16,8,0,18,49,68,False
2006-02-17,6,0,16,47,66,False
2006-02-18,6,0,17,51,90,False
2006-02-19,5,0,14,52,93,False
2006-02-20,5,0,16,53,80,False
2006-02-21,6,0,15,48,77,False
2006-02-22,7,0,15,47,81,False
2006-02-23,6,0,16,47,81,False
2006-02-24,5,0,16,53,73,False
2006-02-25,7,0,15,54,91,False
2006-02-26,7,0,17,59,89,False
2006-02-27,6,0,17,50,83,False
2006-02-28,6,0,15,43,73,False
2006-03-01,5,0,16,40,72,False
2006-03-02,6,0,17,44,71,False
2006-03-03,6,0,18,45,74,False
2006-03-04,7,0,15,45,87,False
2006-03-05,6,0,19,48,99,False
2006-03-06,6,0,21,44,83,False
2006-03-07,8,0,18,46,78,False
2006-03-08,7,0,17,45,76,False
2006-03-09,5,0,15,41,73,False
2006-03-10,6,0,16,40,76,False
2006-03-11,7,0,16,40,85,False
2006-03-12,7,0,15,44,92,False
2006-03-13,8,0,17,44,73,False
2006-03-14,6,0,20,43,74,False
2006-03-15,6,0,17,42,77,False
2006-03-16,7,0,16,42,75,False
2006-03-17,6,0,17,42,72,False
2006-03-18,6,0,18,51,84,False
2006-03-19,5,0,19,44,94,False
2006-03-20,8,0,17,41,78,False
2006-03-21,7,0,17,42,79,False
2006-03-22,6,0,20,42,77,False
2006-03-23,7,0,17,44,77,False
2006-03-24,7,0,17,45,72,False
2006-03-25,6,0,16,49,90,False
2006-03-26,6,0,17,51,91,False
2006-03-27,7,0,14,41,77,False
2006-03-28,6,0,18,41,82,False
2006-03-29,5,0,16,45,74,False
2006-03-30,7,0,16,46,77,False
2006-03-31,6,0,18,43,73,False
2006-04-01,6,0,16,50,97,False
2006-04-02,6,0,14,47,92,False
2006-04-03,6,0,19,40,75,False
2006-04-04,8,0,19,41,75,False
2006-04-05,6,0,18,44,68,False
2006-04-06,6,0,18,46,78,False
2006-04-07,6,0,19,44,74,False
2006-04-08,6,0,16,53,90,False
2006-04-09,8,0,18,46,94,False
2006-04-10,7,0,18,43,79,False
2006-04-11,6,0,18,45,75,False
2006-04-12,6,0,21,43,73,False
2006-04-13,7,0,20,44,70,False
2006-04-14,4,0,17,43,78,False
2006-04-15,5,0,13,50,86,False
2006-04-16,6,0,17,48,93,False
2006-04-17,7,0,18,48,80,False
2006-04-18,6,0,18,49,72,False
2006-04-19,8,0,20,44,78,False
2006-04-20,7,0,20,48,82,False
2006-04-21,5,0,17,53,75,False
2006-04-22,5,0,19,52,86,False
2006-04-23,5,0,18,52,89,False
2006-04-24,7,0,19,44,74,False
2006-04-25,5,0,21,44,65,False
2006-04-26,7,0,21,49,74,False
2006-04-27,6,0,22,47,70,False
2006-04-28,5,0,23,48,69,False
2006-04-29,5,0,21,47,81,False
2006-04-30,5,0,16,53,95,False
2006-05-01,5,0,20,46,75,False
2006-05-02,5,0,21,46,72,False
2006-05-03,6,0,22,50,71,False
2006-05-04,5,0,26,44,68,False
2006-05-05,5,0,23,49,73,False
2006-05-06,6,0,25,49,93,False
2006-05-07,7,0,24,55,96,False
2006-05-08,6,0,28,51,77,False
2006-05-09,6,0,28,56,78,False
2006-05-10,7,0,31,52,72,False
2006-05-11,4,0,26,54,69,False
2006-05-12,5,0,31,54,74,False
2006-05-13,6,0,25,54,88,False
2006-05-14,5,0,24,56,94,False
2006-05-15,6,0,20,52,77,False
2006-05-16,7,0,22,47,78,False
2006-05-17,6,0,22,49,73,False
