date,charity,community,compensate,compensation,contribute,isPartial
2006-02-01,4,79,0,4,1,False
2006-02-02,3,78,0,4,1,False
2006-02-03,3,76,0,5,1,False
2006-02-04,4,56,0,2,1,False
2006-02-05,2,57,0,2,1,False
2006-02-06,4,78,0,4,1,False
2006-02-07,3,77,0,6,1,False
2006-02-08,4,82,0,5,1,False
2006-02-09,4,74,0,4,1,False
2006-02-10,4,68,0,6,0,False
2006-02-11,2,56,0,2,0,False
2006-02-12,3,59,0,2,1,False
2006-02-13,3,81,0,5,1,False
2006-02-14,4,73,0,4,1,False
2006-02-15,4,75,0,5,1,False
2006-02-16,4,76,0,5,0,False
2006-02-17,4,70,0,3,1,False
2006-02-18,4,59,0,3,1,False
2006-02-19,3,61,0,2,0,False
2006-02-20,3,80,0,3,1,False
2006-02-21,4,85,0,5,1,False
2006-02-22,4,79,0,4,1,False
2006-02-23,3,78,0,5,1,False
2006-02-24,3,67,0,4,1,False
2006-02-25,4,56,0,3,1,False
2006-02-26,2,57,0,2,1,False
2006-02-27,6,87,0,5,1,False
2006-02-28,3,80,0,4,1,False
2006-03-01,4,82,0,5,0,False
2006-03-02,3,82,0,5,1,False
2006-03-03,4,72,0,4,1,False
2006-03-04,3,65,0,3,1,False
2006-03-05,4,62,0,3,0,False
2006-03-06,5,83,0,4,1,False
2006-03-07,5,76,0,5,1,False
2006-03-08,5,85,0,4,1,False
2006-03-09,3,80,0,4,1,False
2006-03-10,4,72,0,5,1,False
2006-03-11,2,62,0,2,0,False
2006-03-12,3,61,0,3,1,False
2006-03-13,5,83,0,5,1,False
2006-03-14,4,81,0,5,1,False
2006-03-15,4,79,0,5,0,False
2006-03-16,3,74,0,5,1,False
2006-03-17,3,69,0,5,0,False
2006-03-18,4,59,0,2,1,False
2006-03-19,3,56,0,2,0,False
2006-03-20,3,84,0,4,1,False
2006-03-21,5,87,0,5,0,False
2006-03-22,3,85,0,5,1,False
2006-03-23,3,88,0,4,1,False
2006-03-24,4,80,0,4,0,False
2006-03-25,4,64,0,3,0,False
2006-03-26,4,67,0,4,1,False
2006-03-27,5,91,0,4,1,False
2006-03-28,4,90,0,4,1,False
2006-03-29,5,77,0,5,1,False
2006-03-30,3,84,0,5,1,False
2006-03-31,4,79,0,3,0,False
2006-04-01,3,62,0,3,1,False
2006-04-02,3,65,0,3,1,False
2006-04-03,4,90,0,4,1,False
2006-04-04,4,85,0,5,1,False
2006-04-05,4,85,0,5,1,False
2006-04-06,4,89,0,4,1,False
2006-04-07,3,74,0,5,1,False
2006-04-08,3,61,0,2,0,False
2006-04-09,3,63,0,2,0,False
2006-04-10,4,92,0,4,1,False
2006-04-11,3,82,0,5,1,False
2006-04-12,4,84,0,4,1,False
2006-04-13,4,86,0,6,1,False
2006-04-14,3,75,0,4,1,False
2006-04-15,3,57,0,4,1,False
2006-04-16,4,68,0,2,0,False
2006-04-17,4,87,0,5,1,False
2006-04-18,4,88,0,6,1,False
2006-04-19,4,85,0,5,1,False
2006-04-20,3,80,0,4,0,False
2006-04-21,3,80,0,4,0,False
2006-04-22,4,54,0,4,0,False
2006-04-23,4,67,0,2,1,False
2006-04-24,5,89,0,4,1,False
2006-04-25,4,87,0,4,1,False
2006-04-26,3,84,0,5,1,False
2006-04-27,4,83,0,5,1,False
2006-04-28,4,80,0,6,0,False
2006-04-29,3,57,0,3,0,False
2006-04-30,2,62,0,3,1,False
2006-05-01,5,95,0,4,1,False
2006-05-02,4,87,0,4,1,False
2006-05-03,4,83,0,5,0,False
2006-05-04,4,85,0,4,1,False
2006-05-05,4,79,0,4,1,False
2006-05-06,2,63,0,2,1,False
2006-05-07,4,65,0,2,1,False
2006-05-08,3,94,0,6,0,False
2006-05-09,3,87,0,4,0,False
2006-05-10,4,85,0,5,1,False
2006-05-11,4,80,0,3,1,False
2006-05-12,3,80,0,5,0,False
2006-05-13,2,58,0,2,0,False
2006-05-14,2,57,0,3,0,False
2006-05-15,4,92,0,4,1,False
2006-05-16,4,93,0,4,1,False
2006-05-17,3,85,0,4,0,False
2006-05-18,4,82,0,3,1,False
2006-05-19,4,78,0,4,0,False
2006-05-20,4,59,0,3,0,False
2006-05-21,1,63,0,3,0,False
2006-05-22,3,90,0,5,1,False
2006-05-23,3,95,0,4,1,False
2006-05-24,3,87,0,6,1,False
2006-05-25,3,81,0,5,0,False
2006-05-26,3,74,0,4,0,False
2006-05-27,3,55,0,2,0,False
2006-05-28,2,55,0,2,0,False
2006-05-29,2,61,0,2,0,False
2006-05-30,5,93,0,5,0,False
2006-05-31,3,87,0,5,1,False
2006-06-01,3,80,0,4,0,False
2006-06-02,4,77,0,4,0,False
2006-06-03,4,59,0,3,0,False
2006-06-04,2,71,0,2,0,False
2006-06-05,4,93,0,5,0,False
2006-06-06,3,84,0,4,0,False
2006-06-07,3,83,0,5,1,False
2006-06-08,4,82,0,4,1,False
2006-06-09,5,67,0,3,0,False
2006-06-10,3,55,0,2,0,False
2006-06-11,2,59,0,2,0,False
2006-06-12,3,91,0,4,1,False
2006-06-13,3,87,0,4,0,False
2006-06-14,2,81,0,5,0,False
2006-06-15,3,81,0,5,0,False
2006-06-16,3,76,0,4,0,False
2006-06-17,4,57,0,2,0,False
2006-06-18,2,54,0,2,1,False
2006-06-19,5,88,0,4,1,False
2006-06-20,3,81,0,6,0,False
2006-06-21,4,79,0,6,1,False
2006-06-22,4,78,0,4,0,False
2006-06-23,3,71,0,4,0,False
2006-06-24,3,56,0,2,0,False
2006-06-25,3,59,0,2,1,False
2006-06-26,5,83,0,5,1,False
2006-06-27,5,89,0,4,1,False
2006-06-28,3,78,0,5,1,False
2006-06-29,5,80,0,4,1,False
2006-06-30,3,67,0,4,0,False
2006-07-01,4,56,0,2,0,False
