date,benevolent,bequeath,betroth,betrothal,bonus,isPartial
2010-04-05,5,1,0,1,67,False
2010-04-06,2,0,0,0,66,False
2010-04-07,4,1,0,0,54,False
2010-04-08,1,0,0,0,67,False
2010-04-09,3,1,1,0,61,False
2010-04-10,1,0,0,0,66,False
2010-04-11,2,0,0,2,73,False
2010-04-12,4,1,0,0,59,False
2010-04-13,6,1,0,0,71,False
2010-04-14,4,0,0,1,66,False
2010-04-15,2,1,0,1,67,False
2010-04-16,3,1,0,0,91,False
2010-04-17,3,0,0,0,95,False
2010-04-18,2,2,0,0,71,False
2010-04-19,2,0,0,0,67,False
2010-04-20,4,0,0,0,63,False
2010-04-21,3,0,0,1,77,False
2010-04-22,5,0,0,1,58,False
2010-04-23,3,1,0,0,70,False
2010-04-24,4,0,0,1,89,False
2010-04-25,3,0,0,0,91,False
2010-04-26,2,1,0,0,78,False
2010-04-27,4,1,0,0,67,False
2010-04-28,5,0,0,0,68,False
2010-04-29,5,1,0,0,66,False
2010-04-30,3,0,0,1,70,False
2010-05-01,3,0,0,1,70,False
2010-05-02,2,0,0,0,82,False
2010-05-03,3,0,0,1,63,False
2010-05-04,2,1,0,1,78,False
2010-05-05,4,3,0,0,62,False
2010-05-06,5,0,0,0,69,False
2010-05-07,3,1,0,0,73,False
2010-05-08,4,0,0,0,71,False
2010-05-09,4,0,0,1,71,False
2010-05-10,3,0,0,0,69,False
2010-05-11,3,0,0,0,77,False
2010-05-12,5,1,0,0,77,False
2010-05-13,5,0,0,1,63,False
2010-05-14,1,0,0,1,65,False
2010-05-15,1,1,0,0,82,False
2010-05-16,2,1,0,1,87,False
2010-05-17,3,1,0,0,76,False
2010-05-18,6,1,0,1,79,False
2010-05-19,2,1,0,0,72,False
2010-05-20,3,1,0,1,60,False
2010-05-21,4,1,0,0,74,False
2010-05-22,4,1,0,1,79,False
2010-05-23,4,0,0,0,69,False
2010-05-24,4,1,0,1,56,False
2010-05-25,3,1,0,0,62,False
2010-05-26,4,1,0,0,73,False
2010-05-27,9,0,0,0,55,False
2010-05-28,3,1,0,1,74,False
2010-05-29,2,1,0,0,90,False
2010-05-30,3,1,0,0,84,False
2010-05-31,5,1,0,2,70,False
2010-06-01,3,0,0,1,70,False
2010-06-02,3,1,0,0,62,False
2010-06-03,2,1,0,0,71,False
2010-06-04,2,0,0,0,71,False
2010-06-05,1,0,0,0,76,False
2010-06-06,0,0,0,0,54,False
2010-06-07,1,0,1,1,61,False
2010-06-08,3,0,0,0,88,False
2010-06-09,3,3,0,1,83,False
2010-06-10,4,1,0,0,64,False
2010-06-11,3,1,0,0,69,False
2010-06-12,1,0,0,0,83,False
2010-06-13,1,1,1,0,80,False
2010-06-14,1,1,1,1,69,False
2010-06-15,5,0,0,0,72,False
2010-06-16,2,0,0,0,68,False
2010-06-17,3,0,0,1,76,False
2010-06-18,5,0,0,0,78,False
2010-06-19,5,0,0,0,75,False
2010-06-20,4,0,0,0,83,False
2010-06-21,2,0,0,0,68,False
2010-06-22,4,1,0,0,67,False
2010-06-23,3,0,0,0,67,False
2010-06-24,1,0,0,0,75,False
2010-06-25,4,0,0,1,74,False
2010-06-26,2,0,0,0,68,False
2010-06-27,0,1,0,0,82,False
2010-06-28,3,1,0,0,79,False
2010-06-29,4,0,0,0,71,False
2010-06-30,3,1,0,0,73,False
2010-07-01,1,2,0,0,77,False
2010-07-02,3,0,0,0,56,False
2010-07-03,2,0,0,0,59,False
2010-07-04,3,1,0,0,65,False
2010-07-05,6,1,0,0,65,False
2010-07-06,1,0,0,0,61,False
2010-07-07,2,2,1,1,66,False
2010-07-08,2,1,0,0,66,False
2010-07-09,4,1,0,1,75,False
2010-07-10,2,0,0,0,61,False
2010-07-11,2,0,1,1,64,False
2010-07-12,2,0,0,1,66,False
2010-07-13,2,0,0,1,64,False
2010-07-14,2,1,0,0,70,False
2010-07-15,5,0,0,1,68,False
2010-07-16,7,0,0,0,58,False
2010-07-17,0,0,0,2,73,False
2010-07-18,2,0,0,0,83,False
2010-07-19,3,1,1,0,59,False
2010-07-20,1,1,0,1,65,False
2010-07-21,3,1,0,0,70,False
2010-07-22,2,1,0,1,61,False
2010-07-23,1,1,1,0,65,False
2010-07-24,2,0,0,0,67,False
2010-07-25,2,0,0,0,62,False
2010-07-26,1,0,0,0,63,False
2010-07-27,4,1,0,1,60,False
2010-07-28,3,0,1,0,74,False
2010-07-29,1,0,0,0,75,False
2010-07-30,2,0,0,0,62,False
2010-07-31,2,0,0,0,77,False
2010-08-01,3,0,0,0,67,False
