date,costliness,costly,debtor,default,depression,isPartial
2017-03-19,0,1,0,26,52,False
2017-03-20,0,0,1,39,72,False
2017-03-21,0,1,1,40,71,False
2017-03-22,0,0,1,46,75,False
2017-03-23,0,1,1,46,73,False
2017-03-24,0,0,1,40,60,False
2017-03-25,0,1,0,25,47,False
2017-03-26,0,1,0,28,55,False
2017-03-27,0,1,1,40,68,False
2017-03-28,0,0,1,43,72,False
2017-03-29,0,1,1,43,72,False
2017-03-30,0,1,1,42,66,False
2017-03-31,0,1,0,42,57,False
2017-04-01,0,0,0,24,48,False
2017-04-02,0,1,0,26,55,False
2017-04-03,0,0,1,38,70,False
2017-04-04,0,0,1,39,70,False
2017-04-05,0,1,1,43,74,False
2017-04-06,0,1,1,39,70,False
2017-04-07,0,1,1,39,63,False
2017-04-08,0,0,0,21,47,False
2017-04-09,0,1,1,23,52,False
2017-04-10,0,1,1,37,75,False
2017-04-11,0,0,1,44,68,False
2017-04-12,0,1,0,43,72,False
2017-04-13,0,0,1,40,61,False
2017-04-14,0,0,0,36,50,False
2017-04-15,0,0,1,24,48,False
2017-04-16,0,1,0,23,50,False
2017-04-17,0,1,1,38,69,False
2017-04-18,0,1,1,42,76,False
2017-04-19,0,1,1,43,77,False
2017-04-20,0,1,1,40,73,False
2017-04-21,0,1,0,38,67,False
2017-04-22,0,0,0,23,53,False
2017-04-23,0,1,1,24,60,False
2017-04-24,0,1,1,40,76,False
2017-04-25,0,1,1,43,75,False
2017-04-26,0,1,1,47,75,False
2017-04-27,0,1,1,41,78,False
2017-04-28,0,0,1,37,64,False
2017-04-29,0,0,0,23,47,False
2017-04-30,0,0,0,24,54,False
2017-05-01,0,0,1,39,72,False
2017-05-02,0,1,1,43,73,False
2017-05-03,0,1,1,41,68,False
2017-05-04,0,1,1,42,69,False
2017-05-05,0,0,1,36,62,False
2017-05-06,0,1,1,22,54,False
2017-05-07,0,1,0,21,60,False
2017-05-08,0,1,1,40,71,False
2017-05-09,0,1,1,43,75,False
2017-05-10,0,1,0,42,75,False
2017-05-11,0,1,1,37,69,False
2017-05-12,0,1,0,38,63,False
2017-05-13,0,0,0,24,50,False
2017-05-14,0,0,0,23,51,False
2017-05-15,0,1,1,38,69,False
2017-05-16,0,1,1,38,69,False
2017-05-17,0,1,1,39,62,False
2017-05-18,0,0,1,41,65,False
2017-05-19,0,1,0,37,58,False
2017-05-20,0,0,0,21,48,False
2017-05-21,0,1,0,22,52,False
2017-05-22,0,0,1,36,64,False
2017-05-23,0,1,1,38,64,False
2017-05-24,0,0,0,39,61,False
2017-05-25,0,1,0,40,60,False
2017-05-26,0,1,1,37,55,False
2017-05-27,0,0,1,19,43,False
2017-05-28,0,0,0,22,45,False
2017-05-29,0,0,0,22,52,False
2017-05-30,0,0,0,38,60,False
2017-05-31,0,0,1,37,55,False
2017-06-01,0,0,1,40,56,False
2017-06-02,0,0,0,35,49,False
2017-06-03,0,0,0,21,47,False
2017-06-04,0,0,0,21,51,False
2017-06-05,0,1,1,35,54,False
