date,contribution,cooperative,donate,donation,economize,isPartial
2016-07-08,17,16,40,43,0,False
2016-07-09,9,11,34,44,0,False
2016-07-10,12,11,32,45,0,False
2016-07-11,20,22,40,48,0,False
2016-07-12,21,19,35,46,0,False
2016-07-13,17,21,39,51,0,False
2016-07-14,19,21,44,50,0,False
2016-07-15,16,17,39,47,0,False
2016-07-16,13,12,44,50,0,False
2016-07-17,12,11,35,46,0,False
2016-07-18,20,20,44,54,0,False
2016-07-19,24,19,40,56,0,False
2016-07-20,20,20,43,49,0,False
2016-07-21,15,19,41,48,0,False
2016-07-22,21,21,37,48,0,False
2016-07-23,12,11,30,48,0,False
2016-07-24,13,11,36,44,0,False
2016-07-25,17,20,45,46,0,False
2016-07-26,23,20,49,57,0,False
2016-07-27,19,18,46,53,0,False
2016-07-28,19,20,45,51,0,False
2016-07-29,22,18,44,50,0,False
2016-07-30,11,11,38,49,0,False
2016-07-31,11,11,34,50,0,False
2016-08-01,19,20,41,55,0,False
2016-08-02,20,17,39,52,0,False
2016-08-03,18,19,37,58,0,False
2016-08-04,22,19,36,51,0,False
2016-08-05,18,19,35,38,0,False
2016-08-06,9,9,35,46,0,False
2016-08-07,12,9,34,39,0,False
2016-08-08,21,22,34,45,0,False
2016-08-09,24,16,35,52,0,False
2016-08-10,23,18,37,45,0,False
2016-08-11,17,20,33,50,0,False
2016-08-12,16,17,35,42,0,False
2016-08-13,9,11,32,50,0,False
2016-08-14,12,10,32,45,0,False
2016-08-15,22,19,35,50,0,False
2016-08-16,21,18,41,50,0,False
2016-08-17,16,18,38,51,0,False
2016-08-18,19,16,38,50,0,False
2016-08-19,15,18,42,46,0,False
2016-08-20,11,9,46,43,0,False
2016-08-21,13,8,43,42,0,False
2016-08-22,23,18,41,55,0,False
2016-08-23,25,17,40,53,0,False
2016-08-24,24,18,38,53,0,False
2016-08-25,26,19,42,59,0,False
2016-08-26,21,17,40,49,0,False
2016-08-27,9,11,41,48,0,False
2016-08-28,17,10,40,50,0,False
2016-08-29,26,23,40,50,0,False
2016-08-30,26,22,41,51,0,False
2016-08-31,28,18,43,50,0,False
2016-09-01,25,24,35,44,0,False
2016-09-02,21,18,34,47,0,False
2016-09-03,12,10,36,47,0,False
2016-09-04,14,8,34,43,0,False
2016-09-05,12,9,35,46,0,False
2016-09-06,24,23,38,51,0,False
2016-09-07,27,18,33,51,0,False
2016-09-08,28,20,38,48,0,False
2016-09-09,23,19,33,48,0,False
2016-09-10,13,12,38,45,0,False
2016-09-11,16,12,34,36,0,False
2016-09-12,27,22,38,48,0,False
2016-09-13,31,19,37,45,0,False
2016-09-14,30,22,45,47,0,False
2016-09-15,32,25,40,50,0,False
2016-09-16,28,21,36,47,0,False
2016-09-17,12,8,35,46,0,False
2016-09-18,17,9,35,38,0,False
2016-09-19,29,24,43,52,0,False
2016-09-20,29,21,47,51,0,False
2016-09-21,33,18,38,51,0,False
2016-09-22,29,23,38,49,0,False
2016-09-23,30,20,39,51,0,False
2016-09-24,13,10,35,43,0,False
2016-09-25,15,9,32,47,0,False
2016-09-26,31,22,41,51,0,False
2016-09-27,35,20,42,46,0,False
2016-09-28,32,23,39,58,0,False
2016-09-29,33,20,35,45,0,False
2016-09-30,28,16,33,50,0,False
2016-10-01,16,12,33,47,0,False
2016-10-02,21,11,28,44,0,False
2016-10-03,34,22,38,47,0,False
2016-10-04,36,22,36,50,0,False
2016-10-05,29,23,42,50,0,False
2016-10-06,31,20,36,45,0,False
2016-10-07,32,18,41,49,0,False
2016-10-08,14,12,40,45,0,False
2016-10-09,20,13,37,44,0,False
2016-10-10,33,16,44,52,0,False
2016-10-11,35,19,45,53,0,False
2016-10-12,35,20,45,51,0,False
2016-10-13,35,21,39,51,0,False
2016-10-14,31,17,41,48,0,False
2016-10-15,17,12,36,44,0,False
2016-10-16,22,8,37,48,0,False
2016-10-17,34,25,44,58,0,False
2016-10-18,38,22,40,52,0,False
2016-10-19,36,20,47,44,0,False
2016-10-20,31,20,38,49,0,False
2016-10-21,29,22,39,48,0,False
2016-10-22,15,9,39,44,0,False
2016-10-23,18,9,35,40,0,False
2016-10-24,38,22,40,58,0,False
2016-10-25,40,19,42,55,0,False
2016-10-26,37,19,44,51,0,False
2016-10-27,37,21,36,50,0,False
2016-10-28,31,18,40,52,0,False
2016-10-29,15,8,36,41,0,False
2016-10-30,19,8,34,42,0,False
2016-10-31,37,19,45,50,0,False
2016-11-01,40,20,59,51,0,False
2016-11-02,35,21,48,54,0,False
2016-11-03,35,18,43,51,0,False
2016-11-04,32,20,46,49,0,False
2016-11-05,14,10,41,48,0,False
2016-11-06,19,9,44,53,0,False
2016-11-07,38,20,42,49,0,False
2016-11-08,34,16,42,47,0,False
2016-11-09,24,14,38,41,0,False
2016-11-10,33,20,51,52,1,False
2016-11-11,27,15,53,48,0,False
2016-11-12,16,8,48,47,0,False
2016-11-13,19,11,44,48,0,False
2016-11-14,40,21,63,60,0,False
2016-11-15,39,19,69,66,0,False
2016-11-16,35,22,59,63,0,False
2016-11-17,38,17,62,57,0,False
2016-11-18,33,19,44,51,0,False
2016-11-19,17,12,51,54,0,False
2016-11-20,15,9,49,43,0,False
2016-11-21,30,15,48,52,0,False
2016-11-22,31,16,52,56,0,False
2016-11-23,24,14,45,47,0,False
2016-11-24,13,9,40,32,0,False
2016-11-25,12,12,40,37,0,False
2016-11-26,13,8,49,43,0,False
2016-11-27,17,9,46,45,0,False
2016-11-28,35,20,41,50,0,False
2016-11-29,38,19,62,61,0,False
2016-11-30,39,20,57,60,0,False
2016-12-01,42,21,53,61,0,False
2016-12-02,34,23,49,52,0,False
2016-12-03,20,12,46,51,0,False
2016-12-04,19,12,46,45,0,False
2016-12-05,38,18,49,56,0,False
2016-12-06,39,17,46,56,1,False
2016-12-07,38,19,49,52,0,False
2016-12-08,39,19,44,52,0,False
2016-12-09,32,14,43,52,0,False
2016-12-10,17,11,40,52,0,False
2016-12-11,17,9,47,48,0,False
2016-12-12,37,19,47,53,0,False
2016-12-13,43,20,48,55,0,False
2016-12-14,43,18,52,54,0,False
2016-12-15,42,18,55,58,0,False
2016-12-16,31,16,43,52,0,False
2016-12-17,17,9,54,48,0,False
2016-12-18,16,8,38,43,0,False
2016-12-19,34,16,48,61,0,False
2016-12-20,36,17,52,58,0,False
2016-12-21,38,16,45,56,0,False
2016-12-22,32,15,48,59,0,False
2016-12-23,25,12,52,50,0,False
2016-12-24,12,6,38,35,0,False
2016-12-25,11,5,28,31,0,False
2016-12-26,17,10,41,49,0,False
2016-12-27,35,14,47,56,0,False
2016-12-28,37,16,49,56,0,False
2016-12-29,42,16,46,62,0,False
2016-12-30,39,13,50,70,0,False
2016-12-31,20,10,51,62,0,False
2017-01-01,21,7,39,42,0,False
2017-01-02,27,12,46,54,0,False
2017-01-03,43,21,47,54,0,False
2017-01-04,45,17,41,54,0,False
2017-01-05,42,18,41,52,0,False
2017-01-06,33,16,36,47,0,False
2017-01-07,21,13,40,39,0,False
2017-01-08,23,11,41,45,0,False
2017-01-09,36,19,42,49,0,False
2017-01-10,31,17,36,54,0,False
