date,squander,tariff,underworld,uneconomical,unemployed,isPartial
2014-06-07,3,17,33,0,12,False
2014-06-08,1,10,46,0,12,False
2014-06-09,0,21,40,0,16,False
2014-06-10,0,30,25,0,22,False
2014-06-11,1,21,22,0,21,False
2014-06-12,2,23,47,0,20,False
2014-06-13,3,15,37,0,13,False
2014-06-14,2,4,45,0,12,False
2014-06-15,3,7,68,0,15,False
2014-06-16,3,17,35,0,22,False
2014-06-17,2,19,45,0,20,False
2014-06-18,1,29,42,0,15,False
2014-06-19,1,24,31,0,21,False
2014-06-20,0,41,21,0,15,False
2014-06-21,2,11,47,0,15,False
2014-06-22,1,10,50,0,16,False
2014-06-23,4,17,39,1,20,False
2014-06-24,2,20,33,0,23,False
2014-06-25,1,21,45,0,15,False
2014-06-26,4,19,33,1,11,False
2014-06-27,0,17,33,0,15,False
2014-06-28,0,7,55,0,13,False
2014-06-29,1,9,58,0,16,False
2014-06-30,0,15,38,0,22,False
2014-07-01,1,17,34,0,17,False
2014-07-02,2,22,41,0,19,False
2014-07-03,2,16,32,0,19,False
2014-07-04,0,6,42,0,14,False
2014-07-05,1,3,49,0,18,False
2014-07-06,1,10,57,0,14,False
2014-07-07,4,21,37,0,16,False
2014-07-08,2,19,35,0,22,False
2014-07-09,1,26,33,0,22,False
2014-07-10,1,21,38,0,21,False
2014-07-11,1,15,41,0,14,False
2014-07-12,0,9,47,0,14,False
2014-07-13,0,7,52,0,16,False
2014-07-14,1,21,33,0,15,False
2014-07-15,0,23,33,0,18,False
2014-07-16,0,18,32,0,20,False
2014-07-17,2,23,36,0,14,False
2014-07-18,1,19,34,2,11,False
2014-07-19,1,12,47,0,10,False
2014-07-20,2,8,100,0,18,False
2014-07-21,4,22,51,0,24,False
2014-07-22,2,25,40,0,19,False
2014-07-23,2,20,48,0,27,False
2014-07-24,2,18,43,0,16,False
2014-07-25,1,26,40,0,19,False
2014-07-26,0,8,53,0,19,False
2014-07-27,1,5,53,0,9,False
2014-07-28,2,22,33,0,27,False
2014-07-29,0,20,37,0,21,False
2014-07-30,1,24,37,0,23,False
2014-07-31,1,25,47,0,16,False
2014-08-01,1,15,32,0,14,False
2014-08-02,0,7,29,0,13,False
2014-08-03,1,7,70,0,11,False
2014-08-04,1,16,48,0,30,False
2014-08-05,1,23,51,0,27,False
2014-08-06,1,15,47,0,19,False
