date,squander,tariff,underworld,uneconomical,unemployed,isPartial
2014-08-07,3,18,30,0,12,False
2014-08-08,2,17,50,0,18,False
2014-08-09,2,6,69,0,16,False
2014-08-10,4,4,47,0,16,False
2014-08-11,0,22,51,0,17,False
2014-08-12,1,13,34,0,16,False
2014-08-13,1,17,32,0,16,False
2014-08-14,1,21,42,0,16,False
2014-08-15,2,16,48,0,15,False
2014-08-16,1,6,55,0,6,False
2014-08-17,1,7,48,0,7,False
2014-08-18,4,20,42,0,15,False
2014-08-19,0,21,36,0,23,False
2014-08-20,2,21,38,0,13,False
2014-08-21,1,21,36,1,15,False
2014-08-22,2,14,34,0,49,False
2014-08-23,2,8,36,0,16,False
2014-08-24,2,5,48,0,14,False
2014-08-25,1,19,32,0,21,False
2014-08-26,1,14,26,0,17,False
2014-08-27,1,22,30,0,24,False
2014-08-28,1,13,42,0,21,False
2014-08-29,2,27,44,0,15,False
2014-08-30,0,5,34,0,14,False
2014-08-31,0,3,56,1,10,False
2014-09-01,4,3,43,0,12,False
2014-09-02,1,19,36,0,17,False
2014-09-03,3,26,28,0,23,False
2014-09-04,1,29,30,0,12,False
2014-09-05,2,22,25,0,25,False
2014-09-06,1,8,69,0,20,False
2014-09-07,3,7,63,0,16,False
2014-09-08,3,23,37,0,22,False
2014-09-09,3,28,30,0,17,False
2014-09-10,1,25,29,0,22,False
2014-09-11,3,29,37,0,16,False
2014-09-12,2,28,34,0,14,False
2014-09-13,3,9,42,0,11,False
2014-09-14,2,21,45,0,10,False
2014-09-15,3,29,37,0,14,False
2014-09-16,2,35,32,0,19,False
2014-09-17,1,36,32,0,16,False
2014-09-18,3,26,34,1,19,False
2014-09-19,2,24,39,0,18,False
2014-09-20,3,10,38,0,13,False
2014-09-21,0,18,44,0,11,False
2014-09-22,3,35,42,0,15,False
2014-09-23,3,27,29,0,18,False
2014-09-24,1,30,37,1,19,False
2014-09-25,0,29,43,0,17,False
2014-09-26,1,28,42,0,18,False
2014-09-27,1,10,56,0,14,False
2014-09-28,3,14,51,0,12,False
2014-09-29,1,23,43,0,14,False
2014-09-30,3,23,29,0,19,False
2014-10-01,0,35,35,0,19,False
2014-10-02,1,44,32,0,18,False
2014-10-03,1,34,34,0,18,False
2014-10-04,2,5,44,0,15,False
2014-10-05,2,16,44,0,7,False
2014-10-06,1,33,42,0,27,False
2014-10-07,2,35,39,0,19,False
2014-10-08,3,43,50,0,16,False
2014-10-09,1,46,38,0,17,False
2014-10-10,4,46,41,0,11,False
2014-10-11,1,12,60,0,14,False
2014-10-12,3,8,54,0,14,False
2014-10-13,1,24,45,1,19,False
2014-10-14,0,34,45,1,17,False
2014-10-15,1,43,43,0,23,False
2014-10-16,2,44,39,1,19,False
2014-10-17,3,42,34,0,17,False
2014-10-18,1,11,59,0,20,False
2014-10-19,1,12,56,0,16,False
2014-10-20,3,41,43,0,23,False
2014-10-21,1,49,41,1,14,False
2014-10-22,2,43,40,0,20,False
2014-10-23,2,58,36,0,26,False
2014-10-24,0,40,71,0,19,False
2014-10-25,2,14,71,0,9,False
2014-10-26,2,17,54,1,13,False
2014-10-27,1,50,44,0,22,False
2014-10-28,4,47,39,0,28,False
2014-10-29,3,54,42,1,26,False
2014-10-30,1,45,38,0,29,False
2014-10-31,1,46,40,0,14,False
2014-11-01,6,7,58,0,13,False
2014-11-02,1,15,50,0,9,False
2014-11-03,1,45,30,0,22,False
2014-11-04,1,50,27,0,25,False
2014-11-05,4,48,36,0,18,False
2014-11-06,1,60,32,0,20,False
2014-11-07,4,44,29,0,16,False
2014-11-08,2,16,32,0,21,False
2014-11-09,0,24,45,0,15,False
2014-11-10,5,41,39,1,20,False
2014-11-11,0,41,40,0,20,False
2014-11-12,3,65,29,0,24,False
2014-11-13,1,41,27,0,22,False
2014-11-14,1,36,34,0,19,False
2014-11-15,0,11,32,0,11,False
2014-11-16,3,20,56,0,14,False
2014-11-17,1,52,38,0,25,False
2014-11-18,3,47,31,0,23,False
2014-11-19,3,44,32,0,22,False
2014-11-20,3,57,30,0,22,False
2014-11-21,1,41,27,0,25,False
2014-11-22,2,10,46,0,18,False
2014-11-23,1,10,37,0,13,False
2014-11-24,2,35,44,0,20,False
2014-11-25,1,46,31,0,12,False
2014-11-26,1,27,30,0,10,False
2014-11-27,2,9,36,0,8,False
2014-11-28,1,7,58,0,12,False
2014-11-29,0,12,49,0,10,False
2014-11-30,3,18,41,0,13,False
2014-12-01,3,41,37,0,22,False
2014-12-02,4,51,26,1,18,False
2014-12-03,5,52,38,0,24,False
2014-12-04,3,43,37,0,21,False
2014-12-05,2,40,25,0,21,False
2014-12-06,2,16,37,0,7,False
2014-12-07,1,20,41,1,12,False
2014-12-08,1,57,30,0,22,False
2014-12-09,3,34,24,0,29,False
2014-12-10,3,57,29,0,22,False
2014-12-11,3,45,28,0,23,False
2014-12-12,3,42,36,0,23,False
2014-12-13,2,16,47,0,19,False
2014-12-14,1,18,39,0,12,False
2014-12-15,1,39,41,0,15,False
2014-12-16,1,47,27,0,21,False
2014-12-17,1,44,38,0,15,False
2014-12-18,2,51,30,0,15,False
2014-12-19,1,32,22,0,15,False
2014-12-20,0,5,61,0,13,False
2014-12-21,2,8,57,0,18,False
2014-12-22,2,18,43,0,14,False
2014-12-23,2,19,34,0,13,False
2014-12-24,1,11,35,0,13,False
2014-12-25,1,3,38,0,10,False
2014-12-26,2,7,36,0,7,False
2014-12-27,1,7,38,0,11,False
2014-12-28,3,5,52,0,13,False
2014-12-29,1,17,42,0,14,False
2014-12-30,2,18,41,0,25,False
2014-12-31,1,13,29,0,14,False
2015-01-01,0,6,51,0,12,False
2015-01-02,2,8,37,0,15,False
2015-01-03,0,8,43,0,14,False
2015-01-04,2,6,50,0,21,False
2015-01-05,1,21,38,0,18,False
2015-01-06,2,33,47,1,22,False
2015-01-07,2,41,40,0,23,False
2015-01-08,5,40,42,0,14,False
2015-01-09,0,36,57,0,21,False
2015-01-10,0,9,46,0,13,False
2015-01-11,3,21,47,0,11,False
2015-01-12,1,37,34,0,17,False
2015-01-13,1,47,38,0,19,False
2015-01-14,1,45,33,0,19,False
2015-01-15,2,44,37,0,19,False
2015-01-16,1,33,35,0,21,False
2015-01-17,0,9,55,0,18,False
2015-01-18,3,10,38,0,17,False
2015-01-19,4,24,48,0,17,False
2015-01-20,3,39,40,0,21,False
2015-01-21,1,41,44,0,26,False
2015-01-22,1,49,35,1,19,False
2015-01-23,6,44,37,0,20,False
2015-01-24,2,8,37,0,10,False
2015-01-25,3,16,55,0,15,False
2015-01-26,2,34,35,0,22,False
2015-01-27,1,38,32,0,23,False
2015-01-28,1,38,41,0,20,False
2015-01-29,5,47,41,0,23,False
2015-01-30,3,36,36,0,20,False
2015-01-31,2,8,38,0,16,False
2015-02-01,1,19,51,0,14,False
2015-02-02,1,35,38,0,16,False
2015-02-03,1,41,33,0,28,False
2015-02-04,3,33,31,0,23,False
2015-02-05,3,51,36,0,20,False
2015-02-06,0,34,38,0,15,False
2015-02-07,0,13,45,0,23,False
2015-02-08,1,15,45,0,17,False
2015-02-09,2,46,38,0,17,False
2015-02-10,2,43,38,1,28,False
2015-02-11,1,54,31,0,30,False
2015-02-12,3,41,38,1,24,False
2015-02-13,8,35,34,0,26,False
2015-02-14,1,13,43,0,23,False
2015-02-15,1,13,53,0,25,False
2015-02-16,0,32,35,1,32,False
2015-02-17,2,35,40,0,24,False
2015-02-18,1,42,36,0,22,False
2015-02-19,2,41,28,0,18,False
2015-02-20,1,35,28,0,16,False
2015-02-21,1,14,32,0,15,False
2015-02-22,2,19,41,0,16,False
2015-02-23,2,41,38,0,34,False
2015-02-24,3,43,33,0,23,False
2015-02-25,1,41,30,0,24,False
2015-02-26,1,45,42,0,21,False
2015-02-27,2,33,36,0,23,False
2015-02-28,1,15,35,0,15,False
2015-03-01,1,20,37,0,11,False
2015-03-02,3,43,31,0,26,False
2015-03-03,2,45,36,0,24,False
