date,blackmail,bribe,bum,commoner,corrupt,isPartial
2017-03-19,5,3,20,1,7,False
2017-03-20,6,3,17,0,10,False
2017-03-21,6,4,15,1,12,False
2017-03-22,4,3,19,1,14,False
2017-03-23,6,3,20,1,11,False
2017-03-24,6,3,16,1,9,False
2017-03-25,7,3,18,0,9,False
2017-03-26,5,2,22,1,7,False
2017-03-27,5,3,17,1,8,False
2017-03-28,4,3,13,1,9,False
2017-03-29,7,2,19,1,12,False
2017-03-30,6,2,17,0,11,False
2017-03-31,6,2,19,0,10,False
2017-04-01,6,1,21,0,9,False
2017-04-02,6,1,22,0,8,False
2017-04-03,5,2,19,1,10,False
2017-04-04,6,2,14,1,12,False
2017-04-05,5,2,17,0,10,False
2017-04-06,5,2,19,1,9,False
2017-04-07,9,3,15,1,10,False
2017-04-08,6,1,22,2,7,False
2017-04-09,6,1,20,1,7,False
2017-04-10,5,3,16,0,11,False
2017-04-11,6,2,17,1,12,False
2017-04-12,5,2,18,0,12,False
2017-04-13,4,2,19,1,9,False
2017-04-14,5,1,19,0,8,False
2017-04-15,5,1,18,0,6,False
2017-04-16,5,2,18,0,7,False
2017-04-17,5,1,17,0,10,False
2017-04-18,5,2,18,1,9,False
2017-04-19,6,1,16,1,10,False
2017-04-20,6,3,16,1,12,False
2017-04-21,5,3,17,0,12,False
2017-04-22,7,2,20,2,7,False
2017-04-23,7,2,20,0,8,False
2017-04-24,6,2,16,1,10,False
2017-04-25,5,3,19,1,10,False
2017-04-26,6,3,18,1,11,False
2017-04-27,5,3,18,1,14,False
2017-04-28,7,1,18,0,10,False
2017-04-29,7,2,22,0,8,False
2017-04-30,6,2,23,1,7,False
2017-05-01,7,2,18,0,11,False
2017-05-02,7,3,18,1,10,False
2017-05-03,7,2,16,1,13,False
2017-05-04,6,3,16,0,10,False
2017-05-05,5,2,17,1,10,False
2017-05-06,5,0,19,1,6,False
2017-05-07,7,1,21,1,7,False
2017-05-08,10,3,19,1,9,False
2017-05-09,7,2,16,0,8,False
