date,radical,ruin,segregation,shortage,steal,isPartial
2006-04-03,28,6,15,15,38,False
2006-04-04,35,7,24,17,43,False
2006-04-05,36,8,30,26,57,False
2006-04-06,21,11,15,25,52,False
2006-04-07,39,16,10,18,33,False
2006-04-08,15,6,9,12,70,False
2006-04-09,18,12,9,12,68,False
2006-04-10,29,8,11,29,51,False
2006-04-11,25,15,13,21,32,False
2006-04-12,19,6,17,19,27,False
2006-04-13,36,10,12,12,54,False
2006-04-14,20,7,18,14,34,False
2006-04-15,41,16,9,16,54,False
2006-04-16,40,13,17,7,100,False
2006-04-17,21,10,23,19,29,False
2006-04-18,54,11,24,15,41,False
2006-04-19,30,17,26,26,45,False
2006-04-20,48,17,36,23,53,False
2006-04-21,30,12,18,16,67,False
2006-04-22,45,24,0,27,84,False
2006-04-23,18,15,27,32,68,False
2006-04-24,34,11,14,38,51,False
2006-04-25,27,16,25,32,47,False
2006-04-26,39,5,35,48,46,False
2006-04-27,25,6,8,11,40,False
2006-04-28,37,12,24,24,39,False
2006-04-29,44,12,12,19,62,False
2006-04-30,45,9,15,21,54,False
2006-05-01,26,20,30,18,59,False
2006-05-02,32,9,21,14,36,False
2006-05-03,31,16,15,9,53,False
2006-05-04,30,24,17,28,52,False
2006-05-05,12,8,22,26,42,False
2006-05-06,16,19,0,16,44,False
2006-05-07,44,9,9,25,50,False
2006-05-08,20,18,20,15,31,False
2006-05-09,49,13,22,14,51,False
2006-05-10,37,13,22,20,61,False
2006-05-11,31,16,24,15,53,False
2006-05-12,43,16,18,8,65,False
2006-05-13,31,16,16,22,47,False
2006-05-14,35,9,31,9,50,False
2006-05-15,37,20,24,26,30,False
2006-05-16,44,15,13,18,77,False
2006-05-17,24,15,22,19,58,False
2006-05-18,25,9,17,6,47,False
2006-05-19,22,10,16,12,35,False
2006-05-20,35,6,6,13,77,False
2006-05-21,22,16,12,12,69,False
2006-05-22,37,11,13,24,39,False
2006-05-23,30,11,22,19,58,False
2006-05-24,27,15,11,21,50,False
2006-05-25,16,12,12,16,61,False
2006-05-26,19,28,8,13,34,False
2006-05-27,20,14,10,10,61,False
2006-05-28,26,15,4,18,62,False
2006-05-29,37,6,9,9,46,False
2006-05-30,31,15,23,19,44,False
2006-05-31,30,4,15,13,55,False
2006-06-01,27,14,25,14,43,False
2006-06-02,37,10,15,21,25,False
2006-06-03,22,6,3,15,71,False
2006-06-04,47,19,3,13,79,False
2006-06-05,27,17,6,19,57,False
2006-06-06,29,17,11,27,59,False
2006-06-07,30,17,2,11,50,False
2006-06-08,30,10,14,12,47,False
2006-06-09,43,10,4,10,52,False
2006-06-10,41,9,3,16,75,False
2006-06-11,29,10,13,16,90,False
2006-06-12,19,4,6,12,78,False
2006-06-13,31,12,12,19,68,False
2006-06-14,33,10,8,10,52,False
2006-06-15,22,16,8,14,38,False
2006-06-16,39,13,7,22,46,False
2006-06-17,23,0,3,7,76,False
2006-06-18,34,17,0,13,44,False
2006-06-19,29,14,10,12,35,False
2006-06-20,33,8,6,17,39,False
2006-06-21,26,14,6,14,80,False
2006-06-22,32,8,4,14,82,False
2006-06-23,38,15,2,15,55,False
2006-06-24,22,19,0,12,37,False
2006-06-25,15,12,6,21,46,False
2006-06-26,12,8,8,10,44,False
2006-06-27,19,6,2,8,47,False
2006-06-28,30,11,11,6,48,False
2006-06-29,32,16,6,24,48,False
2006-06-30,34,8,8,8,60,False
2006-07-01,29,10,10,13,84,False
2006-07-02,17,14,7,20,44,False
2006-07-03,21,14,9,19,40,False
2006-07-04,26,12,9,9,53,False
2006-07-05,15,12,4,21,42,False
2006-07-06,21,11,6,13,67,False
2006-07-07,28,16,8,14,33,False
2006-07-08,18,18,3,9,69,False
2006-07-09,6,15,0,21,64,False
2006-07-10,28,11,2,20,39,False
2006-07-11,13,11,4,18,40,False
2006-07-12,15,11,9,15,34,False
2006-07-13,19,4,8,21,56,False
2006-07-14,30,4,4,14,30,False
2006-07-15,12,9,6,15,59,False
2006-07-16,25,12,3,3,34,False
2006-07-17,11,11,8,19,49,False
2006-07-18,19,13,2,30,26,False
2006-07-19,13,8,11,13,70,False
2006-07-20,21,2,9,15,53,False
2006-07-21,32,10,6,16,62,False
2006-07-22,18,15,6,12,38,False
2006-07-23,24,12,3,6,66,False
2006-07-24,22,18,6,4,48,False
2006-07-25,22,17,6,26,61,False
2006-07-26,20,11,7,11,65,False
2006-07-27,17,8,8,9,26,False
2006-07-28,28,12,4,8,40,False
2006-07-29,33,9,3,9,54,False
2006-07-30,24,30,3,21,57,False
2006-07-31,15,9,2,20,45,False
2006-08-01,23,13,9,14,43,False
2006-08-02,24,14,7,9,29,False
2006-08-03,26,17,4,23,55,False
2006-08-04,26,10,2,14,55,False
2006-08-05,21,12,0,15,65,False
2006-08-06,27,15,3,12,45,False
2006-08-07,22,11,0,15,47,False
2006-08-08,27,9,5,18,49,False
2006-08-09,29,7,5,9,47,False
2006-08-10,20,7,2,9,60,False
2006-08-11,26,6,6,6,40,False
2006-08-12,15,18,3,6,44,False
2006-08-13,24,21,3,3,48,False
2006-08-14,31,2,4,13,37,False
2006-08-15,27,16,5,19,27,False
2006-08-16,22,13,6,9,44,False
2006-08-17,24,7,4,11,60,False
2006-08-18,29,8,4,6,47,False
2006-08-19,31,17,6,6,62,False
2006-08-20,38,6,9,14,55,False
2006-08-21,26,9,4,4,58,False
2006-08-22,30,9,0,11,42,False
2006-08-23,29,12,4,16,39,False
2006-08-24,33,4,5,7,57,False
2006-08-25,19,13,2,9,38,False
2006-08-26,19,11,0,3,46,False
2006-08-27,13,13,5,8,41,False
2006-08-28,21,9,5,16,35,False
2006-08-29,26,9,10,10,46,False
2006-08-30,33,16,10,10,43,False
2006-08-31,32,18,18,14,54,False
2006-09-01,17,8,10,17,58,False
2006-09-02,19,19,3,16,63,False
2006-09-03,23,23,12,6,56,False
2006-09-04,22,7,5,14,56,False
2006-09-05,29,12,10,20,43,False
2006-09-06,25,8,7,12,49,False
2006-09-07,41,9,5,14,60,False
2006-09-08,22,4,5,13,51,False
2006-09-09,29,11,8,16,58,False
2006-09-10,13,18,3,16,52,False
2006-09-11,27,7,7,8,39,False
2006-09-12,20,15,7,18,68,False
2006-09-13,35,8,13,8,37,False
2006-09-14,58,12,9,15,56,False
2006-09-15,49,16,13,9,58,False
2006-09-16,27,19,5,16,54,False
2006-09-17,53,13,8,19,64,False
2006-09-18,27,7,8,13,55,False
2006-09-19,29,10,8,15,29,False
2006-09-20,33,10,15,18,38,False
2006-09-21,38,10,2,22,48,False
2006-09-22,31,9,5,14,42,False
2006-09-23,37,8,8,8,57,False
2006-09-24,36,10,5,23,33,False
2006-09-25,21,8,15,25,38,False
2006-09-26,38,12,10,13,53,False
2006-09-27,22,5,15,25,43,False
2006-09-28,29,14,14,12,56,False
2006-09-29,27,13,5,13,58,False
2006-09-30,16,16,0,11,76,False
2006-10-01,23,18,3,10,52,False
2006-10-02,28,15,10,18,62,False
2006-10-03,26,7,16,21,49,False
2006-10-04,25,13,15,20,46,False
2006-10-05,35,15,15,13,46,False
2006-10-06,30,7,7,21,41,False
2006-10-07,29,13,8,8,64,False
2006-10-08,46,13,11,3,51,False
2006-10-09,33,10,16,17,61,False
2006-10-10,37,11,6,13,42,False
2006-10-11,26,11,21,10,46,False
2006-10-12,28,7,11,11,41,False
2006-10-13,21,14,14,14,39,False
2006-10-14,32,8,16,11,42,False
2006-10-15,36,13,26,10,44,False
2006-10-16,29,8,11,23,52,False
2006-10-17,28,9,21,14,49,False
2006-10-18,50,10,13,11,45,False
2006-10-19,31,10,13,13,40,False
2006-10-20,40,10,10,10,42,False
2006-10-21,32,8,3,5,42,False
2006-10-22,33,18,18,13,43,False
2006-10-23,32,10,10,19,53,False
2006-10-24,22,11,9,25,55,False
2006-10-25,33,11,11,22,57,False
2006-10-26,26,11,13,15,42,False
2006-10-27,27,12,15,9,34,False
2006-10-28,41,8,18,5,53,False
