date,radical,ruin,segregation,shortage,steal,isPartial
2006-02-01,47,18,8,12,43,False
2006-02-02,26,4,14,20,53,False
2006-02-03,31,0,21,8,27,False
2006-02-04,39,12,12,27,33,False
2006-02-05,25,15,9,18,68,False
2006-02-06,26,12,22,16,65,False
2006-02-07,42,8,23,19,32,False
2006-02-08,33,2,12,23,33,False
2006-02-09,37,14,6,20,33,False
2006-02-10,28,6,12,14,45,False
2006-02-11,33,15,12,21,74,False
2006-02-12,27,18,3,9,56,False
2006-02-13,25,10,17,25,45,False
2006-02-14,23,14,17,10,35,False
2006-02-15,36,4,16,30,48,False
2006-02-16,22,14,16,18,31,False
2006-02-17,17,17,15,21,49,False
2006-02-18,21,3,3,9,40,False
2006-02-19,40,12,12,22,34,False
2006-02-20,42,18,15,15,62,False
2006-02-21,29,10,25,23,45,False
2006-02-22,43,6,21,14,39,False
2006-02-23,29,17,29,16,43,False
2006-02-24,28,14,16,6,47,False
2006-02-25,28,9,6,9,66,False
2006-02-26,52,12,12,27,58,False
2006-02-27,29,6,11,30,42,False
2006-02-28,30,13,17,9,50,False
2006-03-01,32,17,25,17,44,False
2006-03-02,35,13,23,13,54,False
2006-03-03,34,16,16,16,42,False
2006-03-04,33,9,9,12,72,False
2006-03-05,51,12,9,6,57,False
2006-03-06,34,17,33,29,32,False
2006-03-07,34,7,23,17,51,False
2006-03-08,37,8,13,27,54,False
2006-03-09,23,8,29,21,51,False
2006-03-10,25,6,31,12,31,False
2006-03-11,12,12,12,15,52,False
2006-03-12,28,6,18,3,52,False
2006-03-13,23,6,17,21,43,False
2006-03-14,49,17,19,23,28,False
2006-03-15,43,10,14,16,31,False
2006-03-16,37,2,28,12,33,False
2006-03-17,33,10,17,17,50,False
2006-03-18,28,0,6,15,59,False
2006-03-19,45,24,15,21,79,False
2006-03-20,44,6,13,17,31,False
2006-03-21,26,6,18,17,46,False
2006-03-22,50,10,34,27,51,False
2006-03-23,32,11,10,21,50,False
2006-03-24,20,8,16,14,43,False
2006-03-25,45,27,6,12,60,False
2006-03-26,21,15,6,24,57,False
2006-03-27,38,4,8,9,38,False
2006-03-28,39,11,17,17,48,False
2006-03-29,39,4,26,7,56,False
2006-03-30,43,8,16,19,45,False
2006-03-31,42,15,21,15,37,False
2006-04-01,3,6,3,12,80,False
2006-04-02,21,12,12,18,49,False
