date,partnership,patron,patronage,precious,priceless,isPartial
2006-10-09,74,20,2,36,21,False
2006-10-10,61,27,0,41,36,False
2006-10-11,80,31,2,29,31,False
2006-10-12,64,28,2,42,29,False
2006-10-13,65,28,2,37,57,False
2006-10-14,30,23,0,60,30,False
2006-10-15,49,54,2,61,24,False
2006-10-16,74,41,2,48,37,False
2006-10-17,72,39,0,33,46,False
2006-10-18,81,41,5,49,30,False
2006-10-19,64,25,2,48,36,False
2006-10-20,53,26,3,40,28,False
2006-10-21,45,25,0,42,35,False
2006-10-22,31,45,0,38,19,False
2006-10-23,70,52,3,43,24,False
2006-10-24,84,34,1,45,36,False
2006-10-25,74,38,2,47,21,False
2006-10-26,62,29,3,42,31,False
2006-10-27,64,39,3,26,31,False
2006-10-28,26,34,0,41,43,False
