date,expense,expensive,fine,ghetto,intervention,isPartial
2014-02-02,14,53,81,42,14,False
2014-02-03,20,51,78,36,17,False
2014-02-04,22,48,85,39,17,False
2014-02-05,20,47,83,35,20,False
2014-02-06,20,46,84,43,18,False
2014-02-07,21,47,87,42,15,False
2014-02-08,15,50,91,41,10,False
2014-02-09,14,57,80,40,14,False
2014-02-10,19,50,80,40,17,False
2014-02-11,19,49,86,40,20,False
2014-02-12,17,48,84,36,17,False
2014-02-13,17,45,85,36,18,False
2014-02-14,16,49,99,34,15,False
2014-02-15,12,51,90,43,9,False
2014-02-16,13,55,82,40,12,False
2014-02-17,19,54,80,40,19,False
2014-02-18,20,47,84,40,19,False
2014-02-19,17,48,76,39,19,False
2014-02-20,15,47,79,39,19,False
2014-02-21,18,46,83,37,15,False
2014-02-22,16,53,83,47,11,False
2014-02-23,15,59,89,49,11,False
2014-02-24,21,52,78,40,17,False
2014-02-25,19,44,84,37,19,False
2014-02-26,20,47,85,43,20,False
2014-02-27,18,47,82,39,23,False
2014-02-28,18,44,87,35,14,False
2014-03-01,12,47,77,42,11,False
2014-03-02,13,53,71,40,16,False
2014-03-03,18,43,70,36,18,False
2014-03-04,18,50,80,35,19,False
2014-03-05,21,47,83,37,19,False
2014-03-06,18,48,89,39,20,False
2014-03-07,18,51,84,42,17,False
2014-03-08,13,46,79,45,13,False
2014-03-09,12,52,81,42,13,False
2014-03-10,19,47,82,38,16,False
2014-03-11,17,51,77,39,18,False
2014-03-12,15,49,81,38,16,False
2014-03-13,20,51,83,41,18,False
2014-03-14,16,47,87,38,18,False
2014-03-15,14,48,88,42,13,False
2014-03-16,14,49,82,41,11,False
2014-03-17,18,47,79,41,15,False
2014-03-18,18,51,79,35,16,False
2014-03-19,16,55,87,43,21,False
2014-03-20,19,50,80,42,17,False
2014-03-21,16,52,81,41,15,False
2014-03-22,12,45,77,42,10,False
2014-03-23,11,56,83,47,13,False
2014-03-24,20,52,87,37,16,False
2014-03-25,19,51,86,37,19,False
2014-03-26,20,54,89,42,19,False
2014-03-27,20,53,77,42,17,False
2014-03-28,15,51,80,37,19,False
2014-03-29,11,51,88,42,9,False
2014-03-30,15,52,79,45,13,False
2014-03-31,21,45,94,35,19,False
2014-04-01,21,49,91,37,17,False
2014-04-02,18,47,89,39,20,False
2014-04-03,17,49,77,42,21,False
2014-04-04,15,50,87,43,17,False
2014-04-05,14,45,83,45,12,False
2014-04-06,15,54,76,41,11,False
2014-04-07,20,46,79,36,17,False
2014-04-08,18,48,82,38,20,False
2014-04-09,22,48,86,37,21,False
2014-04-10,18,50,81,35,18,False
2014-04-11,18,43,73,44,17,False
2014-04-12,14,53,82,43,10,False
2014-04-13,16,50,79,42,13,False
2014-04-14,21,47,77,39,20,False
2014-04-15,26,51,77,37,18,False
2014-04-16,17,54,76,43,18,False
2014-04-17,12,48,84,40,19,False
2014-04-18,12,48,85,40,13,False
2014-04-19,8,58,84,42,12,False
2014-04-20,6,59,80,45,10,False
2014-04-21,15,48,80,36,16,False
2014-04-22,16,52,84,40,20,False
2014-04-23,14,53,79,39,21,False
2014-04-24,17,51,81,34,20,False
2014-04-25,15,46,84,39,17,False
2014-04-26,8,50,86,43,11,False
2014-04-27,9,58,81,41,16,False
2014-04-28,15,51,76,40,19,False
2014-04-29,17,49,90,37,23,False
2014-04-30,14,54,83,37,24,False
2014-05-01,16,48,83,38,19,False
2014-05-02,11,50,78,39,17,False
2014-05-03,7,52,77,44,12,False
2014-05-04,9,54,82,45,16,False
2014-05-05,14,53,82,37,21,False
2014-05-06,17,52,85,38,18,False
2014-05-07,15,50,81,37,20,False
2014-05-08,15,48,84,38,17,False
2014-05-09,12,52,84,43,17,False
2014-05-10,6,49,78,43,11,False
2014-05-11,8,55,75,43,16,False
2014-05-12,13,48,81,35,18,False
2014-05-13,14,49,83,35,16,False
2014-05-14,15,55,81,40,19,False
2014-05-15,13,51,85,38,16,False
2014-05-16,12,50,82,35,15,False
2014-05-17,5,54,80,42,9,False
2014-05-18,6,51,83,46,17,False
2014-05-19,13,52,79,33,18,False
2014-05-20,12,48,76,38,17,False
2014-05-21,15,51,86,35,20,False
2014-05-22,13,50,82,34,16,False
2014-05-23,13,50,79,38,17,False
2014-05-24,5,51,80,44,11,False
2014-05-25,6,55,78,43,17,False
2014-05-26,7,54,79,46,13,False
2014-05-27,12,47,79,37,19,False
2014-05-28,12,47,80,39,20,False
2014-05-29,12,53,75,39,16,False
2014-05-30,12,53,80,39,15,False
2014-05-31,6,55,80,39,12,False
2014-06-01,10,55,72,40,18,False
2014-06-02,14,45,78,33,17,False
2014-06-03,16,43,85,33,13,False
2014-06-04,13,43,82,35,16,False
2014-06-05,12,48,77,36,16,False
2014-06-06,13,47,84,36,14,False
2014-06-07,8,50,82,40,10,False
2014-06-08,7,55,75,43,14,False
2014-06-09,12,49,81,33,18,False
2014-06-10,13,46,84,34,12,False
2014-06-11,12,46,87,37,19,False
2014-06-12,16,45,79,34,16,False
2014-06-13,12,47,77,38,12,False
2014-06-14,5,49,75,38,10,False
2014-06-15,7,51,74,39,12,False
2014-06-16,13,44,78,35,18,False
2014-06-17,13,46,84,36,14,False
2014-06-18,11,47,73,39,22,False
2014-06-19,13,51,83,36,17,False
2014-06-20,13,47,85,39,11,False
2014-06-21,7,55,72,44,11,False
2014-06-22,6,50,78,47,10,False
