date,backward,backwardness,broke,cheap,colony,isPartial
2015-02-16,1,0,6,90,5,False
2015-02-17,0,0,6,88,6,False
2015-02-18,1,0,5,84,6,False
2015-02-19,1,0,5,85,5,False
2015-02-20,0,0,6,86,5,False
2015-02-21,0,0,7,94,5,False
2015-02-22,0,0,6,98,5,False
2015-02-23,0,0,5,86,6,False
2015-02-24,1,0,7,89,5,False
2015-02-25,1,0,5,87,5,False
2015-02-26,1,0,5,83,6,False
2015-02-27,1,0,9,82,6,False
2015-02-28,0,0,9,94,5,False
2015-03-01,0,0,8,94,5,False
2015-03-02,1,0,6,88,6,False
2015-03-03,1,0,6,88,5,False
2015-03-04,1,0,6,88,6,False
2015-03-05,1,0,6,86,6,False
2015-03-06,1,0,6,83,6,False
2015-03-07,0,0,7,95,5,False
2015-03-08,1,0,6,98,5,False
2015-03-09,1,0,5,88,5,False
2015-03-10,1,0,7,82,5,False
2015-03-11,1,0,5,88,6,False
2015-03-12,1,0,5,82,6,False
2015-03-13,1,0,5,83,6,False
2015-03-14,0,0,6,91,4,False
2015-03-15,0,0,6,91,5,False
2015-03-16,1,0,5,85,6,False
2015-03-17,0,0,5,86,5,False
2015-03-18,1,0,5,82,6,False
2015-03-19,0,0,6,82,5,False
2015-03-20,0,0,5,79,6,False
2015-03-21,0,0,6,91,5,False
2015-03-22,0,0,6,94,5,False
2015-03-23,1,0,6,84,5,False
2015-03-24,0,0,6,85,6,False
2015-03-25,1,0,5,88,5,False
2015-03-26,1,0,5,75,6,False
2015-03-27,0,0,6,80,5,False
2015-03-28,0,0,6,80,4,False
2015-03-29,1,0,6,91,4,False
2015-03-30,1,0,5,84,5,False
2015-03-31,0,0,6,80,5,False
2015-04-01,1,0,6,80,5,False
2015-04-02,0,0,5,79,5,False
2015-04-03,1,0,5,81,4,False
2015-04-04,0,0,6,81,5,False
2015-04-05,0,0,6,80,5,False
2015-04-06,1,0,5,84,5,False
2015-04-07,0,0,6,86,5,False
2015-04-08,0,0,6,80,5,False
2015-04-09,1,0,5,79,5,False
2015-04-10,1,0,5,80,5,False
2015-04-11,0,0,6,88,5,False
2015-04-12,0,0,5,90,4,False
2015-04-13,1,0,5,80,5,False
2015-04-14,1,0,6,80,5,False
2015-04-15,1,0,6,78,4,False
2015-04-16,1,0,5,76,5,False
2015-04-17,0,0,5,77,4,False
2015-04-18,1,0,6,87,4,False
2015-04-19,0,0,6,91,5,False
2015-04-20,1,0,6,84,5,False
2015-04-21,0,0,7,82,5,False
2015-04-22,0,0,5,82,5,False
2015-04-23,1,0,6,80,5,False
2015-04-24,1,0,6,79,5,False
2015-04-25,0,0,6,83,5,False
2015-04-26,0,0,7,89,5,False
2015-04-27,1,0,6,81,6,False
2015-04-28,1,0,6,81,5,False
2015-04-29,1,0,5,78,5,False
2015-04-30,0,0,5,79,5,False
2015-05-01,1,0,5,75,5,False
2015-05-02,0,0,6,82,5,False
2015-05-03,0,0,6,85,4,False
2015-05-04,1,0,6,80,6,False
2015-05-05,1,0,7,86,5,False
2015-05-06,1,0,7,85,5,False
2015-05-07,1,0,6,82,5,False
2015-05-08,0,0,7,78,5,False
2015-05-09,0,0,6,87,5,False
2015-05-10,0,0,6,80,5,False
2015-05-11,1,0,5,82,6,False
2015-05-12,1,0,7,86,6,False
2015-05-13,1,0,5,84,5,False
2015-05-14,1,0,5,82,5,False
2015-05-15,1,0,6,81,6,False
2015-05-16,1,0,7,90,5,False
2015-05-17,1,0,6,93,5,False
2015-05-18,0,0,5,83,6,False
2015-05-19,1,0,7,87,6,False
2015-05-20,1,0,6,83,5,False
2015-05-21,0,0,5,82,5,False
2015-05-22,0,0,5,82,6,False
2015-05-23,0,0,5,87,5,False
2015-05-24,0,0,6,85,5,False
2015-05-25,0,0,6,92,5,False
2015-05-26,1,0,7,86,6,False
2015-05-27,0,0,6,82,5,False
2015-05-28,1,0,6,85,5,False
2015-05-29,0,0,5,84,6,False
2015-05-30,0,0,7,90,5,False
