date,inexpensive,inherit,invaluable,legal,lucrative,isPartial
2008-03-04,9,1,0,89,1,False
2008-03-05,9,2,1,80,0,False
2008-03-06,9,2,0,86,0,False
2008-03-07,10,1,0,80,0,False
2008-03-08,8,2,0,70,0,False
2008-03-09,11,1,1,64,0,False
2008-03-10,8,2,0,83,1,False
2008-03-11,11,2,0,87,1,False
2008-03-12,8,2,0,90,0,False
2008-03-13,9,2,0,80,0,False
2008-03-14,7,2,0,85,0,False
2008-03-15,7,2,0,70,0,False
2008-03-16,8,1,1,68,0,False
2008-03-17,10,2,0,84,0,False
2008-03-18,11,2,1,82,0,False
2008-03-19,10,2,0,92,0,False
2008-03-20,9,2,0,86,1,False
2008-03-21,7,2,0,77,0,False
2008-03-22,7,2,0,59,1,False
2008-03-23,10,1,1,56,1,False
2008-03-24,11,1,0,90,0,False
2008-03-25,12,1,1,93,0,False
2008-03-26,11,1,0,83,0,False
2008-03-27,8,1,0,88,0,False
2008-03-28,9,0,0,88,0,False
2008-03-29,11,1,0,61,1,False
2008-03-30,9,2,0,62,1,False
2008-03-31,8,2,0,91,0,False
2008-04-01,8,1,0,93,1,False
2008-04-02,7,1,1,90,0,False
2008-04-03,8,1,0,90,0,False
2008-04-04,6,1,1,76,0,False
2008-04-05,10,1,0,63,0,False
2008-04-06,11,1,0,64,0,False
2008-04-07,9,2,2,84,1,False
2008-04-08,9,2,0,97,0,False
2008-04-09,9,1,0,87,0,False
2008-04-10,9,1,1,88,0,False
2008-04-11,9,2,1,81,0,False
2008-04-12,8,0,0,60,0,False
2008-04-13,7,4,0,66,0,False
2008-04-14,8,2,0,85,0,False
2008-04-15,7,1,1,89,1,False
2008-04-16,9,2,0,100,0,False
2008-04-17,11,1,1,96,0,False
2008-04-18,8,1,0,92,0,False
2008-04-19,9,1,0,64,1,False
2008-04-20,7,1,0,80,0,False
2008-04-21,9,1,0,87,0,False
2008-04-22,9,2,1,87,0,False
2008-04-23,8,2,0,99,0,False
2008-04-24,7,1,0,92,1,False
2008-04-25,9,1,0,82,0,False
2008-04-26,8,1,0,61,1,False
2008-04-27,7,1,1,72,0,False
2008-04-28,9,2,0,85,1,False
2008-04-29,7,1,1,93,0,False
2008-04-30,9,2,1,92,0,False
2008-05-01,8,1,0,95,1,False
2008-05-02,10,2,0,73,0,False
2008-05-03,10,1,0,66,0,False
2008-05-04,10,2,1,60,0,False
2008-05-05,8,2,0,85,0,False
2008-05-06,9,2,0,83,1,False
2008-05-07,9,1,0,89,1,False
2008-05-08,9,1,0,92,1,False
2008-05-09,7,1,1,76,1,False
2008-05-10,8,1,1,59,0,False
2008-05-11,8,0,0,63,1,False
2008-05-12,11,2,1,85,1,False
2008-05-13,9,1,0,83,1,False
2008-05-14,12,1,0,80,0,False
2008-05-15,7,2,0,92,1,False
2008-05-16,9,2,0,87,0,False
2008-05-17,12,0,0,67,1,False
2008-05-18,11,2,0,71,0,False
2008-05-19,10,2,0,92,0,False
2008-05-20,12,2,0,78,0,False
2008-05-21,10,1,0,88,0,False
2008-05-22,11,1,0,98,0,False
2008-05-23,8,2,0,85,1,False
2008-05-24,9,1,0,57,0,False
2008-05-25,10,1,1,57,0,False
2008-05-26,11,0,1,65,1,False
2008-05-27,9,2,0,89,1,False
2008-05-28,7,0,0,88,0,False
2008-05-29,11,1,0,86,0,False
2008-05-30,8,2,1,79,0,False
2008-05-31,9,1,0,60,0,False
2008-06-01,8,1,0,62,0,False
2008-06-02,9,1,0,88,0,False
2008-06-03,8,1,1,82,1,False
2008-06-04,13,1,0,86,1,False
2008-06-05,8,2,0,84,0,False
2008-06-06,8,1,0,76,0,False
2008-06-07,7,1,0,60,0,False
2008-06-08,8,0,0,61,1,False
2008-06-09,10,1,1,82,0,False
2008-06-10,10,2,0,87,0,False
2008-06-11,8,2,0,90,0,False
2008-06-12,11,2,0,81,1,False
2008-06-13,8,1,1,74,0,False
2008-06-14,7,1,0,58,1,False
2008-06-15,10,0,0,67,1,False
2008-06-16,12,1,1,89,0,False
2008-06-17,9,1,0,91,1,False
2008-06-18,9,2,1,90,1,False
2008-06-19,10,1,0,84,1,False
2008-06-20,9,1,1,72,1,False
2008-06-21,7,0,0,62,0,False
2008-06-22,12,3,1,78,0,False
2008-06-23,9,1,0,81,0,False
2008-06-24,10,1,1,88,1,False
2008-06-25,9,1,0,96,0,False
2008-06-26,9,1,0,88,1,False
2008-06-27,10,1,0,83,0,False
2008-06-28,8,1,1,72,1,False
2008-06-29,8,0,0,68,0,False
2008-06-30,10,1,0,82,1,False
2008-07-01,12,1,1,90,0,False
2008-07-02,11,1,0,84,1,False
2008-07-03,7,2,0,83,0,False
2008-07-04,12,1,0,70,0,False
2008-07-05,10,0,0,65,0,False
2008-07-06,13,1,0,60,1,False
2008-07-07,9,1,0,83,0,False
2008-07-08,10,2,0,84,1,False
2008-07-09,10,1,0,82,0,False
2008-07-10,8,2,0,78,0,False
2008-07-11,11,0,0,78,1,False
2008-07-12,9,1,0,66,0,False
2008-07-13,12,1,0,65,0,False
2008-07-14,10,1,0,88,1,False
2008-07-15,9,1,0,85,1,False
2008-07-16,9,1,1,86,1,False
2008-07-17,9,1,0,87,0,False
2008-07-18,8,1,0,80,0,False
