date,privileged,productive,productivity,profit,profitable,isPartial
2008-11-13,9,5,11,96,6,False
2008-11-14,8,1,10,65,4,False
2008-11-15,10,3,7,53,3,False
2008-11-16,10,2,12,50,4,False
2008-11-17,5,5,9,79,5,False
2008-11-18,10,3,11,81,3,False
2008-11-19,19,5,15,72,3,False
2008-11-20,15,4,11,75,4,False
2008-11-21,6,3,10,74,1,False
2008-11-22,6,2,4,46,1,False
2008-11-23,12,3,8,54,7,False
2008-11-24,4,5,9,63,6,False
2008-11-25,10,7,8,67,3,False
2008-11-26,10,2,8,54,4,False
2008-11-27,11,2,7,29,3,False
2008-11-28,9,2,4,49,0,False
2008-11-29,7,2,7,36,4,False
2008-11-30,7,4,6,64,2,False
2008-12-01,9,3,13,68,4,False
2008-12-02,17,5,11,82,2,False
2008-12-03,23,3,13,80,3,False
2008-12-04,9,5,7,86,5,False
2008-12-05,10,4,9,66,4,False
2008-12-06,10,1,6,52,9,False
2008-12-07,13,2,7,53,6,False
2008-12-08,8,4,13,66,5,False
2008-12-09,12,5,10,60,4,False
2008-12-10,15,2,10,68,4,False
2008-12-11,9,5,9,80,4,False
2008-12-12,10,5,5,64,5,False
2008-12-13,9,2,9,46,2,False
2008-12-14,5,2,5,55,4,False
2008-12-15,6,3,11,63,6,False
2008-12-16,5,2,7,66,3,False
2008-12-17,7,4,8,71,6,False
2008-12-18,7,3,6,64,3,False
2008-12-19,9,4,4,46,6,False
2008-12-20,9,2,3,25,4,False
2008-12-21,7,3,6,38,7,False
2008-12-22,5,1,9,48,3,False
2008-12-23,4,1,5,54,3,False
2008-12-24,11,2,8,34,4,False
2008-12-25,9,0,3,30,3,False
2008-12-26,4,1,3,28,3,False
2008-12-27,5,3,2,36,5,False
2008-12-28,4,2,6,41,1,False
2008-12-29,6,2,5,59,3,False
2008-12-30,3,3,5,59,3,False
2008-12-31,5,2,5,51,3,False
2009-01-01,3,4,4,45,2,False
2009-01-02,4,6,8,47,3,False
2009-01-03,2,2,3,46,1,False
2009-01-04,9,2,5,48,5,False
2009-01-05,5,3,7,64,2,False
2009-01-06,4,2,6,69,4,False
2009-01-07,16,3,10,71,5,False
2009-01-08,10,3,8,75,4,False
2009-01-09,5,3,6,67,2,False
2009-01-10,9,1,3,38,2,False
2009-01-11,7,5,2,62,5,False
2009-01-12,4,3,9,69,5,False
2009-01-13,10,2,9,72,4,False
2009-01-14,11,7,8,65,2,False
2009-01-15,12,4,11,67,3,False
2009-01-16,9,4,9,63,1,False
2009-01-17,6,2,3,42,5,False
2009-01-18,8,6,2,48,7,False
2009-01-19,5,6,7,64,3,False
2009-01-20,5,4,6,63,3,False
2009-01-21,19,3,11,77,3,False
2009-01-22,17,4,9,77,5,False
2009-01-23,9,4,10,72,1,False
2009-01-24,9,4,5,53,3,False
2009-01-25,10,2,4,49,1,False
2009-01-26,5,2,14,74,4,False
2009-01-27,6,4,11,87,5,False
2009-01-28,11,4,11,72,6,False
2009-01-29,11,2,13,83,4,False
2009-01-30,4,3,10,72,3,False
2009-01-31,6,3,6,63,3,False
2009-02-01,8,4,5,54,3,False
2009-02-02,4,5,16,79,2,False
2009-02-03,10,3,9,73,4,False
2009-02-04,15,2,11,89,5,False
2009-02-05,10,5,13,72,3,False
2009-02-06,6,2,12,77,7,False
2009-02-07,7,2,7,64,5,False
2009-02-08,12,2,11,58,5,False
2009-02-09,5,5,8,80,5,False
2009-02-10,4,4,14,72,3,False
2009-02-11,17,3,11,77,4,False
2009-02-12,10,2,13,76,4,False
2009-02-13,8,3,10,86,6,False
2009-02-14,8,1,5,55,3,False
2009-02-15,7,2,5,45,5,False
2009-02-16,8,6,11,72,5,False
2009-02-17,7,5,10,88,5,False
2009-02-18,10,6,11,78,5,False
2009-02-19,8,5,10,82,5,False
2009-02-20,6,5,9,66,4,False
2009-02-21,7,2,6,50,4,False
2009-02-22,4,4,8,55,5,False
2009-02-23,3,5,10,72,3,False
2009-02-24,11,6,10,70,6,False
2009-02-25,20,5,10,78,4,False
2009-02-26,16,3,11,77,6,False
2009-02-27,6,5,11,62,5,False
2009-02-28,9,2,5,51,8,False
2009-03-01,9,5,8,57,5,False
2009-03-02,7,7,10,87,4,False
2009-03-03,8,4,9,74,5,False
2009-03-04,10,3,9,84,4,False
2009-03-05,7,5,15,76,5,False
2009-03-06,5,2,13,66,5,False
2009-03-07,6,2,8,57,5,False
2009-03-08,4,3,5,58,4,False
2009-03-09,3,4,10,75,2,False
2009-03-10,4,3,9,75,3,False
2009-03-11,6,4,12,90,4,False
2009-03-12,4,4,7,84,4,False
2009-03-13,3,3,6,66,6,False
2009-03-14,6,3,5,57,5,False
2009-03-15,2,2,5,58,2,False
2009-03-16,7,1,7,70,2,False
2009-03-17,4,4,12,73,3,False
2009-03-18,4,4,14,66,3,False
2009-03-19,5,12,14,75,3,False
2009-03-20,4,3,10,68,4,False
2009-03-21,5,2,6,60,5,False
2009-03-22,3,2,8,52,4,False
2009-03-23,5,4,13,72,5,False
2009-03-24,6,2,11,81,5,False
2009-03-25,4,5,13,82,4,False
2009-03-26,4,6,10,73,3,False
2009-03-27,3,1,10,68,3,False
2009-03-28,2,3,10,54,5,False
2009-03-29,3,3,5,54,5,False
2009-03-30,3,2,10,77,3,False
2009-03-31,3,5,8,76,7,False
2009-04-01,9,5,10,78,7,False
2009-04-02,6,5,12,66,5,False
2009-04-03,3,4,12,64,3,False
2009-04-04,2,2,7,57,0,False
2009-04-05,3,4,9,52,8,False
2009-04-06,3,5,13,78,5,False
2009-04-07,4,5,11,83,4,False
2009-04-08,3,4,14,76,5,False
2009-04-09,3,3,5,78,6,False
2009-04-10,3,3,7,66,3,False
2009-04-11,6,3,5,47,6,False
2009-04-12,2,3,6,44,1,False
2009-04-13,3,4,10,93,4,False
2009-04-14,3,5,12,94,4,False
2009-04-15,7,5,7,77,6,False
2009-04-16,4,5,11,79,4,False
2009-04-17,2,6,12,79,3,False
2009-04-18,2,2,6,54,4,False
2009-04-19,7,4,8,69,3,False
2009-04-20,5,8,10,81,7,False
2009-04-21,5,6,13,88,3,False
2009-04-22,3,3,11,75,2,False
2009-04-23,2,2,13,72,5,False
2009-04-24,2,3,9,66,3,False
2009-04-25,3,4,7,55,5,False
2009-04-26,5,3,11,56,7,False
2009-04-27,3,6,10,85,1,False
2009-04-28,4,6,11,86,3,False
2009-04-29,2,6,10,77,9,False
2009-04-30,3,5,10,64,4,False
2009-05-01,4,4,7,68,3,False
2009-05-02,4,5,5,43,5,False
2009-05-03,5,4,8,64,2,False
2009-05-04,4,2,10,100,3,False
2009-05-05,4,3,13,74,4,False
2009-05-06,3,7,9,69,4,False
2009-05-07,3,3,15,78,4,False
2009-05-08,3,4,14,74,6,False
2009-05-09,3,2,6,62,7,False
2009-05-10,2,1,9,56,6,False
2009-05-11,2,4,12,81,5,False
2009-05-12,2,4,9,78,6,False
2009-05-13,1,3,8,79,2,False
2009-05-14,2,4,7,73,3,False
2009-05-15,2,2,10,63,4,False
2009-05-16,2,4,5,61,1,False
2009-05-17,5,4,9,51,6,False
2009-05-18,4,5,7,75,3,False
2009-05-19,3,4,7,69,3,False
2009-05-20,3,3,8,68,3,False
2009-05-21,3,5,8,72,2,False
2009-05-22,3,3,9,74,2,False
2009-05-23,5,6,6,52,3,False
2009-05-24,4,2,4,62,4,False
2009-05-25,2,2,5,61,5,False
2009-05-26,3,3,10,68,6,False
2009-05-27,3,3,8,89,3,False
2009-05-28,3,2,8,90,3,False
2009-05-29,2,3,5,67,2,False
2009-05-30,2,3,5,56,2,False
2009-05-31,2,3,5,58,2,False
2009-06-01,4,3,6,93,4,False
2009-06-02,4,2,7,78,5,False
2009-06-03,4,5,12,82,5,False
2009-06-04,2,3,8,79,4,False
2009-06-05,2,2,7,67,4,False
2009-06-06,10,5,4,47,5,False
2009-06-07,5,2,7,57,2,False
2009-06-08,4,2,10,66,4,False
2009-06-09,5,3,11,74,7,False
2009-06-10,4,4,10,81,4,False
2009-06-11,4,3,10,70,4,False
2009-06-12,3,3,11,62,4,False
2009-06-13,6,3,10,41,4,False
2009-06-14,7,1,8,61,3,False
2009-06-15,3,4,13,84,6,False
2009-06-16,2,2,10,85,6,False
2009-06-17,2,6,5,77,4,False
2009-06-18,3,4,4,61,4,False
2009-06-19,2,2,6,73,1,False
2009-06-20,6,2,3,45,1,False
2009-06-21,4,3,5,67,4,False
2009-06-22,1,3,8,67,8,False
2009-06-23,4,4,5,72,2,False
2009-06-24,1,2,11,79,6,False
2009-06-25,7,3,10,68,2,False
2009-06-26,5,4,7,61,2,False
2009-06-27,4,7,6,52,3,False
2009-06-28,5,2,4,46,2,False
2009-06-29,5,2,6,65,5,False
2009-06-30,4,3,5,79,4,False
2009-07-01,2,3,6,75,4,False
2009-07-02,2,4,10,62,4,False
2009-07-03,1,0,4,49,1,False
2009-07-04,5,6,6,39,4,False
2009-07-05,2,2,3,35,7,False
2009-07-06,2,4,9,71,8,False
2009-07-07,3,3,13,64,7,False
2009-07-08,3,2,12,77,2,False
2009-07-09,3,4,6,78,2,False
2009-07-10,3,3,6,65,3,False
2009-07-11,8,6,6,47,6,False
2009-07-12,3,2,6,55,4,False
2009-07-13,2,5,12,62,3,False
2009-07-14,3,4,9,71,5,False
2009-07-15,4,4,9,73,6,False
2009-07-16,2,1,7,62,2,False
2009-07-17,4,3,7,72,5,False
2009-07-18,6,6,6,54,6,False
2009-07-19,4,2,5,47,6,False
2009-07-20,3,2,10,67,6,False
2009-07-21,2,4,8,86,4,False
2009-07-22,2,4,9,77,8,False
2009-07-23,3,4,12,72,3,False
2009-07-24,2,2,6,81,3,False
2009-07-25,2,2,7,61,6,False
2009-07-26,6,2,11,49,2,False
2009-07-27,2,6,8,80,3,False
2009-07-28,4,1,3,74,5,False
2009-07-29,3,8,11,82,2,False
2009-07-30,3,2,11,71,6,False
2009-07-31,1,4,5,77,2,False
