date,destitute,extravagant,fire,gamble,hole,isPartial
2004-04-11,0,1,71,0,9,False
2004-04-12,0,0,0,0,0,True
2004-04-13,0,0,0,0,0,True
2004-04-14,0,0,48,2,9,False
2004-04-15,0,0,59,2,10,False
2004-04-16,0,0,57,3,10,False
2004-04-17,0,0,50,2,16,False
2004-04-18,0,0,64,3,12,False
2004-04-19,0,0,51,4,12,False
2004-04-20,0,0,57,3,9,False
2004-04-21,0,0,66,3,9,False
2004-04-22,0,0,53,3,13,False
2004-04-23,0,0,58,2,41,False
2004-04-24,0,0,71,2,22,False
2004-04-25,0,0,68,2,16,False
2004-04-26,0,0,75,2,11,False
2004-04-27,0,0,60,2,11,False
2004-04-28,0,0,64,2,10,False
2004-04-29,0,1,53,3,11,False
2004-04-30,0,0,58,5,9,False
2004-05-01,0,0,62,2,16,False
2004-05-02,0,0,67,3,9,False
2004-05-03,0,0,57,2,13,False
2004-05-04,0,0,68,2,12,False
2004-05-05,0,0,61,3,12,False
2004-05-06,0,0,57,2,12,False
2004-05-07,0,0,57,3,8,False
2004-05-08,0,0,55,3,15,False
2004-05-09,0,0,76,3,16,False
2004-05-10,0,0,67,3,14,False
2004-05-11,0,0,61,2,10,False
2004-05-12,0,0,55,2,14,False
2004-05-13,0,0,54,2,13,False
2004-05-14,0,0,58,2,12,False
2004-05-15,0,0,56,2,12,False
2004-05-16,0,0,72,3,11,False
2004-05-17,0,0,59,2,12,False
2004-05-18,0,0,57,4,13,False
2004-05-19,0,0,54,3,14,False
2004-05-20,0,0,60,2,11,False
2004-05-21,0,1,61,2,12,False
2004-05-22,0,0,53,2,12,False
2004-05-23,0,0,67,2,12,False
2004-05-24,0,0,57,2,11,False
2004-05-25,0,0,60,3,10,False
2004-05-26,0,0,57,1,12,False
2004-05-27,0,0,61,3,11,False
2004-05-28,0,0,60,2,12,False
2004-05-29,0,0,62,0,14,False
2004-05-30,0,0,67,2,17,False
2004-05-31,0,0,65,3,15,False
2004-06-01,0,0,61,2,14,False
2004-06-02,0,0,63,3,12,False
2004-06-03,0,0,61,3,12,False
2004-06-04,0,0,64,1,13,False
2004-06-05,0,0,69,3,10,False
2004-06-06,0,0,72,1,13,False
2004-06-07,0,0,66,1,11,False
2004-06-08,0,0,59,2,12,False
2004-06-09,0,0,58,2,13,False
2004-06-10,0,0,56,3,14,False
2004-06-11,0,0,62,2,14,False
2004-06-12,0,0,70,3,14,False
2004-06-13,0,0,65,2,14,False
2004-06-14,0,0,61,2,17,False
2004-06-15,0,0,52,1,13,False
2004-06-16,0,0,59,3,12,False
2004-06-17,0,0,55,4,10,False
2004-06-18,0,0,57,4,12,False
2004-06-19,0,0,59,2,18,False
2004-06-20,0,1,66,2,13,False
2004-06-21,0,0,54,3,13,False
2004-06-22,0,0,63,3,14,False
2004-06-23,0,0,57,2,13,False
2004-06-24,0,0,65,2,14,False
2004-06-25,0,1,60,2,12,False
2004-06-26,0,0,50,2,16,False
2004-06-27,0,0,65,2,13,False
2004-06-28,0,0,53,2,12,False
2004-06-29,0,0,66,1,14,False
2004-06-30,0,0,62,2,10,False
2004-07-01,0,0,69,3,10,False
2004-07-02,0,0,75,2,13,False
2004-07-03,0,0,93,0,9,False
2004-07-04,0,0,100,2,12,False
2004-07-05,0,0,78,1,14,False
2004-07-06,0,0,62,2,10,False
2004-07-07,0,0,67,2,10,False
2004-07-08,0,0,62,2,10,False
2004-07-09,0,0,64,4,13,False
2004-07-10,0,0,63,1,15,False
2004-07-11,0,0,69,2,14,False
2004-07-12,0,0,61,3,13,False
2004-07-13,0,0,62,1,11,False
2004-07-14,0,0,56,1,17,False
2004-07-15,0,0,70,2,15,False
2004-07-16,0,0,75,2,12,False
2004-07-17,0,0,76,2,14,False
2004-07-18,0,0,74,1,16,False
2004-07-19,0,0,69,3,12,False
2004-07-20,0,0,60,3,10,False
2004-07-21,0,0,58,3,12,False
2004-07-22,0,0,55,2,11,False
2004-07-23,0,0,63,1,12,False
2004-07-24,0,0,57,2,12,False
2004-07-25,0,0,54,2,15,False
2004-07-26,0,0,57,3,14,False
2004-07-27,0,0,57,2,14,False
2004-07-28,0,0,56,1,13,False
2004-07-29,0,0,64,1,13,False
2004-07-30,0,0,58,1,12,False
2004-07-31,0,0,59,4,15,False
2004-08-01,0,0,58,2,13,False
2004-08-02,0,0,64,4,10,False
2004-08-03,0,0,54,3,11,False
2004-08-04,0,0,58,2,12,False
2004-08-05,0,0,63,4,11,False
2004-08-06,0,0,61,4,10,False
2004-08-07,0,0,55,2,14,False
2004-08-08,0,0,57,3,14,False
2004-08-09,0,0,59,2,10,False
2004-08-10,0,0,66,3,10,False
2004-08-11,0,0,55,4,12,False
2004-08-12,0,0,61,2,10,False
2004-08-13,0,0,53,2,13,False
2004-08-14,0,0,59,2,16,False
2004-08-15,0,0,65,3,11,False
2004-08-16,0,0,56,2,12,False
2004-08-17,0,0,53,2,10,False
2004-08-18,0,0,56,3,10,False
2004-08-19,0,0,64,2,10,False
2004-08-20,0,0,52,3,11,False
2004-08-21,0,0,60,2,13,False
2004-08-22,0,0,62,2,12,False
2004-08-23,0,0,56,3,12,False
2004-08-24,0,0,61,3,9,False
2004-08-25,0,0,46,3,12,False
2004-08-26,0,0,55,2,12,False
2004-08-27,0,0,61,3,15,False
2004-08-28,0,0,52,2,13,False
2004-08-29,0,0,52,1,13,False
2004-08-30,0,0,60,2,11,False
2004-08-31,0,0,58,2,9,False
2004-09-01,0,0,58,4,11,False
2004-09-02,0,0,52,2,9,False
2004-09-03,0,0,57,2,15,False
2004-09-04,0,0,60,1,10,False
2004-09-05,0,0,56,4,12,False
2004-09-06,0,0,62,2,12,False
2004-09-07,0,0,64,2,11,False
2004-09-08,0,0,59,2,11,False
2004-09-09,0,0,59,1,10,False
2004-09-10,0,0,54,3,11,False
2004-09-11,0,0,62,2,13,False
2004-09-12,0,0,61,1,12,False
2004-09-13,0,0,62,2,8,False
2004-09-14,0,0,52,3,10,False
2004-09-15,0,0,66,3,11,False
2004-09-16,0,0,62,2,11,False
2004-09-17,0,0,58,4,9,False
2004-09-18,0,0,66,3,11,False
2004-09-19,0,0,69,2,12,False
2004-09-20,0,0,70,3,13,False
2004-09-21,0,0,63,3,10,False
2004-09-22,0,0,58,2,12,False
2004-09-23,0,0,57,4,10,False
2004-09-24,0,0,60,4,11,False
2004-09-25,0,0,64,3,13,False
2004-09-26,0,0,59,1,11,False
