date,destitute,extravagant,fire,gamble,hole,isPartial
2004-01-01,0,0,50,0,11,False
2004-01-02,0,0,57,2,16,False
2004-01-03,0,0,54,0,17,False
2004-01-04,0,0,55,2,12,False
2004-01-05,0,0,63,0,12,False
2004-01-06,0,0,48,3,13,False
2004-01-07,0,1,48,5,12,False
2004-01-08,0,0,51,3,13,False
2004-01-09,0,0,49,1,11,False
2004-01-10,0,0,50,2,12,False
2004-01-11,0,0,49,1,14,False
2004-01-12,0,0,56,2,9,False
2004-01-13,0,0,56,2,8,False
2004-01-14,0,0,56,1,12,False
2004-01-15,0,0,55,3,12,False
2004-01-16,0,0,57,3,11,False
2004-01-17,0,0,51,2,10,False
2004-01-18,0,0,44,0,11,False
2004-01-19,0,0,53,4,10,False
2004-01-20,0,0,58,2,11,False
2004-01-21,0,0,55,4,10,False
2004-01-22,0,0,59,2,11,False
2004-01-23,0,0,56,2,13,False
2004-01-24,0,0,51,4,9,False
2004-01-25,0,0,52,2,15,False
2004-01-26,0,0,56,2,12,False
2004-01-27,0,0,53,2,12,False
2004-01-28,0,1,54,2,12,False
2004-01-29,0,0,55,2,10,False
2004-01-30,0,0,54,1,10,False
2004-01-31,0,0,52,1,11,False
2004-02-01,0,0,51,3,12,False
2004-02-02,0,0,47,2,8,False
2004-02-03,0,0,48,3,12,False
2004-02-04,0,0,58,2,11,False
2004-02-05,0,0,54,2,8,False
2004-02-06,0,0,52,2,10,False
2004-02-07,0,1,58,1,14,False
2004-02-08,0,0,59,1,11,False
2004-02-09,0,0,57,2,12,False
2004-02-10,0,0,47,3,9,False
2004-02-11,0,0,52,3,11,False
2004-02-12,0,0,53,2,10,False
2004-02-13,0,0,57,2,10,False
2004-02-14,0,0,55,2,13,False
2004-02-15,0,0,53,2,12,False
2004-02-16,0,0,50,4,13,False
2004-02-17,0,0,52,3,11,False
2004-02-18,0,0,59,3,13,False
2004-02-19,0,0,58,3,17,False
2004-02-20,0,0,51,3,16,False
2004-02-21,0,0,48,2,13,False
2004-02-22,0,0,48,1,17,False
2004-02-23,0,0,57,2,11,False
2004-02-24,0,0,58,4,12,False
2004-02-25,0,0,61,3,10,False
2004-02-26,0,0,54,1,10,False
2004-02-27,0,0,59,3,11,False
2004-02-28,0,0,49,0,9,False
2004-02-29,0,1,54,1,13,False
2004-03-01,0,0,51,2,7,False
2004-03-02,0,0,49,1,10,False
2004-03-03,0,0,54,2,10,False
2004-03-04,0,0,56,4,10,False
2004-03-05,0,0,44,1,14,False
2004-03-06,0,0,56,2,9,False
2004-03-07,0,0,67,0,20,False
2004-03-08,0,0,0,0,0,True
2004-03-09,0,0,0,0,0,True
2004-03-10,0,0,61,2,9,False
2004-03-11,0,0,57,4,16,False
2004-03-12,0,0,51,2,10,False
2004-03-13,0,0,51,4,12,False
2004-03-14,0,0,62,2,15,False
2004-03-15,0,0,56,2,12,False
2004-03-16,0,0,48,1,9,False
2004-03-17,0,0,57,4,14,False
2004-03-18,0,0,50,3,11,False
2004-03-19,0,0,57,2,13,False
2004-03-20,0,0,52,1,15,False
2004-03-21,0,0,56,2,11,False
2004-03-22,0,0,67,2,9,False
2004-03-23,0,0,0,0,0,True
2004-03-24,0,0,48,3,9,False
2004-03-25,0,0,50,2,9,False
2004-03-26,0,0,70,1,14,False
2004-03-27,0,0,58,3,10,False
2004-03-28,0,0,54,2,11,False
2004-03-29,0,0,55,3,9,False
2004-03-30,0,0,57,3,13,False
2004-03-31,0,0,61,3,10,False
2004-04-01,0,0,61,3,11,False
2004-04-02,0,0,52,4,7,False
2004-04-03,0,0,56,3,13,False
2004-04-04,0,0,52,2,9,False
2004-04-05,0,0,55,3,8,False
2004-04-06,0,0,49,3,10,False
2004-04-07,0,0,53,4,13,False
2004-04-08,0,0,59,2,12,False
2004-04-09,0,0,54,4,9,False
2004-04-10,0,0,48,4,11,False
