date,destitute,extravagant,fire,gamble,hole,isPartial
2008-11-13,0,0,46,2,8,False
2008-11-14,0,0,73,2,9,False
2008-11-15,0,0,92,1,9,False
2008-11-16,0,0,100,1,10,False
2008-11-17,0,0,68,1,10,False
2008-11-18,0,0,54,2,9,False
2008-11-19,0,0,51,1,9,False
2008-11-20,0,0,49,1,8,False
2008-11-21,0,0,47,1,9,False
2008-11-22,0,0,52,1,10,False
2008-11-23,0,0,49,1,10,False
2008-11-24,0,0,46,1,8,False
2008-11-25,0,0,45,1,9,False
2008-11-26,0,0,43,1,7,False
2008-11-27,0,0,42,1,9,False
2008-11-28,0,0,44,1,8,False
2008-11-29,0,0,45,1,8,False
2008-11-30,0,0,47,1,10,False
2008-12-01,0,0,45,2,9,False
2008-12-02,0,0,44,2,9,False
2008-12-03,0,0,47,2,9,False
2008-12-04,0,0,45,2,9,False
2008-12-05,0,0,48,2,9,False
2008-12-06,0,0,46,1,9,False
2008-12-07,0,0,45,1,11,False
2008-12-08,0,0,48,2,9,False
2008-12-09,0,0,48,1,10,False
2008-12-10,0,0,46,2,9,False
2008-12-11,0,0,46,2,10,False
2008-12-12,0,0,44,2,9,False
2008-12-13,0,0,49,1,10,False
2008-12-14,0,0,49,1,12,False
2008-12-15,0,0,46,1,10,False
2008-12-16,0,0,45,1,9,False
2008-12-17,0,0,44,1,10,False
2008-12-18,0,0,45,1,10,False
2008-12-19,0,0,44,1,9,False
2008-12-20,0,0,44,1,10,False
2008-12-21,0,0,46,1,10,False
2008-12-22,0,0,47,1,10,False
2008-12-23,0,0,47,1,10,False
2008-12-24,0,0,43,1,10,False
2008-12-25,0,0,44,1,9,False
2008-12-26,0,0,43,1,9,False
2008-12-27,0,0,46,1,10,False
2008-12-28,0,0,43,1,14,False
2008-12-29,0,0,46,1,13,False
2008-12-30,0,0,46,1,11,False
2008-12-31,0,0,45,1,10,False
2009-01-01,0,0,49,2,11,False
2009-01-02,0,0,44,2,13,False
2009-01-03,0,0,48,1,11,False
2009-01-04,0,0,46,2,11,False
2009-01-05,0,0,46,1,9,False
2009-01-06,0,0,47,2,9,False
2009-01-07,0,0,47,2,9,False
2009-01-08,0,0,47,1,11,False
2009-01-09,0,0,47,1,10,False
