date,partnership,patron,patronage,precious,priceless,isPartial
2008-11-13,74,39,1,40,9,False
2008-11-14,47,37,1,42,11,False
2008-11-15,32,46,0,38,12,False
2008-11-16,28,58,0,46,14,False
2008-11-17,73,38,0,48,8,False
2008-11-18,63,38,3,33,14,False
2008-11-19,67,37,3,35,10,False
2008-11-20,61,42,3,38,7,False
2008-11-21,57,43,3,34,10,False
2008-11-22,34,28,0,48,5,False
2008-11-23,23,53,1,47,10,False
2008-11-24,69,37,0,46,13,False
2008-11-25,56,30,1,56,17,False
2008-11-26,38,36,2,45,7,False
2008-11-27,21,36,0,48,12,False
2008-11-28,35,31,1,45,17,False
2008-11-29,31,26,1,46,16,False
2008-11-30,33,49,1,58,12,False
2008-12-01,65,28,1,53,13,False
2008-12-02,62,31,4,50,13,False
2008-12-03,79,35,2,55,11,False
2008-12-04,74,42,3,51,11,False
2008-12-05,59,46,3,38,13,False
2008-12-06,33,41,4,68,2,False
2008-12-07,32,43,1,54,10,False
2008-12-08,62,35,5,41,12,False
2008-12-09,60,43,2,47,14,False
2008-12-10,59,33,6,42,8,False
2008-12-11,56,33,2,56,12,False
2008-12-12,57,35,5,51,13,False
2008-12-13,28,36,5,54,10,False
2008-12-14,28,64,3,63,11,False
2008-12-15,56,47,2,53,13,False
2008-12-16,53,50,3,39,15,False
2008-12-17,64,43,2,38,10,False
2008-12-18,36,53,4,54,12,False
2008-12-19,46,38,1,52,10,False
2008-12-20,20,44,0,40,16,False
2008-12-21,21,57,0,36,14,False
2008-12-22,38,36,0,47,10,False
2008-12-23,58,32,2,40,7,False
2008-12-24,26,53,1,46,15,False
2008-12-25,21,67,0,42,9,False
2008-12-26,23,37,0,45,11,False
2008-12-27,8,42,0,38,8,False
2008-12-28,21,31,0,47,7,False
2008-12-29,47,38,3,57,12,False
2008-12-30,50,34,0,45,15,False
2008-12-31,46,56,1,42,14,False
2009-01-01,22,50,0,48,12,False
2009-01-02,32,42,0,38,13,False
2009-01-03,19,59,3,50,10,False
2009-01-04,23,44,1,44,15,False
2009-01-05,68,31,1,50,10,False
2009-01-06,86,36,1,33,10,False
2009-01-07,71,34,0,43,10,False
2009-01-08,65,34,1,53,10,False
2009-01-09,59,32,2,39,17,False
2009-01-10,31,39,0,52,7,False
2009-01-11,32,47,0,39,9,False
2009-01-12,55,28,0,47,10,False
2009-01-13,66,35,0,48,7,False
2009-01-14,66,26,3,36,12,False
2009-01-15,72,29,2,40,5,False
2009-01-16,62,32,3,51,15,False
2009-01-17,26,30,1,36,16,False
2009-01-18,28,38,1,36,13,False
2009-01-19,55,27,1,37,13,False
2009-01-20,63,29,2,31,7,False
2009-01-21,71,39,4,41,15,False
2009-01-22,67,22,1,44,8,False
2009-01-23,77,37,2,40,8,False
2009-01-24,17,35,5,58,12,False
2009-01-25,27,38,2,50,6,False
2009-01-26,56,31,1,43,10,False
2009-01-27,82,43,1,45,15,False
2009-01-28,61,34,2,42,9,False
2009-01-29,71,30,0,35,6,False
2009-01-30,60,37,2,45,6,False
2009-01-31,29,35,0,42,10,False
2009-02-01,34,34,0,53,6,False
2009-02-02,69,36,1,42,8,False
2009-02-03,78,41,5,56,9,False
2009-02-04,61,38,2,42,9,False
2009-02-05,73,36,2,41,8,False
2009-02-06,66,35,1,33,8,False
2009-02-07,36,39,5,59,12,False
2009-02-08,46,49,1,44,11,False
2009-02-09,65,29,3,41,5,False
2009-02-10,72,32,3,39,7,False
2009-02-11,68,32,2,43,7,False
2009-02-12,68,34,2,40,10,False
2009-02-13,49,31,4,40,7,False
2009-02-14,25,43,2,50,12,False
2009-02-15,30,36,3,36,8,False
2009-02-16,57,30,0,45,17,False
2009-02-17,67,35,0,46,8,False
2009-02-18,71,39,2,43,8,False
2009-02-19,66,37,2,41,7,False
2009-02-20,60,39,2,49,14,False
2009-02-21,46,33,1,52,16,False
2009-02-22,46,38,0,63,6,False
2009-02-23,57,35,3,50,10,False
2009-02-24,87,35,2,47,9,False
2009-02-25,66,31,2,52,10,False
2009-02-26,68,32,4,40,6,False
2009-02-27,58,31,2,55,7,False
2009-02-28,31,35,2,41,12,False
2009-03-01,35,42,2,60,2,False
2009-03-02,66,25,3,47,4,False
2009-03-03,66,38,3,40,11,False
2009-03-04,84,42,4,57,7,False
2009-03-05,85,33,6,40,10,False
2009-03-06,66,38,2,40,8,False
2009-03-07,27,40,0,47,6,False
2009-03-08,27,34,2,52,6,False
2009-03-09,62,38,1,42,8,False
2009-03-10,72,34,3,43,5,False
2009-03-11,85,26,1,43,10,False
2009-03-12,71,35,2,58,6,False
2009-03-13,72,38,3,41,10,False
2009-03-14,39,40,2,41,8,False
2009-03-15,34,37,2,47,2,False
2009-03-16,66,40,2,35,5,False
2009-03-17,68,56,2,49,8,False
2009-03-18,66,34,2,42,7,False
2009-03-19,67,39,2,40,9,False
2009-03-20,62,32,2,42,7,False
2009-03-21,47,41,0,47,6,False
2009-03-22,45,49,2,38,6,False
2009-03-23,72,36,2,52,11,False
2009-03-24,83,39,0,41,6,False
2009-03-25,67,47,1,49,7,False
2009-03-26,78,37,2,45,6,False
2009-03-27,63,33,1,35,6,False
2009-03-28,33,33,0,39,13,False
2009-03-29,42,41,1,46,9,False
2009-03-30,71,27,1,32,11,False
2009-03-31,82,29,2,50,11,False
2009-04-01,79,35,1,51,5,False
2009-04-02,77,39,2,54,9,False
2009-04-03,61,38,3,44,7,False
2009-04-04,32,39,0,34,6,False
2009-04-05,38,37,1,56,15,False
2009-04-06,68,42,2,37,10,False
2009-04-07,76,39,1,43,9,False
2009-04-08,72,37,2,40,6,False
2009-04-09,82,35,2,48,10,False
2009-04-10,46,42,3,58,8,False
