date,cost,crisis,deficit,depreciation,domination,isPartial
2008-03-04,91,10,2,2,1,False
2008-03-05,80,12,3,3,1,False
2008-03-06,85,12,3,2,2,False
2008-03-07,81,10,2,2,2,False
2008-03-08,66,9,2,2,2,False
2008-03-09,79,10,2,2,2,False
2008-03-10,88,11,2,2,1,False
2008-03-11,89,11,3,2,1,False
2008-03-12,87,10,2,3,1,False
2008-03-13,86,10,3,2,1,False
2008-03-14,80,11,2,2,1,False
2008-03-15,74,9,2,2,2,False
2008-03-16,78,13,2,1,2,False
2008-03-17,88,13,3,2,1,False
2008-03-18,89,12,2,2,1,False
2008-03-19,85,12,3,2,2,False
2008-03-20,83,11,1,1,1,False
2008-03-21,75,10,2,2,1,False
2008-03-22,86,9,2,2,2,False
2008-03-23,82,15,1,1,2,False
2008-03-24,91,13,2,2,1,False
2008-03-25,84,16,2,2,1,False
2008-03-26,86,16,2,3,1,False
2008-03-27,89,19,3,3,1,False
2008-03-28,88,17,2,2,2,False
2008-03-29,76,15,2,2,1,False
2008-03-30,83,19,2,2,1,False
2008-03-31,85,17,3,3,1,False
2008-04-01,87,18,2,3,1,False
2008-04-02,93,18,3,3,1,False
2008-04-03,92,16,3,3,1,False
2008-04-04,81,14,2,2,1,False
2008-04-05,79,16,2,2,2,False
2008-04-06,88,17,2,2,2,False
2008-04-07,90,16,3,3,1,False
2008-04-08,96,17,3,2,1,False
2008-04-09,83,18,2,2,1,False
2008-04-10,90,14,3,2,1,False
2008-04-11,84,11,3,2,1,False
2008-04-12,74,13,2,4,2,False
2008-04-13,86,15,2,4,1,False
2008-04-14,98,16,2,3,1,False
2008-04-15,100,17,3,3,1,False
2008-04-16,90,15,3,2,1,False
2008-04-17,88,17,3,2,1,False
2008-04-18,81,13,2,1,1,False
2008-04-19,78,12,2,1,1,False
2008-04-20,86,16,2,0,1,False
2008-04-21,96,17,3,2,2,False
2008-04-22,90,15,3,2,1,False
2008-04-23,94,16,3,2,1,False
2008-04-24,88,16,3,2,2,False
2008-04-25,82,15,4,2,1,False
2008-04-26,76,12,1,1,2,False
2008-04-27,87,18,4,1,1,False
2008-04-28,90,17,2,2,1,False
2008-04-29,87,16,3,2,2,False
2008-04-30,94,19,3,2,2,False
2008-05-01,88,13,2,3,1,False
2008-05-02,83,14,2,2,1,False
2008-05-03,76,10,2,1,1,False
2008-05-04,87,14,2,1,1,False
2008-05-05,96,14,2,2,1,False
2008-05-06,89,17,2,2,1,False
2008-05-07,90,14,3,2,1,False
2008-05-08,93,15,3,3,1,False
2008-05-09,81,14,3,1,1,False
2008-05-10,74,13,2,1,2,False
2008-05-11,76,13,1,1,3,False
2008-05-12,88,13,2,1,1,False
2008-05-13,87,14,2,2,1,False
2008-05-14,88,15,3,1,2,False
2008-05-15,88,14,2,2,1,False
2008-05-16,79,12,2,1,2,False
2008-05-17,64,9,2,0,2,False
2008-05-18,77,14,2,1,2,False
2008-05-19,88,14,2,2,1,False
2008-05-20,88,12,2,2,2,False
2008-05-21,92,13,2,2,1,False
2008-05-22,89,15,3,2,1,False
2008-05-23,86,11,2,2,1,False
2008-05-24,69,9,1,1,1,False
2008-05-25,78,11,1,1,1,False
2008-05-26,87,14,2,1,1,False
2008-05-27,86,13,2,1,1,False
2008-05-28,88,12,1,1,2,False
2008-05-29,89,12,2,2,1,False
2008-05-30,82,9,2,2,1,False
2008-05-31,75,10,1,1,2,False
2008-06-01,83,11,1,1,1,False
2008-06-02,84,11,2,2,1,False
2008-06-03,82,12,2,2,1,False
2008-06-04,85,11,2,1,1,False
2008-06-05,89,10,2,1,1,False
2008-06-06,84,8,2,1,1,False
2008-06-07,75,11,1,1,2,False
2008-06-08,85,10,2,1,2,False
2008-06-09,91,9,2,1,1,False
2008-06-10,95,12,2,2,2,False
2008-06-11,87,10,2,2,1,False
2008-06-12,87,9,2,1,2,False
2008-06-13,81,9,2,1,1,False
2008-06-14,74,9,1,1,1,False
2008-06-15,75,8,1,0,1,False
2008-06-16,88,11,1,1,1,False
2008-06-17,84,11,2,2,1,False
2008-06-18,84,10,2,1,1,False
2008-06-19,88,8,2,1,1,False
2008-06-20,79,8,1,1,1,False
2008-06-21,74,11,1,1,3,False
2008-06-22,84,10,1,1,2,False
2008-06-23,83,11,1,1,1,False
2008-06-24,84,9,2,1,1,False
2008-06-25,86,8,2,1,1,False
2008-06-26,78,10,1,2,1,False
2008-06-27,79,10,1,1,1,False
2008-06-28,73,9,1,2,2,False
2008-06-29,81,9,1,1,1,False
2008-06-30,87,10,1,1,1,False
2008-07-01,83,8,2,1,1,False
2008-07-02,82,11,1,1,2,False
2008-07-03,78,9,1,2,2,False
2008-07-04,74,7,0,1,1,False
2008-07-05,71,9,1,1,1,False
2008-07-06,85,10,1,1,3,False
2008-07-07,91,9,2,1,1,False
2008-07-08,85,11,2,2,1,False
2008-07-09,90,8,2,2,1,False
2008-07-10,88,9,2,1,1,False
2008-07-11,82,8,1,1,1,False
2008-07-12,79,8,2,0,1,False
2008-07-13,83,7,2,2,1,False
2008-07-14,90,11,2,1,1,False
2008-07-15,87,13,1,1,1,False
2008-07-16,84,10,1,1,2,False
2008-07-17,88,9,2,1,1,False
2008-07-18,85,10,1,1,2,False
2008-07-19,72,8,2,1,2,False
2008-07-20,76,8,2,1,2,False
2008-07-21,93,10,1,2,2,False
2008-07-22,89,11,1,2,1,False
2008-07-23,86,10,2,1,2,False
2008-07-24,80,10,2,1,1,False
2008-07-25,84,7,1,1,1,False
2008-07-26,80,9,2,1,1,False
2008-07-27,80,10,1,1,1,False
2008-07-28,89,8,5,2,1,False
2008-07-29,77,9,5,1,1,False
2008-07-30,78,9,4,2,2,False
2008-07-31,84,9,2,2,1,False
2008-08-01,78,10,2,2,1,False
2008-08-02,73,6,2,0,2,False
2008-08-03,79,7,2,0,1,False
2008-08-04,81,9,2,2,1,False
2008-08-05,84,9,1,1,1,False
2008-08-06,81,10,2,2,1,False
2008-08-07,79,10,3,1,1,False
2008-08-08,76,9,2,2,1,False
2008-08-09,69,9,2,0,1,False
2008-08-10,69,8,2,1,1,False
2008-08-11,82,9,1,1,2,False
2008-08-12,77,7,2,2,1,False
2008-08-13,81,8,2,2,1,False
2008-08-14,79,9,2,1,1,False
2008-08-15,76,8,1,2,1,False
2008-08-16,68,7,2,1,1,False
2008-08-17,72,7,1,1,1,False
2008-08-18,79,9,2,1,1,False
2008-08-19,76,11,2,2,1,False
2008-08-20,79,8,2,2,2,False
2008-08-21,73,7,1,1,1,False
2008-08-22,79,8,2,1,1,False
2008-08-23,68,7,1,1,1,False
2008-08-24,75,8,1,1,2,False
2008-08-25,79,8,2,2,2,False
2008-08-26,80,8,2,1,2,False
2008-08-27,80,10,2,1,1,False
2008-08-28,77,10,2,2,1,False
2008-08-29,67,8,2,2,1,False
2008-08-30,63,8,2,1,1,False
2008-08-31,65,9,1,0,2,False
2008-09-01,73,8,2,1,1,False
2008-09-02,76,10,2,1,1,False
2008-09-03,77,9,2,2,1,False
2008-09-04,78,8,4,1,1,False
2008-09-05,80,7,3,2,1,False
2008-09-06,68,10,4,1,2,False
2008-09-07,71,9,3,1,2,False
2008-09-08,87,10,2,1,2,False
2008-09-09,78,11,4,1,1,False
2008-09-10,80,9,4,1,1,False
2008-09-11,81,9,2,1,1,False
2008-09-12,78,11,3,2,1,False
2008-09-13,67,10,3,1,2,False
2008-09-14,72,12,2,1,2,False
2008-09-15,87,16,3,2,2,False
