date,warfare,waste,bankrupt,bankruptcy,beggar,isPartial
2012-05-06,31,38,5,28,1,False
2012-05-07,26,73,5,51,0,False
2012-05-08,29,74,5,48,1,False
2012-05-09,29,71,5,52,1,False
2012-05-10,26,61,6,51,1,False
2012-05-11,25,63,6,45,1,False
2012-05-12,27,45,5,29,1,False
2012-05-13,31,35,4,26,1,False
2012-05-14,23,65,7,61,1,False
2012-05-15,22,77,5,57,1,False
2012-05-16,28,69,5,51,0,False
2012-05-17,25,65,4,51,1,False
2012-05-18,22,63,5,49,1,False
2012-05-19,28,47,4,27,1,False
2012-05-20,27,48,5,28,1,False
2012-05-21,23,66,5,46,1,False
2012-05-22,26,72,5,53,1,False
2012-05-23,26,66,5,49,1,False
2012-05-24,28,60,6,47,1,False
2012-05-25,24,59,4,44,0,False
2012-05-26,27,60,4,26,0,False
2012-05-27,27,54,4,26,0,False
2012-05-28,27,88,3,26,0,False
2012-05-29,22,93,4,56,0,False
2012-05-30,25,85,4,53,0,False
2012-05-31,21,74,4,51,1,False
2012-06-01,22,73,3,47,1,False
2012-06-02,26,57,5,29,0,False
2012-06-03,25,44,4,27,1,False
2012-06-04,24,71,5,52,0,False
2012-06-05,27,68,5,56,0,False
2012-06-06,20,62,6,53,1,False
2012-06-07,24,64,5,54,1,False
2012-06-08,29,57,4,49,0,False
2012-06-09,29,41,4,31,0,False
2012-06-10,28,39,4,28,1,False
2012-06-11,23,63,3,50,1,False
2012-06-12,22,58,4,52,1,False
2012-06-13,24,64,3,54,1,False
2012-06-14,24,60,4,52,1,False
2012-06-15,20,56,5,39,0,False
2012-06-16,27,48,4,23,1,False
2012-06-17,27,44,3,22,1,False
2012-06-18,25,68,4,52,1,False
2012-06-19,24,66,4,52,1,False
2012-06-20,24,69,3,50,0,False
2012-06-21,22,65,5,48,0,False
2012-06-22,21,64,4,51,1,False
2012-06-23,25,46,4,29,0,False
2012-06-24,28,41,4,31,1,False
2012-06-25,25,69,5,50,0,False
2012-06-26,25,67,4,55,1,False
2012-06-27,20,67,8,72,1,False
2012-06-28,21,60,6,57,0,False
2012-06-29,18,59,5,45,1,False
2012-06-30,23,42,5,29,1,False
2012-07-01,27,42,5,30,1,False
2012-07-02,21,76,5,52,0,False
2012-07-03,23,84,4,54,0,False
2012-07-04,22,62,5,33,1,False
2012-07-05,23,83,5,48,1,False
2012-07-06,24,67,4,46,1,False
2012-07-07,27,48,3,33,0,False
2012-07-08,28,41,3,28,0,False
2012-07-09,21,72,5,55,0,False
2012-07-10,21,63,7,59,1,False
2012-07-11,21,64,9,70,1,False
2012-07-12,21,66,10,65,1,False
2012-07-13,22,63,5,54,0,False
2012-07-14,29,43,6,31,0,False
2012-07-15,24,36,5,29,1,False
2012-07-16,23,71,5,53,0,False
2012-07-17,22,60,4,52,1,False
2012-07-18,23,61,6,55,0,False
2012-07-19,21,65,7,51,1,False
2012-07-20,21,56,5,48,1,False
2012-07-21,26,47,4,27,1,False
2012-07-22,25,34,3,30,1,False
2012-07-23,23,68,4,49,1,False
2012-07-24,20,60,5,51,1,False
2012-07-25,20,62,6,50,1,False
2012-07-26,22,69,4,52,0,False
2012-07-27,20,61,4,43,1,False
2012-07-28,21,44,4,27,1,False
2012-07-29,24,38,5,28,0,False
2012-07-30,20,71,4,50,1,False
2012-07-31,19,68,5,55,1,False
2012-08-01,20,73,5,50,0,False
2012-08-02,21,68,6,52,0,False
2012-08-03,23,58,4,45,0,False
2012-08-04,19,47,4,26,0,False
2012-08-05,23,35,5,28,0,False
2012-08-06,21,65,5,50,0,False
2012-08-07,22,65,6,49,1,False
2012-08-08,21,56,3,51,1,False
2012-08-09,22,60,5,51,0,False
2012-08-10,20,52,6,45,0,False
2012-08-11,21,39,4,23,0,False
2012-08-12,24,33,5,25,1,False
2012-08-13,18,62,5,49,1,False
2012-08-14,20,59,4,44,1,False
2012-08-15,18,61,4,48,0,False
2012-08-16,18,58,6,49,1,False
2012-08-17,20,57,5,45,0,False
2012-08-18,25,44,4,26,1,False
2012-08-19,24,36,4,31,0,False
2012-08-20,18,62,4,50,0,False
2012-08-21,22,60,4,52,0,False
2012-08-22,18,63,5,47,1,False
2012-08-23,19,58,4,53,1,False
2012-08-24,19,55,3,43,1,False
2012-08-25,21,45,3,24,1,False
2012-08-26,21,39,3,23,0,False
2012-08-27,15,73,4,49,0,False
2012-08-28,16,62,4,47,1,False
2012-08-29,20,62,5,46,1,False
2012-08-30,16,58,5,45,0,False
2012-08-31,20,59,5,40,1,False
2012-09-01,22,46,4,23,0,False
2012-09-02,23,44,4,25,1,False
2012-09-03,23,78,4,26,1,False
2012-09-04,20,88,5,56,1,False
2012-09-05,20,83,8,51,1,False
2012-09-06,18,70,8,53,0,False
2012-09-07,19,65,5,45,0,False
2012-09-08,24,50,5,28,1,False
2012-09-09,21,39,5,23,1,False
2012-09-10,16,67,4,50,1,False
2012-09-11,17,63,5,48,1,False
2012-09-12,15,66,6,45,1,False
2012-09-13,17,59,5,45,0,False
2012-09-14,20,59,4,40,1,False
2012-09-15,21,48,4,30,0,False
2012-09-16,20,35,4,25,0,False
2012-09-17,21,62,3,47,1,False
2012-09-18,15,59,5,49,1,False
2012-09-19,19,61,4,51,1,False
2012-09-20,19,56,5,47,1,False
2012-09-21,15,56,5,42,1,False
2012-09-22,21,38,3,27,1,False
2012-09-23,19,38,3,26,1,False
2012-09-24,16,63,4,49,0,False
2012-09-25,16,64,6,48,1,False
2012-09-26,18,63,3,44,1,False
2012-09-27,24,59,6,47,1,False
2012-09-28,19,64,5,44,1,False
2012-09-29,23,43,5,24,1,False
2012-09-30,27,41,5,27,0,False
2012-10-01,18,67,4,48,1,False
2012-10-02,17,65,5,45,1,False
2012-10-03,20,61,8,53,1,False
2012-10-04,20,58,7,47,1,False
2012-10-05,20,58,5,46,1,False
2012-10-06,21,42,5,27,1,False
2012-10-07,22,39,4,21,1,False
2012-10-08,22,70,3,42,1,False
2012-10-09,20,65,6,50,1,False
2012-10-10,19,64,6,49,1,False
2012-10-11,18,70,4,50,1,False
2012-10-12,19,56,7,43,1,False
2012-10-13,19,44,5,24,0,False
2012-10-14,22,36,5,20,0,False
2012-10-15,18,63,4,45,1,False
2012-10-16,20,63,6,49,0,False
2012-10-17,23,57,12,50,0,False
2012-10-18,21,60,6,52,1,False
2012-10-19,23,56,5,43,0,False
2012-10-20,24,40,5,26,1,False
2012-10-21,24,43,5,24,1,False
2012-10-22,24,63,4,43,1,False
2012-10-23,22,57,31,61,1,False
2012-10-24,18,60,8,54,0,False
2012-10-25,22,55,8,43,1,False
2012-10-26,18,59,7,38,0,False
2012-10-27,21,45,5,23,3,False
2012-10-28,25,42,3,20,12,False
2012-10-29,19,64,6,41,8,False
2012-10-30,22,72,6,44,2,False
2012-10-31,21,64,6,40,2,False
2012-11-01,21,66,4,39,2,False
2012-11-02,18,62,7,41,1,False
2012-11-03,26,49,4,24,1,False
2012-11-04,23,41,5,23,1,False
2012-11-05,22,65,6,43,1,False
2012-11-06,19,61,7,45,1,False
2012-11-07,18,49,9,39,0,False
2012-11-08,20,53,6,46,1,False
2012-11-09,22,57,5,45,1,False
2012-11-10,24,42,3,24,1,False
2012-11-11,27,44,3,23,0,False
2012-11-12,27,71,4,38,1,False
2012-11-13,28,66,5,48,1,False
2012-11-14,25,63,7,54,1,False
2012-11-15,28,61,6,51,1,False
2012-11-16,23,60,17,66,1,False
2012-11-17,24,47,27,43,1,False
2012-11-18,27,36,15,31,1,False
2012-11-19,25,62,12,46,1,False
2012-11-20,22,64,9,50,1,False
2012-11-21,21,65,6,38,0,False
2012-11-22,26,43,9,20,1,False
2012-11-23,26,64,3,20,0,False
2012-11-24,28,46,3,19,1,False
2012-11-25,27,38,5,24,1,False
2012-11-26,26,62,5,41,1,False
2012-11-27,21,60,6,46,1,False
2012-11-28,23,58,6,45,1,False
2012-11-29,20,62,5,42,1,False
2012-11-30,23,57,5,43,1,False
2012-12-01,20,46,4,28,1,False
2012-12-02,21,38,6,23,1,False
2012-12-03,22,64,5,40,1,False
2012-12-04,21,63,5,45,1,False
2012-12-05,19,61,5,46,1,False
2012-12-06,20,56,6,47,2,False
2012-12-07,21,50,6,40,1,False
2012-12-08,20,37,3,24,1,False
2012-12-09,24,32,4,24,1,False
2012-12-10,18,63,5,44,1,False
2012-12-11,21,53,5,44,1,False
2012-12-12,20,54,5,45,1,False
2012-12-13,20,48,4,42,0,False
2012-12-14,18,52,4,39,1,False
